medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
363031000006111	[X]Alzheimer's disease type 1	Eu001-1	Eu00111	416975007	2957137018		32	master only (1)
363041000006118	[X]Alzheimer's disease type 2	Eu000-3	Eu00013	416780008	2957119019		32	master only (1)
363791000006112	[X]Arteriosclerotic dementia	Eu01-1	Eu01.11	56267009	497559016		32	master only (1)
376431000006118	[X]Delirium of mixed origin	Eu04y-1	Eu04y11	2776000	5694012		32	master only (1)
423221000006117	[X]Predominantly cortical dementia	Eu011-1	Eu01111	56267009	93568017		32	master only (1)
423351000006115	[X]Presenile dementia,Alzheimer's type	Eu000-1	Eu00011	416780008	2957138011		32	master only (1)
423381000006111	[X]Primary degen dementia of Alzheimer's type, senile onset	Eu001-3	Eu00113	416975007	2957137018		32	master only (1)
423391000006114	[X]Primary degen dementia, Alzheimer's type, presenile onset	Eu000-2	Eu00012	416780008	2957119019		32	master only (1)
425901000006116	[X]Senile dementia,Alzheimer's type	Eu001-2	Eu00112	416975007	2957124016		32	master only (1)
612521000006115	Delirium - acute organic	E030-1	E030.11	2776000	5694012		32	master only (1)
696161000006115	Multi infarct dementia	E004-1	E004.11	56267009	93568017		32	master only (1)
711371000006111	Memory disturbance	1B1A-3	1B1A.13	386807006	1480927011		27	master only (1)
882201000006116	Senile dementia - simple type	E000-99	E000.99	191449005	882201000006116		32	master only (1)
882211000006118	Senile dementia-acute confused	E003-99	E003.99	191461002	882211000006118		32	master only (1)
2288201000000116	Mild cognitive impairment	28E0	28E0.00	386805003	2956731015		27	master only (1)
2502971000006115	Dementia associated with alcoholism	^ESCTDE250297		281004	1557018		32	master only (1)
2502981000006117	Alcohol-induced persisting dementia	^ESCTAL250298		281004	1558011		32	master only (1)
2543131000006118	Organic brain syndrome	^ESCTOR254313		2776000	483649011		32	master only (1)
2543151000006113	OBS - Organic brain syndrome	^ESCTOB254315		2776000	483652015		32	master only (1)
2543161000006110	Acute psycho-organic syndrome	^ESCTAC254316		2776000	483653013		32	master only (1)
2543181000006117	ABS - Acute brain syndrome	^ESCTAB254318		2776000	483658016		32	master only (1)
2543191000006119	Acute brain syndrome	^ESCTAC254319		2776000	483659012		32	master only (1)
2748441000006111	SD - Senile dementia	^ESCTSD274844		15662003	1221222011		32	master only (1)
2931231000006118	AD - Alzheimer's disease	^ESCTAD293123		26929004	1225144019		32	master only (1)
2931241000006111	Alzheimer disease	^ESCTAL293124		26929004	2839267017		32	master only (1)
2931251000006113	Alzheimer dementia	^ESCTAL293125		26929004	3424952012		32	master only (1)
3158901000006117	Clouded consciousness	^ESCTCL315890		40917007	3158901000006117		27	master only (1)
3158921000006110	Bewilderment	^ESCTBE315892		40917007	68244015		27	master only (1)
3158931000006113	Dazed state	^ESCTDA315893		40917007	68245019		27	master only (1)
3158941000006115	Dullness of senses	^ESCTDU315894		40917007	492835013		27	master only (1)
3158951000006118	Dazed	^ESCTDA315895		40917007	492836014		27	master only (1)
3158971000006111	Muddled	^ESCTMU315897		40917007	1494725019		27	master only (1)
3341551000006114	RA - Retrograde amnesia	^ESCTRA334155		51921000	1231056017		32	master only (1)
3350441000006115	Organic dementia	^ESCTOR335044		52448006	2970981011		32	master only (1)
3414231000006117	MID - Multi-infarct dementia	^ESCTMI341423		56267009	497558012		32	master only (1)
3414251000006112	VAD - Vascular dementia	^ESCTVA341425		56267009	497560014		32	master only (1)
3414261000006114	Multi infarct dementia	^ESCTMU341426		56267009	2921000019		32	master only (1)
3802621000006119	Lewy body variant of Alzheimer's disease	^ESCTLE380262		80098002	132894011		32	master only (1)
3802631000006116	SDLT - Senile dementia of the Lewy body type	^ESCTSD380263		80098002	1234435012		32	master only (1)
3802641000006114	LBD - Lewy body disease	^ESCTLB380264		80098002	1234436013		32	master only (1)
3802651000006111	Dementia of the Lewy body type	^ESCTDE380265		80098002	1234437016		32	master only (1)
3802661000006113	DLBD - Diffuse Lewy body disease	^ESCTDL380266		80098002	1234438014		32	master only (1)
3802671000006118	Cortical Lewy body disease	^ESCTCO380267		80098002	1234439018		32	master only (1)
3802681000006115	CLBD - Cortical Lewy body disease	^ESCTCL380268		80098002	1234440016		32	master only (1)
3964591000006117	Subcortical leucoencephalopathy	^ESCTSU396459		90099008	508841015		32	master only (1)
3964601000006113	Subcortical leukoencephalopathy	^ESCTSU396460		90099008	149344015		32	master only (1)
3964611000006111	Binswanger's dementia	^ESCTBI396461		90099008	149345019		32	master only (1)
3964621000006115	Encephalitis subcorticalis chronica	^ESCTEN396462		90099008	149346018		32	master only (1)
3964651000006112	Subcortical arteriosclerotic encephalopathy	^ESCTSU396465		90099008	1235535015		32	master only (1)
3964661000006114	Subcortical atherosclerotic dementia	^ESCTSU396466		90099008	1235536019		32	master only (1)
3964671000006119	Chronic progressive subcortical encephalopathy	^ESCTCH396467		90099008	1235537011		32	master only (1)
4539871000006116	History of dementia	^ESCTHI453987		161465002	2987032015		32	master only (1)
4591091000006115	Memory: own date of birth not known	^ESCTME459109		165292004	2974402019		3	master only (1)
4591221000006114	Memory: important person not known	^ESCTME459122		165301001	4591221000006114		3	master only (1)
4763081000006118	Senile delirium	^ESCTSE476308		191461002	1222240013		32	master only (1)
5246161000006110	Poor short-term memory	^ESCTPO524616		247592009	369703013		27	master only (1)
5246181000006117	Short term memory loss	^ESCTSH524618		247592009	369705018		27	master only (1)
6462141000006116	Memory dysfunction	^ESCTME646214		386807006	1491800017		27	master only (1)
6462151000006119	Impaired memory	^ESCTIM646215		386807006	1491801018		27	master only (1)
6462161000006117	Dysmnesia	^ESCTDY646216		386807006	1491802013		27	master only (1)
6462171000006112	Memory problem	^ESCTME646217		386807006	1491803015		27	master only (1)
6462181000006110	Poor memory	^ESCTPO646218		386807006	1491804014		27	master only (1)
6462191000006113	Bad memory	^ESCTBA646219		386807006	1491805010		27	master only (1)
6462201000006111	Disturbance of memory	^ESCTDI646220		386807006	1491806011		27	master only (1)
6897211000006117	Primary degenerative dementia of the Alzheimer type, presenile onset	^ESCTPR689721		416780008	2549310013		32	master only (1)
6897221000006113	Primary degenerative dementia of the Alzheimer type, early onset	^ESCTPR689722		416780008	2553939016		32	master only (1)
6897241000006118	Dementia of the Alzheimers type with early onset	^ESCTDE689724		416780008	2957133019		32	master only (1)
6897251000006116	Presenile dementia, Alzheimer's type	^ESCTPR689725		416780008	2957138011		32	master only (1)
6897271000006114	Dementia in Alzheimer's disease - type 2	^ESCTDE689727		416780008	2957156011		32	master only (1)
6900181000006114	Primary degenerative dementia of the Alzheimer type, senile onset	^ESCTPR690018		416975007	2549518019		32	master only (1)
6900191000006112	Primary degenerative dementia of the Alzheimer type, late onset	^ESCTPR690019		416975007	2554010014		32	master only (1)
6900201000006110	Dementia of the Alzheimers type, late onset	^ESCTDE690020		416975007	2957123010		32	master only (1)
6900221000006117	SDAT - Senile dementia, Alzheimer's type	^ESCTSD690022		416975007	2957134013		32	master only (1)
6900241000006112	Dementia in Alzheimer's disease - type 1	^ESCTDE690024		416975007	2957155010		32	master only (1)
6973421000006116	Dementia associated with AIDS	^ESCTDE697342		421529006	2617355019		32	master only (1)
6973431000006118	Acquired immune deficiency syndrome-related dementia	^ESCTAC697343		421529006	2622764018		32	master only (1)
6973441000006111	AIDS - Acquired immune deficiency syndrome dementia complex	^ESCTAI697344		421529006	2622765017		32	master only (1)
6973451000006113	ADC - Acquired immune deficiency syndrome dementia complex	^ESCTAD697345		421529006	2622766016		32	master only (1)
6973461000006110	Acquired immune deficiency syndrome dementia complex	^ESCTAC697346		421529006	2622767013		32	master only (1)
6973471000006115	Dementia associated with acquired immunodeficiency syndrome	^ESCTDE697347		421529006	2970885015		32	master only (1)
7043651000006119	Dementia associated with Parkinson's Disease	^ESCTDE704365		425390006	2645368017		32	master only (1)
7043661000006117	Dementia associated with Parkinson Disease	^ESCTDE704366		425390006	2842012010		32	master only (1)
7103601000006116	Dementia due to Creutzfeldt-Jakob disease	^ESCTDE710360		429458009	2693170019		32	master only (1)
7263011000006112	Dementia due to Huntington disease	^ESCTDE726301		442344002	2820375012		32	master only (1)
7263021000006116	Dementia due to Huntingtons disease	^ESCTDE726302		442344002	2951827019		32	master only (1)
8009521000006114	Dementia due to Picks disease	^ESCTDE800952		21921000119103	2987132018		32	master only (1)
8009531000006112	Dementia due to Pick disease	^ESCTDE800953		21921000119103	2987352013		32	master only (1)
8009541000006119	Dementia co-occurrent and due to Pick's disease	^ESCTDE800954		21921000119103	3333186018		32	master only (1)
11905341000006110	[D]Confusion	^ESCT1190534		40917007	294331000006118		27	master only (1)
12487831000006116	Memory: import.person not knwn	^ESCT1248783		165301001	257041017		3	master only (1)
