medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
27285014	Stomal ulcer	J14-5	J14..15	16121001	27285014		32	master only (1)
27286010	Marginal ulcer	J14-4	J14..14	16121001	27286010		32	master only (1)
37964010	Prepyloric ulcer	J11-1	J11..11	22620000	37964010		32	master only (1)
40392014	Gastrocolic ulcer	J14-2	J14..12	24060004	40392014		32	master only (1)
65759011	Pyloric ulcer	J11-2	J11..12	39204006	65759011		32	master only (1)
269308015	Stomach ulcer operations	761J-1	761J.11	173841001	269308015		32	master only (1)
302571018	Unspecified peptic ulcer with haemorrhage and perforation	J13y3	J13y300	13200003	22592012		32	master only (1)
302606019	Unspecified gastrojejunal ulcer with haemorrhage	J14y1	J14y100	16121001	27283019		32	master only (1)
302608018	Unspecified gastrojejunal ulcer with perforation	J14y2	J14y200	16121001	27283019		32	master only (1)
302614013	Unspecified gastrojejunal ulcer NOS	J14yz	J14yz00	16121001	27283019		32	master only (1)
411541019	H/O: duodenal ulcer	14C1-1	14C1.11	275547005	411541019		32	master only (1)
411542014	H/O: gastric ulcer	14C1-2	14C1.12	275548000	411542014		32	master only (1)
450479017	Duodenal ulcer suture	76271-99	7627199	307260009	450479017		32	master only (1)
457315015	Multiple gastric ulcers	J11z-2	J11z.12	313425006	457315015		32	master only (1)
477650018	Anastomotic ulcer	J14-1	J14..11	16121001	477650018		32	master only (1)
484836012	Perforated chronic gastric ulcer	J1112-1	J111211	31301004	484836012		32	master only (1)
495535010	Perforated chronic duodenal ulcer	J1212-1	J121211	49916007	495535010		32	master only (1)
499386010	Chronic gastrojejunal ulcer with haemorrhage	J1411	J141100	62838000	499386010		32	master only (1)
1231704018	Bleeding chronic gastric ulcer	J1111-1	J111111	57246001	1231704018		32	master only (1)
1235462014	Bleeding chronic duodenal ulcer	J1211-1	J121111	89469000	1235462014		32	master only (1)
1235493010	Bleeding acute gastric ulcer	J1101-1	J110111	89748001	1235493010		32	master only (1)
76511000006111	Unspecified gastrojejunal ulcer without mention complication	J14y0	J14y000	16121001	27283019		32	master only (1)
81321000006111	Unspec gastrojejunal ulcer with haemorrhage and perforation	J14y3	J14y300	16121001	27283019		32	master only (1)
81331000006114	Unspec gastrojejunal ulcer; unspec haemorrhage/perforation	J14yy	J14yy00	16121001	27283019		32	master only (1)
81501000006111	Unspec peptic ulcer; unspec haemorrhage and/or perforation	J13yy	J13yy00	13200003	22592012		32	master only (1)
121891000006117	Stress ulcer NOS	J13-1	J13..11	13200003	22592012		32	master only (1)
317691000000117	Anti-platelet induced gastric ulcer NOS	J112z	J112z00	424301005	2641862015		5	master only (1)
317711000000115	Anti-platelet induced duodenal ulcer NOS	J125z	J125z00	423643000	2641863013		5	master only (1)
344611000006119	[V]Personal history of duodenal ulcer	ZV127-2	ZV12712	275547005	411541019		32	master only (1)
345501000006119	[V]Personal history of peptic ulcer	ZV127-1	ZV12711	266998003	397833011		32	master only (1)
502691000006110	Balfour excision of gastric ulcer	76121-1	7612111	287832000	427398016		32	master only (1)
863201000006111	Perf. peptic ulcer closure	761J0-99	761J099	173842008	863201000006111		32	master only (1)
885771000006112	GU - acute + haemorrhage	J1101-99	J110199	89748001	885771000006112		32	master only (1)
885781000006110	GU - acute + perforation	J1102-99	J110299	19850005	885781000006110		32	master only (1)
