concept_id,concept_name,domain_id,vocabulary_id,standard_concept,ancestor_concept_id
2912421,ertugliflozin 15 MG Oral Tablet Box of 7,Drug,RxNorm Extension,S,793293
2912422,ertugliflozin 5 MG Oral Tablet [Steglatro] Box of 7,Drug,RxNorm Extension,S,793293
2912423,ertugliflozin 5 MG Oral Tablet Box of 7,Drug,RxNorm Extension,S,793293
2919076,ertugliflozin 15 MG / sitagliptin 100 MG Oral Tablet [Steglujan] Box of 7,Drug,RxNorm Extension,S,793293
2919077,ertugliflozin 15 MG / sitagliptin 100 MG Oral Tablet Box of 7,Drug,RxNorm Extension,S,793293
2919078,ertugliflozin 5 MG / sitagliptin 100 MG Oral Tablet [Steglujan] Box of 28,Drug,RxNorm Extension,S,793293
2919079,ertugliflozin 5 MG / sitagliptin 100 MG Oral Tablet [Steglujan] Box of 7,Drug,RxNorm Extension,S,793293
2919080,ertugliflozin 5 MG / sitagliptin 100 MG Oral Tablet Box of 28,Drug,RxNorm Extension,S,793293
2919081,ertugliflozin 5 MG / sitagliptin 100 MG Oral Tablet Box of 7,Drug,RxNorm Extension,S,793293
2920876,ertugliflozin 7.5 MG / metformin 1000 MG Oral Tablet [Segluromet] Box of 56,Drug,RxNorm Extension,S,793293
2920877,ertugliflozin 7.5 MG / metformin 1000 MG Oral Tablet [Segluromet] Box of 14,Drug,RxNorm Extension,S,793293
2920878,ertugliflozin 7.5 MG / metformin 1000 MG Oral Tablet Box of 56,Drug,RxNorm Extension,S,793293
2920879,ertugliflozin 7.5 MG / metformin 1000 MG Oral Tablet Box of 14,Drug,RxNorm Extension,S,793293
2920880,ertugliflozin 2.5 MG / metformin 1000 MG Oral Tablet [Segluromet] Box of 56,Drug,RxNorm Extension,S,793293
2920881,ertugliflozin 2.5 MG / metformin 1000 MG Oral Tablet [Segluromet] Box of 14,Drug,RxNorm Extension,S,793293
2920882,ertugliflozin 2.5 MG / metformin 1000 MG Oral Tablet Box of 56,Drug,RxNorm Extension,S,793293
2920883,ertugliflozin 2.5 MG / metformin 1000 MG Oral Tablet Box of 14,Drug,RxNorm Extension,S,793293
2920884,ertugliflozin 7.5 MG / metformin 500 MG Oral Tablet [Segluromet] Box of 56,Drug,RxNorm Extension,S,793293
2920885,ertugliflozin 7.5 MG / metformin 500 MG Oral Tablet [Segluromet] Box of 14,Drug,RxNorm Extension,S,793293
2920886,ertugliflozin 7.5 MG / metformin 500 MG Oral Tablet Box of 56,Drug,RxNorm Extension,S,793293
2920887,ertugliflozin 7.5 MG / metformin 500 MG Oral Tablet Box of 14,Drug,RxNorm Extension,S,793293
2920888,ertugliflozin 2.5 MG / metformin 500 MG Oral Tablet [Segluromet] Box of 56,Drug,RxNorm Extension,S,793293
2920889,ertugliflozin 2.5 MG / metformin 500 MG Oral Tablet [Segluromet] Box of 14,Drug,RxNorm Extension,S,793293
2920890,ertugliflozin 2.5 MG / metformin 500 MG Oral Tablet Box of 56,Drug,RxNorm Extension,S,793293
2920891,ertugliflozin 2.5 MG / metformin 500 MG Oral Tablet Box of 14,Drug,RxNorm Extension,S,793293
2926536,empagliflozin 25 MG / linagliptin 5 MG Oral Tablet [Glyxambi] Box of 10,Drug,RxNorm Extension,S,45774751
2926537,empagliflozin 25 MG / linagliptin 5 MG Oral Tablet Box of 10,Drug,RxNorm Extension,S,45774751
2926538,empagliflozin 10 MG / linagliptin 5 MG Oral Tablet [Glyxambi] Box of 10,Drug,RxNorm Extension,S,45774751
2926539,empagliflozin 10 MG / linagliptin 5 MG Oral Tablet Box of 10,Drug,RxNorm Extension,S,45774751
2926540,empagliflozin 25 MG Oral Tablet [Jardiance] Box of 10,Drug,RxNorm Extension,S,45774751
2926541,empagliflozin 25 MG Oral Tablet Box of 10,Drug,RxNorm Extension,S,45774751
2926542,empagliflozin 10 MG Oral Tablet [Jardiance] Box of 10,Drug,RxNorm Extension,S,45774751
2926543,empagliflozin 10 MG Oral Tablet Box of 10,Drug,RxNorm Extension,S,45774751
2926938,dapagliflozin 10 MG / saxagliptin 5 MG Oral Tablet [Qtern] Box of 7,Drug,RxNorm Extension,S,44785829
2926939,dapagliflozin 10 MG / saxagliptin 5 MG Oral Tablet Box of 7,Drug,RxNorm Extension,S,44785829
