medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
139481017	Weak heart	G58z-1	G58z.11	84114007	139475013		32	master only (1)
139482012	Cardiac failure	G58-1	G58..11	84114007	139482012		32	master only (1)
350484012	Heart failure as a complication of care	SP111-1	SP11111	233924009	350484012		32	master only (1)
411506018	Impaired left ventricular function	G581-3	G581.13	275514001	411506018		32	master only (1)
490972013	Right ventricular failure	G580-3	G580.13	367363000	490972013		32	master only (1)
510016018	Biventricular failure	G580-4	G580.14	92506005	153058012		32	master only (1)
223981000000118	Cardiac failure NOS	G58z-2	G58z.12	84114007	139482012		32	master only (1)
1647701000000118	Heart failure with normal ejection fraction	G583	G583.00	446221000	2883808011		32	master only (1)
1661371000000112	HFNEF - heart failure with normal ejection fraction	G583-1	G583.11	446221000	1713091000000115		32	master only (1)
1693911000000115	Referral to heart failure education group declined	8IE0	8IE0.00	763641000000102	1693911000000115		32	master only (1)
1734081000000112	Referral to heart failure exercise programme declined	8IE1	8IE1.00	704097008	3011446018		32	master only (1)
1816101000006113	Right ventricular failure	G584	G584.00	367363000	490972013		32	master only (1)
2227501000000110	Heart failure with preserved ejection fraction	G583-2	G583.12	446221000	2227501000000110		32	master only (1)
3400191000006118	Paroxysmal nocturnal dyspnea	^ESCTPA340019		55442000	92176018		27	master only (1)
3400201000006115	PND - Paroxysmal nocturnal dyspnoea	^ESCTPN340020		55442000	1216744016		27	master only (1)
3400211000006117	PND - Paroxysmal nocturnal dyspnea	^ESCTPN340021		55442000	1218234012		27	master only (1)
3868311000006117	Myocardial failure	^ESCTMY386831		84114007	139480016		32	master only (1)
3868321000006113	Weak heart	^ESCTWE386832		84114007	139481017		32	master only (1)
3868341000006118	HF - Heart failure	^ESCTHF386834		84114007	1234906013		32	master only (1)
3868351000006116	Cardiac insufficiency	^ESCTCA386835		84114007	2969213019		32	master only (1)
3886041000006118	Left heart failure	^ESCTLE388604		85232009	141303019		32	master only (1)
3886061000006119	Left-sided heart failure	^ESCTLE388606		85232009	201199018		32	master only (1)
3886071000006114	LVF - Left ventricular failure	^ESCTLV388607		85232009	1235017018		32	master only (1)
4005301000006110	Biventricular failure	^ESCTBI400530		92506005	510016018		32	master only (1)
4540521000006111	History of heart failure	^ESCTHI454052		161505003	2986453013		32	master only (1)
5573991000006118	Impaired left ventricular func	^ESCTIM557399		275514001	1495323018		32	master only (1)
5990971000006113	History of heart failure in last year	^ESCTHI599097		309634009	2986867013		32	master only (1)
6895651000006113	Emergency hospital admission for heart failure	^ESCTEM689565		416683003	6895651000006113		40	master only (1)
7321121000006119	Heart failure with preserved ejection fraction	^ESCTHE732112		446221000	3496968011		32	master only (1)
7586341000006114	Referral to heart failure exercise program	^ESCTRE758634		704095000	3012159015		40	master only (1)
7586381000006115	Referral to heart failure exercise program declined	^ESCTRE758638		704097008	3010562018		32	master only (1)
12490061000006118	Admit heart failure emergency	^ESCT1249006		416683003	2549208013		40	master only (1)
