medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
216206018	Fragility fracture due to unspecified osteoporosis	N331M	N331M00	443165006	2837900019		32	master only (1)
312683018	[X]Osteoporosis in other disorders classified elsewhere	NyuB2	NyuB200	64859006	107806013		32	master only (1)
359833013	Osteoporotic vertebral collapse	N331-4	N331.14	240198002	359833013		32	master only (1)
556881000000111	Minimal trauma fracture due to unspecified osteoporosis	N331M-1	N331M11	443165006	2837900019		32	master only (1)
1137811000000114	History of osteoporosis	14GB	14GB.00	473120007	2955852014		32	master only (1)
1715131000006113	Bone sparing drug treatment offered for osteoporosis - ESA	9kj0	9kj0.00	505171000000102	1152201000000112		37	master only (1)
1754961000006112	Excepted from osteoporosis quality indicators - patient unsuitable	9hP0	9hP0.00	753791000000106	1658171000000112		37	master only (1)
1754971000006117	Excepted from osteoporosis quality indicators - informed dissent	9hP1	9hP1.00	753831000000104	1667971000000118		37	master only (1)
2786171000006119	Type II osteoporosis	^ESCTTY278617		18040001	478468010		32	master only (1)
2786181000006116	Involutional osteoporosis	^ESCTIN278618		18040001	478469019		32	master only (1)
2786191000006118	Age related osteoporosis	^ESCTAG278619		18040001	3035869014		32	master only (1)
3362291000006115	Disuse osteoporosis	^ESCTDI336229		53174001	88440018		32	master only (1)
3555091000006111	OP - Osteoporosis	^ESCTOP355509		64859006	499977011		32	master only (1)
4820801000006119	Idiopathic generalized osteoporosis	^ESCTID482080		203429007	312125014		32	master only (1)
4820831000006110	Post-surgical malabsorption osteoporosis	^ESCTPO482083		203434006	312134016		32	master only (1)
4820851000006115	Localized osteoporosis - Lequesne	^ESCTLO482085		203435007	312136019		32	master only (1)
5992471000006115	Osteoporosis localized to spine	^ESCTOS599247		309745002	453226012		32	master only (1)
6515141000006116	Osteoporosis due to corticosteroid	^ESCTOS651514		390833005	3300678017		32	master only (1)
6515161000006117	Osteoporosis caused by corticosteroid	^ESCTOS651516		390833005	3300677010		32	master only (1)
6517621000006110	Osteoporosis dietary education	^ESCTOS651762		391024003	2576221014		1	master only (1)
6517651000006118	Osteoporosis exercise education	^ESCTOS651765		391026001	2576222019		1	master only (1)
6518541000006115	Lumbar DEXA scan result osteopenic	^ESCTLU651854		391076004	1493766013		41	master only (1)
6518551000006118	Lumbar dual X-ray absorptiometry scan result osteopenic	^ESCTLU651855		391076004	2985950013		41	master only (1)
8231771000006116	Excepted from osteoporosis quality indicators - informed dissent	^ESCTEX823177		753831000000104	1658251000000114		37	master only (1)
