source_concept_id,source_concept_name,concept_code,cohort_name,points
45595961,"Paraplegia, unspecified",G82.2,hemiplegia,2
45600808,Spastic paraplegia,G82.1,hemiplegia,2
45755388,Paraplegia and tetraplegia,G82,hemiplegia,2
45534118,"Chronic nephritic syndrome, diffuse mesangial proliferative glomerulonephritis",N03.3,renal_disease,1
45534119,"Chronic nephritic syndrome, diffuse crescentic glomerulonephritis",N03.7,renal_disease,1
45534123,Other chronic renal failure,N18.8,renal_disease,1
45537649,Extracorporeal dialysis,Z49.1,renal_disease,1
45539026,"Unspecified nephritic syndrome, diffuse mesangiocapillary glomerulonephritis",N05.5,renal_disease,1
45543858,"Chronic kidney disease, stage 3",N18.3,renal_disease,1
45548642,"Chronic nephritic syndrome, diffuse membranous glomerulonephritis",N03.2,renal_disease,1
45553437,"Chronic kidney disease, stage 2",N18.2,renal_disease,1
45553438,"Chronic kidney disease, unspecified",N18.9,renal_disease,1
45563000,"Unspecified nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis",N05.4,renal_disease,1
45563001,"Unspecified nephritic syndrome, dense deposit disease",N05.6,renal_disease,1
45566477,Kidney transplant status,Z94.0,renal_disease,1
45567833,Renal osteodystrophy,N25.0,renal_disease,1
45571361,Preparatory care for dialysis,Z49.0,renal_disease,1
45572076,Hypertensive heart and renal disease with renal failure,I13.1,renal_disease,1
45572694,"Unspecified nephritic syndrome, diffuse mesangial proliferative glomerulonephritis",N05.3,renal_disease,1
45576160,Other dialysis,Z49.2,renal_disease,1
45581097,Dependence on renal dialysis,Z99.2,renal_disease,1
45582388,"Chronic nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis",N03.4,renal_disease,1
45582389,"Chronic nephritic syndrome, diffuse mesangiocapillary glomerulonephritis",N03.5,renal_disease,1
45582391,Chronic kidney disease,N18,renal_disease,1
45582392,"Chronic kidney disease, stage 1",N18.1,renal_disease,1
45582393,"Chronic kidney disease, stage 4",N18.4,renal_disease,1
45582394,"Chronic kidney disease, stage 5",N18.5,renal_disease,1
45587234,"Chronic nephritic syndrome, dense deposit disease",N03.6,renal_disease,1
45592122,"Unspecified nephritic syndrome, diffuse membranous glomerulonephritis",N05.2,renal_disease,1
45596187,Hypertensive renal disease with renal failure,I12.0,renal_disease,1
45596852,"Unspecified nephritic syndrome, diffuse crescentic glomerulonephritis",N05.7,renal_disease,1
45601717,End-stage renal disease,N18.0,renal_disease,1
45601718,Unspecified kidney failure,N19,renal_disease,1
40475022,"Malignant neoplasms of lip, oral cavity and pharynx",C00-C14,any_malignancy,2
40475025,Malignant neoplasms of digestive organs,C15-C26,any_malignancy,2
40475026,Malignant neoplasms of respiratory and intrathoracic organs,C30-C39,any_malignancy,2
40475027,Malignant neoplasms of bone and articular cartilage,C40-C41,any_malignancy,2
40475029,Malignant neoplasms of mesothelial and soft tissue,C45-C49,any_malignancy,2
40475030,Malignant neoplasm of breast,C50-C50,any_malignancy,2
40475031,Malignant neoplasms of female genital organs,C51-C58,any_malignancy,2
40475032,Malignant neoplasms of male genital organs,C60-C63,any_malignancy,2
40475033,Malignant neoplasms of urinary tract,C64-C68,any_malignancy,2
40475034,"Malignant neoplasms of eye, brain and other parts of central nervous system",C69-C72,any_malignancy,2
40475035,Malignant neoplasms of thyroid and other endocrine glands,C73-C75,any_malignancy,2
40475038,Malignant neoplasms of independent (primary) multiple sites,C97-C97,any_malignancy,2
45532891,Malignant neoplasm: Anterior floor of mouth,C04.0,any_malignancy,2
45532892,Malignant neoplasm: Vallecula,C10.0,any_malignancy,2
45532893,Malignant neoplasm of stomach,C16,any_malignancy,2
45532894,Malignant neoplasm: Pylorus,C16.4,any_malignancy,2
45532895,Malignant neoplasm: Overlapping lesion of small intestine,C17.8,any_malignancy,2
45532896,Malignant neoplasm: Cloacogenic zone,C21.2,any_malignancy,2
45532897,Malignant neoplasm of liver and intrahepatic bile ducts,C22,any_malignancy,2
45532898,"Malignant neoplasm: Intestinal tract, part unspecified",C26.0,any_malignancy,2
45532900,Malignant neoplasm: Scapula and long bones of upper limb,C40.0,any_malignancy,2
45532901,Malignant neoplasm: Short bones of upper limb,C40.1,any_malignancy,2
45532902,"Malignant neoplasm: Malignant melanoma of upper limb, including shoulder",C43.6,any_malignancy,2
45532913,Malignant neoplasm: Overlapping lesion of breast,C50.8,any_malignancy,2
45532914,Malignant neoplasm: Isthmus uteri,C54.0,any_malignancy,2
45532917,Malignant neoplasm: Undescended testis,C62.0,any_malignancy,2
45532918,"Malignant neoplasm: Testis, unspecified",C62.9,any_malignancy,2
45532922,Malignant neoplasm: Other specified male genital organs,C63.7,any_malignancy,2
45532924,Malignant neoplasm: Overlapping lesion of bladder,C67.8,any_malignancy,2
45532925,Malignant neoplasm: Urethra,C68.0,any_malignancy,2
45532929,"Malignant neoplasm: Meninges, unspecified",C70.9,any_malignancy,2
45532930,Malignant neoplasm of brain,C71,any_malignancy,2
45532931,Malignant neoplasm: Overlapping lesion of brain,C71.8,any_malignancy,2
45532933,Malignant neoplasm: Pituitary gland,C75.1,any_malignancy,2
45532934,Malignant neoplasm: Aortic body and other paraganglia,C75.5,any_malignancy,2
45532935,"Malignant neoplasm of other and ill-defined sites: Head, face and neck",C76.0,any_malignancy,2
45532946,Follicular lymphoma grade II,C82.1,any_malignancy,2
45532957,Other heavy chain disease,C88.2,any_malignancy,2
45537786,"Malignant neoplasm: Lip, unspecified",C00.9,any_malignancy,2
45537787,"Malignant neoplasm: Tongue, unspecified",C02.9,any_malignancy,2
45537788,Malignant neoplasm: Overlapping lesion of floor of mouth,C04.8,any_malignancy,2
45537789,Malignant neoplasm: Soft palate,C05.1,any_malignancy,2
45537791,Malignant neoplasm: Anterior surface of epiglottis,C10.1,any_malignancy,2
45537792,Malignant neoplasm of nasopharynx,C11,any_malignancy,2
45537793,Malignant neoplasm: Postcricoid region,C13.0,any_malignancy,2
45537795,"Malignant neoplasm: Liver, unspecified",C22.9,any_malignancy,2
45537796,Malignant neoplasm: Overlapping lesion of pancreas,C25.8,any_malignancy,2
45537797,"Malignant neoplasm: Pancreas, unspecified",C25.9,any_malignancy,2
45537798,Malignant neoplasm: Maxillary sinus,C31.0,any_malignancy,2
45537799,Malignant neoplasm: Heart,C38.0,any_malignancy,2
45537800,Malignant neoplasm: Anterior mediastinum,C38.1,any_malignancy,2
45537801,"Malignant neoplasm: Mediastinum, part unspecified",C38.3,any_malignancy,2
45537803,Malignant neoplasm: Vertebral column,C41.2,any_malignancy,2
45537804,Malignant neoplasm: Malignant melanoma of trunk,C43.5,any_malignancy,2
45537805,Malignant neoplasm: Overlapping malignant melanoma of skin,C43.8,any_malignancy,2
45537814,Mesothelioma,C45,any_malignancy,2
45537815,"Malignant neoplasm: Peripheral nerves of head, face and neck",C47.0,any_malignancy,2
45537816,Malignant neoplasm: Peripheral nerves of thorax,C47.3,any_malignancy,2
45537817,"Malignant neoplasm: Connective and soft tissue of head, face and neck",C49.0,any_malignancy,2
45537818,"Malignant neoplasm: Connective and soft tissue of trunk, unspecified",C49.6,any_malignancy,2
45537825,Malignant neoplasm of cervix uteri,C53,any_malignancy,2
45537826,"Malignant neoplasm of uterus, part unspecified",C55,any_malignancy,2
45537827,Malignant neoplasm of other and unspecified male genital organs,C63,any_malignancy,2
45537829,Malignant neoplasm: Dome of bladder,C67.1,any_malignancy,2
45537830,"Malignant neoplasm: Urinary organ, unspecified",C68.9,any_malignancy,2
45537831,Malignant neoplasm: Cornea,C69.1,any_malignancy,2
45537835,Malignant neoplasm: Brain stem,C71.7,any_malignancy,2
45537836,"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",C72,any_malignancy,2
45537837,Malignant neoplasm: Optic nerve,C72.3,any_malignancy,2
45537838,Malignant neoplasm of other and ill-defined sites: Other ill-defined sites,C76.7,any_malignancy,2
45537864,Lymphoepithelioid lymphoma,C84.3,any_malignancy,2
45537871,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lyphoma],C88.4,any_malignancy,2
45537873,Acute lymphoblastic leukaemia [ALL],C91.0,any_malignancy,2
45537876,Myeloid sarcoma,C92.3,any_malignancy,2
45537879,Mast cell leukaemia,C94.3,any_malignancy,2
45537880,Acute panmyelosis with myelofibrosis,C94.4,any_malignancy,2
45537881,Malignant histiocytosis,C96.1,any_malignancy,2
45542579,Malignant neoplasm: Border of tongue,C02.1,any_malignancy,2
45542580,Malignant neoplasm: Uvula,C05.2,any_malignancy,2
45542581,Malignant neoplasm: Submandibular gland,C08.0,any_malignancy,2
45542582,Malignant neoplasm: Branchial cleft,C10.4,any_malignancy,2
45542583,Malignant neoplasm: Overlapping lesion of oropharynx,C10.8,any_malignancy,2
45542584,"Malignant neoplasm: Hypopharynx, unspecified",C13.9,any_malignancy,2
45542585,"Malignant neoplasm: Greater curvature of stomach, unspecified",C16.6,any_malignancy,2
45542586,Malignant neoplasm: Caecum,C18.0,any_malignancy,2
45542587,Malignant neoplasm of rectum,C20,any_malignancy,2
45542588,Malignant neoplasm: Hepatoblastoma,C22.2,any_malignancy,2
45542589,Malignant neoplasm: Sphenoidal sinus,C31.3,any_malignancy,2
45542590,Malignant neoplasm: Overlapping lesion of bronchus and lung,C34.8,any_malignancy,2
45542592,"Malignant neoplasm: Bronchus or lung, unspecified",C34.9,any_malignancy,2
45542596,"Malignant neoplasm: Malignant melanoma of eyelid, including canthus",C43.1,any_malignancy,2
45542597,Malignant neoplasm: Malignant melanoma of other and unspecified parts of face,C43.3,any_malignancy,2
45542610,Malignant neoplasm: Specified parts of peritoneum,C48.1,any_malignancy,2
45542611,"Malignant neoplasm: Connective and soft tissue, unspecified",C49.9,any_malignancy,2
45542614,Malignant neoplasm of ovary,C56,any_malignancy,2
45542616,Malignant neoplasm: Fallopian tube,C57.0,any_malignancy,2
45542618,Malignant neoplasm: Lacrimal gland and duct,C69.5,any_malignancy,2
45542620,Malignant neoplasm: Overlapping lesion of eye and adnexa,C69.8,any_malignancy,2
45542621,"Malignant neoplasm: Cerebrum, except lobes and ventricles",C71.0,any_malignancy,2
45542624,Malignant neoplasm of other endocrine glands and related structures,C75,any_malignancy,2
45542625,Malignant neoplasm: Parathyroid gland,C75.0,any_malignancy,2
45542626,Malignant neoplasm: Craniopharyngeal duct,C75.2,any_malignancy,2
45542638,"Follicular lymphoma grade III, unspecified",C82.2,any_malignancy,2
45542646,Mantle cell lymphoma,C83.1,any_malignancy,2
45542649,"Non-follicular (diffuse) lymphoma, unspecified",C83.9,any_malignancy,2
45542651,T-zone lymphoma,C84.2,any_malignancy,2
45542659,Mediastinal (thymic) large B-cell lymphoma,C85.2,any_malignancy,2
45542661,Prolymphocytic leukaemia of B-cell type,C91.3,any_malignancy,2
45542663,"Lymphoid leukaemia, unspecified",C91.9,any_malignancy,2
45542667,Acute megakaryoblastic leukaemia,C94.2,any_malignancy,2
45542670,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis [Letterer-Siwe disease],C96.0,any_malignancy,2
45547478,"Malignant neoplasm: Floor of mouth, unspecified",C04.9,any_malignancy,2
45547479,Malignant neoplasm: Anterior wall of nasopharynx,C11.3,any_malignancy,2
45547480,Malignant neoplasm: Lower third of oesophagus,C15.5,any_malignancy,2
45547481,Malignant neoplasm: Body of stomach,C16.2,any_malignancy,2
45547482,Malignant neoplasm: Intrahepatic bile duct carcinoma,C22.1,any_malignancy,2
45547483,Malignant neoplasm: Other specified carcinomas of liver,C22.7,any_malignancy,2
45547484,Malignant neoplasm of pancreas,C25,any_malignancy,2
45547485,Malignant neoplasm: Endocrine pancreas,C25.4,any_malignancy,2
45547491,"Malignant neoplasm: Malignant melanoma of skin, unspecified",C43.9,any_malignancy,2
45547505,"Malignant neoplasm: Breast, unspecified",C50.9,any_malignancy,2
45547506,Malignant neoplasm: Overlapping lesion of vulva,C51.8,any_malignancy,2
45547507,"Malignant neoplasm: Cervix uteri, unspecified",C53.9,any_malignancy,2
45547508,Malignant neoplasm: Glans penis,C60.1,any_malignancy,2
45547509,Malignant neoplasm of prostate,C61,any_malignancy,2
45547512,Malignant neoplasm: Spermatic cord,C63.1,any_malignancy,2
45547516,Malignant neoplasm: Cerebellum,C71.6,any_malignancy,2
45547519,"Malignant neoplasm: Endocrine gland, unspecified",C75.9,any_malignancy,2
45547520,Malignant neoplasm of other and ill-defined sites: Thorax,C76.1,any_malignancy,2
45547530,Nodular sclerosis classical Hodgkin lymphoma,C81.1,any_malignancy,2
45547532,Lymphocyte-rich (classical) Hodgkin lymphoma,C81.4,any_malignancy,2
45547547,Other and unspecified types of non-Hodgkin lymphoma,C85,any_malignancy,2
45547558,Monocytic leukaemia,C93,any_malignancy,2
45547561,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified",C96.9,any_malignancy,2
45552242,"Malignant neoplasm: Lower lip, inner aspect",C00.4,any_malignancy,2
45552243,Malignant neoplasm: Overlapping lesion of other and unspecified parts of mouth,C06.8,any_malignancy,2
45552244,Malignant neoplasm: Lateral wall of nasopharynx,C11.2,any_malignancy,2
45552245,Malignant neoplasm: Duodenum,C17.0,any_malignancy,2
45552246,Malignant neoplasm: Descending colon,C18.6,any_malignancy,2
45552247,Malignant neoplasm: Liver cell carcinoma,C22.0,any_malignancy,2
45552248,Malignant neoplasm: Angiosarcoma of liver,C22.3,any_malignancy,2
45552249,Malignant neoplasm: Extrahepatic bile duct,C24.0,any_malignancy,2
45552250,Malignant neoplasm: Main bronchus,C34.0,any_malignancy,2
45552251,Malignant neoplasm: Short bones of lower limb,C40.3,any_malignancy,2
45552257,Malignant neoplasm: Peripheral nerves of abdomen,C47.4,any_malignancy,2
45552258,Malignant neoplasm of other connective and soft tissue,C49,any_malignancy,2
45552261,Malignant neoplasm: Connective and soft tissue of abdomen,C49.4,any_malignancy,2
45552263,Malignant neoplasm: Overlapping lesion of cervix uteri,C53.8,any_malignancy,2
45552264,Malignant neoplasm: Broad ligament,C57.1,any_malignancy,2
45552265,Malignant neoplasm: Parametrium,C57.3,any_malignancy,2
45552266,Malignant neoplasm: Other specified female genital organs,C57.7,any_malignancy,2
45552268,Malignant neoplasm of renal pelvis,C65,any_malignancy,2
45552269,Malignant neoplasm of bladder,C67,any_malignancy,2
45552270,Malignant neoplasm: Ureteric orifice,C67.6,any_malignancy,2
45552271,Malignant neoplasm: Urachus,C67.7,any_malignancy,2
45552272,Malignant neoplasm: Paraurethral gland,C68.1,any_malignancy,2
45552275,Malignant neoplasm: Spinal meninges,C70.1,any_malignancy,2
45552277,Malignant neoplasm: Acoustic nerve,C72.4,any_malignancy,2
45552279,"Malignant neoplasm: Adrenal gland, unspecified",C74.9,any_malignancy,2
45552280,Malignant neoplasm: Carotid body,C75.4,any_malignancy,2
45552293,Other classical Hodgkin lymphoma,C81.7,any_malignancy,2
45552299,Follicular lymphoma grade IIIb,C82.4,any_malignancy,2
45552309,Other malignant immunoproliferative diseases,C88.7,any_malignancy,2
45552310,Plasma cell leukaemia,C90.1,any_malignancy,2
45552312,Adult T-cell lymphoma/leukaemia [HTLV-1-associated],C91.5,any_malignancy,2
45556958,"Malignant neoplasm: External lip, unspecified",C00.2,any_malignancy,2
45556959,"Malignant neoplasm: Lip, unspecified, inner aspect",C00.5,any_malignancy,2
45556960,Malignant neoplasm: Overlapping lesion of palate,C05.8,any_malignancy,2
45556961,"Malignant neoplasm: Mouth, unspecified",C06.9,any_malignancy,2
45556962,Malignant neoplasm: Overlapping lesion of major salivary glands,C08.8,any_malignancy,2
45556963,Malignant neoplasm of oropharynx,C10,any_malignancy,2
45556964,Malignant neoplasm: Cardia,C16.0,any_malignancy,2
45556965,Malignant neoplasm: Splenic flexure,C18.5,any_malignancy,2
45556966,"Malignant neoplasm: Anus, unspecified",C21.0,any_malignancy,2
45556967,Malignant neoplasm: Body of pancreas,C25.1,any_malignancy,2
45556968,Malignant neoplasm: Tail of pancreas,C25.2,any_malignancy,2
45556969,Malignant neoplasm: Pancreatic duct,C25.3,any_malignancy,2
45556970,Malignant neoplasm: Other parts of pancreas,C25.7,any_malignancy,2
45556971,Malignant neoplasm: Middle ear,C30.1,any_malignancy,2
45556972,Malignant neoplasm: Laryngeal cartilage,C32.3,any_malignancy,2
45556974,Malignant neoplasm: Overlapping lesion of respiratory and intrathoracic organs,C39.8,any_malignancy,2
45556975,Malignant neoplasm: Overlapping lesion of bone and articular cartilage,C41.8,any_malignancy,2
45556976,Malignant neoplasm: Malignant melanoma of lip,C43.0,any_malignancy,2
45556983,"Mesothelioma, unspecified",C45.9,any_malignancy,2
45556984,Kaposi sarcoma of other sites,C46.7,any_malignancy,2
45556985,"Kaposi sarcoma, unspecified",C46.9,any_malignancy,2
45556986,Malignant neoplasm: Overlapping lesion of peripheral nerves and autonomic nervous system,C47.8,any_malignancy,2
45556987,"Malignant neoplasm: Peripheral nerves and autonomic nervous system, unspecified",C47.9,any_malignancy,2
45556988,"Malignant neoplasm: Peritoneum, unspecified",C48.2,any_malignancy,2
45556989,Malignant neoplasm: Connective and soft tissue of thorax,C49.3,any_malignancy,2
45556997,Malignant neoplasm: Labium minus,C51.1,any_malignancy,2
45556998,Malignant neoplasm of other and unspecified female genital organs,C57,any_malignancy,2
45556999,Malignant neoplasm: Prepuce,C60.0,any_malignancy,2
45557000,Malignant neoplasm of testis,C62,any_malignancy,2
45557005,Malignant neoplasm: Overlapping lesion of urinary organs,C68.8,any_malignancy,2
45557006,Malignant neoplasm: Choroid,C69.3,any_malignancy,2
45557007,Malignant neoplasm of meninges,C70,any_malignancy,2
45557008,Malignant neoplasm: Frontal lobe,C71.1,any_malignancy,2
45557037,Waldenström macroglobulinaemia,C88.0,any_malignancy,2
45557041,Hairy-cell leukaemia,C91.4,any_malignancy,2
45557042,Acute myelomonocytic leukaemia,C92.5,any_malignancy,2
45557044,Acute myeloid leukaemia with multilineage dysplasia,C92.8,any_malignancy,2
45557048,Leukaemia of unspecified cell type,C95,any_malignancy,2
45561780,Malignant neoplasm: Lingual tonsil,C02.4,any_malignancy,2
45561781,Malignant neoplasm: Lower gum,C03.1,any_malignancy,2
45561782,Malignant neoplasm: Retromolar area,C06.2,any_malignancy,2
45561784,Malignant neoplasm of tonsil,C09,any_malignancy,2
45561785,Malignant neoplasm: Posterior wall of hypopharynx,C13.2,any_malignancy,2
45561786,Malignant neoplasm: Waldeyer ring,C14.2,any_malignancy,2
45561788,"Malignant neoplasm: Small intestine, unspecified",C17.9,any_malignancy,2
45561789,Malignant neoplasm: Hepatic flexure,C18.3,any_malignancy,2
45561790,"Malignant neoplasm: Colon, unspecified",C18.9,any_malignancy,2
45561791,Malignant neoplasm of rectosigmoid junction,C19,any_malignancy,2
45561792,"Malignant neoplasm: Overlapping lesion of rectum, anus and anal canal",C21.8,any_malignancy,2
45561793,Malignant neoplasm: Supraglottis,C32.1,any_malignancy,2
45561805,Kaposi sarcoma,C46,any_malignancy,2
45561806,Kaposi sarcoma of skin,C46.0,any_malignancy,2
45561808,Malignant neoplasm of retroperitoneum and peritoneum,C48,any_malignancy,2
45561811,Malignant neoplasm: Upper-inner quadrant of breast,C50.2,any_malignancy,2
45561816,Malignant neoplasm: Upper-outer quadrant of breast,C50.4,any_malignancy,2
45561827,Malignant neoplasm: Parietal lobe,C71.3,any_malignancy,2
45561828,Malignant neoplasm: Cerebral ventricle,C71.5,any_malignancy,2
45561829,Malignant neoplasm: Olfactory nerve,C72.2,any_malignancy,2
45561857,Other mature T/NK-cell lymphomas,C84.5,any_malignancy,2
45561858,"Anaplastic large cell lymphoma, ALK-positive",C84.6,any_malignancy,2
45561867,"Non-Hodgkin lymphoma, unspecified",C85.9,any_malignancy,2
45561870,Malignant immunoproliferative diseases,C88,any_malignancy,2
45561874,Other lymphoid leukaemia,C91.7,any_malignancy,2
45561878,"Myeloid leukaemia, unspecified",C92.9,any_malignancy,2
45561880,Acute monoblastic/monocytic leukaemia,C93.0,any_malignancy,2
45561882,Chronic leukaemia of unspecified cell type,C95.1,any_malignancy,2
45566569,Malignant neoplasm of other and unspecified parts of tongue,C02,any_malignancy,2
45566570,"Malignant neoplasm: Anterior two-thirds of tongue, part unspecified",C02.3,any_malignancy,2
45566571,Malignant neoplasm: Overlapping lesion of tongue,C02.8,any_malignancy,2
45566572,"Malignant neoplasm: Major salivary gland, unspecified",C08.9,any_malignancy,2
45566573,Malignant neoplasm: Tonsillar fossa,C09.0,any_malignancy,2
45566574,Malignant neoplasm: Lateral wall of oropharynx,C10.2,any_malignancy,2
45566575,Malignant neoplasm of hypopharynx,C13,any_malignancy,2
45566576,Malignant neoplasm: Jejunum,C17.1,any_malignancy,2
45566577,Malignant neoplasm: Ampulla of Vater,C24.1,any_malignancy,2
45566578,"Malignant neoplasm: Biliary tract, unspecified",C24.9,any_malignancy,2
45566579,Malignant neoplasm: Nasal cavity,C30.0,any_malignancy,2
45566580,Malignant neoplasm: Frontal sinus,C31.2,any_malignancy,2
45566581,Malignant neoplasm: Subglottis,C32.2,any_malignancy,2
45566583,Malignant neoplasm: Bones of skull and face,C41.0,any_malignancy,2
45566585,"Malignant neoplasm: Malignant melanoma of lower limb, including hip",C43.7,any_malignancy,2
45566591,Kaposi sarcoma of soft tissue,C46.1,any_malignancy,2
45566598,Malignant neoplasm: Nipple and areola,C50.0,any_malignancy,2
45566601,Malignant neoplasm: Central portion of breast,C50.1,any_malignancy,2
45566604,Malignant neoplasm: Clitoris,C51.2,any_malignancy,2
45566605,Malignant neoplasm: Endometrium,C54.1,any_malignancy,2
45566606,Malignant neoplasm: Overlapping lesion of corpus uteri,C54.8,any_malignancy,2
45566608,Malignant neoplasm: Overlapping lesion of female genital organs,C57.8,any_malignancy,2
45566609,"Malignant neoplasm: Female genital organ, unspecified",C57.9,any_malignancy,2
45566610,Malignant neoplasm of penis,C60,any_malignancy,2
45566611,Malignant neoplasm: Overlapping lesion of male genital organs,C63.8,any_malignancy,2
45566612,Malignant neoplasm of other and unspecified urinary organs,C68,any_malignancy,2
45566613,Malignant neoplasm: Orbit,C69.6,any_malignancy,2
45566617,"Malignant neoplasm: Pluriglandular involvement, unspecified",C75.8,any_malignancy,2
45566622,Mixed cellularity classical Hodgkin lymphoma,C81.2,any_malignancy,2
45566652,Malignant neoplasms of independent (primary) multiple sites,C97,any_malignancy,2
45571487,Malignant neoplasm of base of tongue,C01,any_malignancy,2
45571488,Malignant neoplasm of other and unspecified major salivary glands,C08,any_malignancy,2
45571489,"Malignant neoplasm: Oesophagus, unspecified",C15.9,any_malignancy,2
45571490,"Malignant neoplasm: Stomach, unspecified",C16.9,any_malignancy,2
45571491,Malignant neoplasm: Sigmoid colon,C18.7,any_malignancy,2
45571492,Malignant neoplasm: Other sarcomas of liver,C22.4,any_malignancy,2
45571495,Malignant neoplasm: Posterior mediastinum,C38.2,any_malignancy,2
45571496,Malignant neoplasm: Ill-defined sites within the respiratory system,C39.9,any_malignancy,2
45571498,Malignant neoplasm: Overlapping lesion of bone and articular cartilage of limbs,C40.8,any_malignancy,2
45571500,Malignant neoplasm: Mandible,C41.1,any_malignancy,2
45571501,Malignant melanoma of skin,C43,any_malignancy,2
45571510,Mesothelioma of pleura,C45.0,any_malignancy,2
45571511,Kaposi sarcoma of palate,C46.2,any_malignancy,2
45571514,"Malignant neoplasm: Connective and soft tissue of upper limb, including shoulder",C49.1,any_malignancy,2
45571515,Malignant neoplasm: Connective and soft tissue of pelvis,C49.5,any_malignancy,2
45571518,Malignant neoplasm of breast,C50,any_malignancy,2
45571524,Malignant neoplasm: Fundus uteri,C54.3,any_malignancy,2
45571526,Malignant neoplasm: Body of penis,C60.2,any_malignancy,2
45571527,Malignant neoplasm: Anterior wall of bladder,C67.3,any_malignancy,2
45571528,"Malignant neoplasm: Bladder, unspecified",C67.9,any_malignancy,2
45571529,Malignant neoplasm: Conjunctiva,C69.0,any_malignancy,2
45571532,"Malignant neoplasm: Brain, unspecified",C71.9,any_malignancy,2
45571533,Malignant neoplasm: Cortex of adrenal gland,C74.0,any_malignancy,2
45571534,Malignant neoplasm of other and ill-defined sites: Pelvis,C76.3,any_malignancy,2
45571535,Malignant neoplasm of other and ill-defined sites: Upper limb,C76.4,any_malignancy,2
45571545,Lymphocyte depleted classical Hodgkin lymphoma,C81.3,any_malignancy,2
45571549,Follicular lymphoma,C82,any_malignancy,2
45571555,Immunoblastic (diffuse) non-Hodgkin's lymphoma,C83.4,any_malignancy,2
45571560,"Peripheral T-cell lymphoma, not elsewhere classified",C84.4,any_malignancy,2
45571570,Myeloid leukaemia,C92,any_malignancy,2
45571571,"Atypical chronic myeloid leukaemia, BCR/ABL- negative",C92.2,any_malignancy,2
45571572,Acute promyelocytic leukaemia [PML],C92.4,any_malignancy,2
45571576,Acute erythroid leukaemia,C94.0,any_malignancy,2
45576294,"Malignant neoplasm: Upper lip, inner aspect",C00.3,any_malignancy,2
45576295,Malignant neoplasm: Dorsal surface of tongue,C02.0,any_malignancy,2
45576296,Malignant neoplasm of other and unspecified parts of mouth,C06,any_malignancy,2
45576297,Malignant neoplasm: Vestibule of mouth,C06.1,any_malignancy,2
45576298,Malignant neoplasm of parotid gland,C07,any_malignancy,2
45576299,Malignant neoplasm: Tonsillar pillar (anterior)(posterior),C09.1,any_malignancy,2
45576300,"Malignant neoplasm: Nasopharynx, unspecified",C11.9,any_malignancy,2
45576301,Malignant neoplasm of piriform sinus,C12,any_malignancy,2
45576302,Malignant neoplasm: Upper third of oesophagus,C15.3,any_malignancy,2
45576303,Malignant neoplasm: Overlapping lesion of stomach,C16.8,any_malignancy,2
45576304,Malignant neoplasm: Meckel diverticulum,C17.3,any_malignancy,2
45576305,Malignant neoplasm of colon,C18,any_malignancy,2
45576306,Malignant neoplasm: Anal canal,C21.1,any_malignancy,2
45576307,Malignant neoplasm of other and unspecified parts of biliary tract,C24,any_malignancy,2
45576308,Malignant neoplasm: Spleen,C26.1,any_malignancy,2
45576309,Malignant neoplasm: Ill-defined sites within the digestive system,C26.9,any_malignancy,2
45576312,"Malignant neoplasm: Bone and articular cartilage, unspecified",C41.9,any_malignancy,2
45576317,Mesothelioma of other sites,C45.7,any_malignancy,2
45576318,"Malignant neoplasm: Peripheral nerves of trunk, unspecified",C47.6,any_malignancy,2
45576320,"Malignant neoplasm: Connective and soft tissue of lower limb, including hip",C49.2,any_malignancy,2
45576324,Malignant neoplasm: Lower-inner quadrant of breast,C50.3,any_malignancy,2
45576328,Malignant neoplasm of vagina,C52,any_malignancy,2
45576329,Malignant neoplasm: Exocervix,C53.1,any_malignancy,2
45576331,"Malignant neoplasm: Penis, unspecified",C60.9,any_malignancy,2
45576332,Malignant neoplasm: Scrotum,C63.2,any_malignancy,2
45576333,"Malignant neoplasm: Male genital organ, unspecified",C63.9,any_malignancy,2
45576335,Malignant neoplasm: Bladder neck,C67.5,any_malignancy,2
45576337,Malignant neoplasm of other and ill-defined sites: Lower limb,C76.5,any_malignancy,2
45576344,Hodgkin lymphoma,C81,any_malignancy,2
45576353,Diffuse follicle centre lymphoma,C82.5,any_malignancy,2
45576359,Other non-follicular lymphoma,C83.8,any_malignancy,2
45576367,"Chronic myeloid leukaemia [CML], BCR/ABL-positive",C92.1,any_malignancy,2
45576370,"Monocytic leukaemia, unspecified",C93.9,any_malignancy,2
45581197,Malignant neoplasm of lip,C00,any_malignancy,2
45581198,Malignant neoplasm: External lower lip,C00.1,any_malignancy,2
45581199,Malignant neoplasm: Overlapping lesion of lip,C00.8,any_malignancy,2
45581200,Malignant neoplasm of gum,C03,any_malignancy,2
45581201,Malignant neoplasm: Fundus of stomach,C16.1,any_malignancy,2
45581202,Malignant neoplasm: Overlapping lesion of biliary tract,C24.8,any_malignancy,2
45581203,Malignant neoplasm of other and ill-defined digestive organs,C26,any_malignancy,2
