medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
310951016	Walking difficulty due to unspecified site	N0970	N097000	228158008	342179011		32	master only (1)
310956014	Walking difficulty due to other specified site	N0974	N097400	228158008	342179011		32	master only (1)
317082017	[D] Poor mobility	R00A	R00A.00	160693001	250490012		32	master only (1)
318012012	[X]Difficulty in walking, not elsewhere classified	Ryu31	Ryu3100	228158008	342179011		32	master only (1)
443034015	Unable to get out of a chair	ESCTUN7		301657001	443034015		3	master only (1)
336481000006119	[V] Poor mobility	ZV4L0-1	ZV4L011	8510008	506386018		32	master only (1)
1817441000006119	[V]Need for assistance due to reduced mobility	ZV4L3	ZV4L300	8510008	506386018		32	master only (1)
2635901000006117	Limitation of motion	^ESCTLI263590		8510008	15035014		32	master only (1)
2635911000006119	Limited mobility	^ESCTLI263591		8510008	506385019		32	master only (1)
4533651000006110	Incapable of physical exercise	^ESCTIN453365		160629005	543141000000115		17	master only (1)
4720551000006115	Mobility aid	^ESCTMO472055		183135000	2615948012		32	master only (1)
4720561000006118	Mobility aids	^ESCTMO472056		183135000	283086010		32	master only (1)
4720571000006113	Equipment to aid mobility	^ESCTEQ472057		183135000	283087018		32	master only (1)
4976511000006110	Impaired walking	^ESCTIM497651		228158008	1222975018		32	master only (1)
5190971000006110	Provision of mobility device	^ESCTPR519097		243751002	364556010		32	master only (1)
5190991000006111	Provision of mobility aid	^ESCTPR519099		243751002	364558011		32	master only (1)
