medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
4032016	Healed myocardial infarction	G32-1	G32..11	1755008	4032016		32	master only (1)
7847015	Crescendo angina	G311-1	G311.11	4557003	7847015		32	master only (1)
37443015	Heart attack	G30-4	G30..14	22298006	37443015		32	master only (1)
89332015	Atherosclerotic heart disease	G3-2	G3...12	443502000	2842265012		32	master only (1)
271080018	Other autograft replacement of coronary artery	7921	7921.00	232717009	348640013		32	master only (1)
271086012	Other autograft replacement of coronary artery NOS	7921z	7921z00	232717009	348640013		32	master only (1)
271129017	Connection of other thoracic artery to coronary artery	7926	7926.00	232717009	348640013		32	master only (1)
271135017	Connection of other thoracic artery to coronary artery NOS	7926z	7926z00	232717009	348640013		32	master only (1)
271148018	Transluminal balloon angioplasty of coronary artery NOS	7928z	7928z00	11101003	19234014		32	master only (1)
271165010	Other replacement of coronary artery	792C	792C.00	232717009	348640013		32	master only (1)
271167019	Other specified replacement of coronary artery	792Cy	792Cy00	232717009	348640013		32	master only (1)
271168012	Replacement of coronary artery NOS	792Cz	792Cz00	232717009	348640013		32	master only (1)
271169016	Other bypass of coronary artery	792D	792D.00	232717009	348640013		32	master only (1)
271170015	Other specified other bypass of coronary artery	792Dy	792Dy00	232717009	348640013		32	master only (1)
271171016	Other bypass of coronary artery NOS	792Dz	792Dz00	232717009	348640013		32	master only (1)
299723016	Other acute and subacute ischaemic heart disease	G31y	G31y.00	414545008	2534663012		32	master only (1)
299741012	Preinfarction syndrome NOS	G311z	G311z00	4557003	7844010		32	master only (1)
299758019	Stenocardia	G33z1	G33z100	194828000	299758019		32	master only (1)
299800012	Other specified chronic ischaemic heart disease	G34y	G34y.00	413838009	2534671011		32	master only (1)
300876010	[X]Other forms of acute ischaemic heart disease	Gyu32	Gyu3200	414545008	2534663012		32	master only (1)
300879015	[X]Other forms of chronic ischaemic heart disease	Gyu33	Gyu3300	413838009	2534671011		32	master only (1)
348644016	Coronary artery bypass graft operations	792-1	792..11	232717009	348644016		32	master only (1)
