medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
350346019	Triple vessel disease of the heart	G340-1	G340.11	233817007	350346019		32	master only (1)
494261017	Worsening angina	G3114	G311400	4557003	494261017		32	master only (1)
1221554018	Other autograft bypass of coronary artery	7921-1	7921.11	232717009	348640013		32	master only (1)
2536393012	Arteriosclerotic heart disease	G3-1	G3...11	443502000	2842265012		32	master only (1)
2537480011	IHD - Ischaemic heart disease	G3-3	G3...13	414545008	2537480011		32	master only (1)
36861000006113	Other autograft replacement of coronary artery OS	7921y	7921y00	232717009	348640013		32	master only (1)
72571000006115	Unstable angina	G311-3	G311.13	4557003	7845011		32	master only (1)
89731000006112	Transluminal balloon angioplasty of coronary artery OS	7928y	7928y00	11101003	19234014		32	master only (1)
219521000000119	Attack - heart	G30-1	G30..11	22298006	37443015		32	master only (1)
219531000000117	MI - acute myocardial infarction	G30-5	G30..15	57054005	94884017		32	master only (1)
238821000006111	Percutaneous balloon coronary angioplasty	7928-1	7928.11	11101003	19234014		32	master only (1)
362461000006119	[X]Acute transmural myocardial infarction of unspecif site	Gyu34	Gyu3400	57054005	94884017		32	master only (1)
460681000006116	Acute transmural myocardial infarction of unspecif site	G30X	G30X.00	57054005	94884017		32	master only (1)
589781000006113	Connection of other thoracic artery to coronary artery OS	7926y	7926y00	232717009	348640013		32	master only (1)
865291000006117	Coronary Angioplasty	7928-99	7928.99	11101003	865291000006117		32	master only (1)
884141000006116	Coronary thrombosis	G30-98	G30..98	57054005	884141000006116		32	master only (1)
884151000006119	Myocardial Infarction	G30-99	G30..99	57054005	884151000006119		32	master only (1)
2526351000006116	Healed coronary	^ESCTHE252635		1755008	1221564010		32	master only (1)
2571531000006110	Intermediate coronary syndrome	^ESCTIN257153		4557003	7846012		32	master only (1)
2571561000006118	Pre-infarction syndrome	^ESCTPR257156		4557003	494262012		32	master only (1)
2571571000006113	Preinfarction angina	^ESCTPR257157		4557003	2819370013		32	master only (1)
2676611000006115	Balloon angioplasty of coronary artery	^ESCTBA267661		11101003	357438017		32	master only (1)
2676621000006111	Percutaneous transluminal coronary balloon angioplasty	^ESCTPE267662		11101003	1219584012		32	master only (1)
2676631000006114	PTCA - Percutaneous transluminal coronary angioplasty	^ESCTPT267663		11101003	1219585013		32	master only (1)
2676641000006116	Percutaneous angioplasty of coronary artery	^ESCTPE267664		11101003	1219586014		32	master only (1)
2855301000006112	Myocardial infarction	^ESCTMY285530		22298006	37436014		32	master only (1)
2855311000006110	Infarction of heart	^ESCTIN285531		22298006	37441018		32	master only (1)
2855321000006119	Cardiac infarction	^ESCTCA285532		22298006	37442013		32	master only (1)
2855341000006114	MI - Myocardial infarction	^ESCTMI285534		22298006	1784872019		32	master only (1)
2855351000006111	Myocardial infarct	^ESCTMY285535		22298006	1784873012		32	master only (1)
2878031000006112	Angina pectoris with documented spasm	^ESCTAN287803		23687008	481684018		32	master only (1)
2878041000006119	Coronary spasm	^ESCTCO287804		23687008	481685017		32	master only (1)
3095621000006113	Placement of stent in coronary artery	^ESCTPL309562		36969009	2532566012		32	master only (1)
3244701000006112	Subendocardial ischemia	^ESCTSU324470		46109009	76878014		32	master only (1)
3427201000006111	AMI - Acute myocardial infarction	^ESCTAM342720		57054005	1231678011		32	master only (1)
3699911000006119	Acute myocardial infarction of diaphragmatic wall	^ESCTAC369991		73795002	122559017		32	master only (1)
3699921000006110	Acute inferior myocardial infarction	^ESCTAC369992		73795002	1233665015		32	master only (1)
4540481000006111	History of myocardial infarct at age greater than sixty	^ESCTHI454048		161503005	2986493011		32	master only (1)
4540501000006118	History of angina pectoris	^ESCTHI454050		161504004	2986318019		32	master only (1)
4585951000006112	EKG myocardial ischemia	^ESCTEK458595		164861001	3300410011		3	master only (1)
4585961000006114	Electrocardiographic myocardial ischemia	^ESCTEL458596		164861001	3300411010		3	master only (1)
4585971000006119	Electrocardiographic myocardial ischaemia	^ESCTEL458597		164861001	3300412015		3	master only (1)
4775971000006114	Angina	^ESCTAN477597		194828000	299755016		32	master only (1)
4775981000006112	Cardiac angina	^ESCTCA477598		194828000	299756015		32	master only (1)
4776001000006111	Anginal syndrome	^ESCTAN477600		194828000	299759010		32	master only (1)
4776011000006114	AP - Angina pectoris	^ESCTAP477601		194828000	299760017		32	master only (1)
4776021000006118	Ischemic heart disease - angina	^ESCTIS477602		194828000	299761018		32	master only (1)
4776031000006115	Ischaemic heart disease - angina	^ESCTIS477603		194828000	299762013		32	master only (1)
4943331000006119	Ischemic chest pain	^ESCTIS494333		225566008	338973018		32	master only (1)
5040091000006112	CABG - Coronary artery bypass graft	^ESCTCA504009		232717009	348641012		32	master only (1)
5040101000006118	CBG - Coronary bypass graft	^ESCTCB504010		232717009	348642017		32	master only (1)
5040111000006115	Coronary artery bypass grafting	^ESCTCO504011		232717009	348643010		32	master only (1)
5040131000006114	CAG - Coronary artery graft	^ESCTCA504013		232717009	348645015		32	master only (1)
5056201000006111	Triple vessel coronary artery disease	^ESCTTR505620		233817007	2535923015		32	master only (1)
5056241000006113	Silent myocardial ischemia	^ESCTSI505624		233823002	350353011		32	master only (1)
5056251000006110	Asymptomatic ischemia	^ESCTAS505625		233823002	350355016		32	master only (1)
5056261000006112	Asymptomatic ischaemia	^ESCTAS505626		233823002	350356015		32	master only (1)
5056491000006117	Chest pain with normal coronary angiography	^ESCTCH505649		233845001	350380016		32	master only (1)
5056501000006113	Post-infarction ventricular septal defect	^ESCTPO505650		233846000	350382012		32	master only (1)
5056521000006115	Defect of ventricular septum following myocardial infarction	^ESCTDE505652		233846000	3333538017		32	master only (1)
5887611000006117	Exercise-induced angina	^ESCTEX588761		300995000	442203016		32	master only (1)
5887631000006111	Exertional angina	^ESCTEX588763		300995000	442205011		32	master only (1)
5887641000006118	Angina of effort	^ESCTAN588764		300995000	442206012		32	master only (1)
6053071000006117	Transient myocardial ischemia	^ESCTTR605307		315026000	459489010		32	master only (1)
6056601000006112	DIGAMI - diabetes mellitus insulin-glucose infusion in acute myocardial infarction	^ESCTDI605660		315287002	459792010		32	master only (1)
6651391000006114	NSTEMI - Non-ST segment elevation MI	^ESCTNS665139		401314000	1787486017		32	master only (1)
6847761000006118	Chronic ischemic heart disease	^ESCTCH684776		413838009	2534671011		32	master only (1)
6847871000006116	Chronic myocardial ischemia	^ESCTCH684787		413844008	2534673014		32	master only (1)
6860251000006115	Ischemic heart disease	^ESCTIS686025		414545008	2534663012		32	master only (1)
6860261000006118	IHD - Ischemic heart disease	^ESCTIH686026		414545008	2537479013		32	master only (1)
7278491000006111	Atherosclerosis of coronary artery	^ESCTAT727849		443502000	2842574013		32	master only (1)
7518981000006118	Emergency hospital admission for ischaemic heart disease	^ESCTEM751898		699245006	7518981000006118		40	master only (1)
7519001000006115	Emergency hospital admission for ischemic heart disease	^ESCTEM751900		699245006	3082868012		40	master only (1)
12220771000006115	Atrial septal defect due to and following acute myocardial infarction	^ESCT1222077		194863005	3673273016		32	master only (1)
12490701000006116	Admit ischaemic heart disease emergency	^ESCT1249070		699245006	2983101018		40	master only (1)
