MedCodeId	Term	OriginalReadCode	CleansedReadCode	SnomedCTConceptId	SnomedCTDescriptionId	Release	EmisCodeCategoryId
317392015	[D]Shortness of breath	R0608	R060800	267036007	397890011		32
397888010	Breathlessness	173	173..00	267036007	397888010		27
1232138017	Short of breath on exertion	173C	173C.00	60845006	1232138017		27
344917018	Difficulty breathing	1738	1738.00	230145002	344917018		27
317395018	[D]Dyspnoea	R060A	R060A00	267036007	397886014		32
397890011	Shortness of breath	1739	1739.00	267036007	397890011		27
252385016	Breathless - moderate exertion	1732	1732.00	161939006	252385016		27
253889014	O/E - dyspnoea	2322	2322.00	162890008	253889014		27
252386015	Breathless - mild exertion	1733	1733.00	161940008	252386015		27
1485149018	MRC Breathlessness Scale: grade 4	173K	173K.00	391125004	1485149018		27
252412011	Breathlessness NOS	173Z	173Z.00	267036007	397888010		27
252387012	Breathless - at rest	1734	1734.00	161941007	252387012		27
