medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
1816851000006117	Stage II decubitus ulcer	M2705	M270500	376961000000108	741801000000113		32	master only (1)
1816861000006115	Stage III decubitus ulcer	M2706	M270600	376971000000101	741821000000116		32	master only (1)
1816871000006110	Stage IV decubitus ulcer	M2707	M270700	376981000000104	741841000000111		32	master only (1)
1816881000006113	Decubitus ulcer and pressure area NOS	M270z	M270z00	399912005	1787031010		32	master only (1)
1992981000006111	Pressure ulcer acquired in own home	EMISNQPR492		761271000000109	1686511000000118		32	master only (1)
2540781000006110	Infected ulcer of skin	^ESCTIN254078		2622007	5465010		32	master only (1)
3067481000006115	Chronic neurogenic ulcer of lower limb	^ESCTCH306748		35222003	58774014		32	master only (1)
3067491000006117	Chronic neurogenic ulcer of leg	^ESCTCH306749		35222003	58776011		32	master only (1)
3067511000006111	Neuropathic leg ulcer	^ESCTNE306751		35222003	486093017		32	master only (1)
3255401000006117	Cutaneous ulcer	^ESCTCU325540		46742003	77913015		32	master only (1)
3466131000006115	Perforating ulcer of the foot	^ESCTPE346613		59483006	98804010		32	master only (1)
3466141000006113	Perforating neurotrophic ulcer of the foot	^ESCTPE346614		59483006	98805011		32	master only (1)
3466151000006110	Neurotrophic ulcer of the foot	^ESCTNE346615		59483006	98806012		32	master only (1)
4055151000006118	Ulcer of lower extremity	^ESCTUL405515		95344007	1215811012		32	master only (1)
4055161000006116	Ulcer of lower limb	^ESCTUL405516		95344007	512079013		32	master only (1)
4055181000006114	Ulcer of foot	^ESCTUL405518		95345008	157933016		32	master only (1)
4541311000006119	History of chronic skin ulcer	^ESCTHI454131		161563007	2986868015		32	master only (1)
4567001000006118	On examination - trophic skin ulceration	^ESCTON456700		163634008	2668684016		27	master only (1)
4579801000006112	On examination - skin ulcer present	^ESCTON457980		164397002	2666236010		27	master only (1)
4807571000006117	Ischemic ulcer diabetic foot	^ESCTIS480757		201250006	309178017		32	master only (1)
4936821000006118	Dressing of pressure ulcer	^ESCTDR493682		225144007	2987146018		31	master only (1)
5126401000006115	Mixed arteriovenous leg ulcer	^ESCTMI512640		238792006	357892011		32	master only (1)
5126441000006118	Ischemic leg ulcer	^ESCTIS512644		238793001	357896014		32	master only (1)
5975181000006110	On examination - Right foot ulcer	^ESCTON597518		308099008	2670251013		27	master only (1)
5975201000006111	On examination - Left foot ulcer	^ESCTON597520		308100000	2670252018		27	master only (1)
6546281000006117	On examination - Right diabetic foot - ulcerated	^ESCTON654628		394673007	2621545012		27	master only (1)
6546301000006118	On examination - Left diabetic foot - ulcerated	^ESCTON654630		394674001	2621551019		27	master only (1)
6546721000006110	On examination - ankle ulcer	^ESCTON654672		394706005	2673070012		27	master only (1)
6631471000006118	Contact ulcer	^ESCTCO663147		399912005	1787030011		32	master only (1)
6649591000006118	History of venous leg ulcer	^ESCTHI664959		401172002	2986778011		32	master only (1)
6670961000006111	Stasis ulcer of leg	^ESCTST667096		402863005	2477048019		32	master only (1)
6670971000006116	Gravitational ulcer	^ESCTGR667097		402863005	2477049010		32	master only (1)
6837791000006110	On examination - depth of ulcer	^ESCTON683779		413166004	2478682014		27	master only (1)
6866421000006113	On examination - left chronic diabetic foot ulcer	^ESCTON686642		414890007	2621797015		27	master only (1)
6866781000006116	On examination - right chronic diabetic foot ulcer	^ESCTON686678		414906009	2621798013		27	master only (1)
8123031000006119	European pressure ulcer advisory panel grade 1 ulcer	^ESCTEU812303		376951000000105	1178021000000113		32	master only (1)
8123051000006114	European pressure ulcer advisory panel grade 2 ulcer	^ESCTEU812305		376961000000108	1178041000000118		32	master only (1)
8123071000006116	European pressure ulcer advisory panel grade 3 ulcer	^ESCTEU812307		376971000000101	1178031000000110		32	master only (1)
8123091000006115	European pressure ulcer advisory panel grade 4 ulcer	^ESCTEU812309		376981000000104	1178051000000115		32	master only (1)
11927551000006115	Insulin dependent diabetes mellitus with ulcer	^ESCT1192755		19429009	913591000006110		32	master only (1)
