medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
865521000006116	Pacer controlled atrial fibril	7936A-99	7936A99	175146007	865521000006116		32	master only (1)
3299911000006116	AF - Atrial fibrillation	^ESCTAF329991		49436004	1230726010		32	master only (1)
4555941000006116	On examination - pulse irregularly irregular	^ESCTON455594		163000006	4555941000006116		27	master only (1)
4586611000006112	Electrocardiographic atrial fibrillation	^ESCTEL458661		164889003	3300048013		3	master only (1)
4586631000006118	Electrocardiographic atrial flutter	^ESCTEL458663		164890007	3300081014		3	master only (1)
4586641000006111	EKG: atrial flutter	^ESCTEK458664		164890007	3300082019		3	master only (1)
5057281000006117	NRAF - Non-rheumatic atrial fibrillation	^ESCTNR505728		233911009	350466010		32	master only (1)
5669591000006113	AF - Paroxysmal atrial fibrillation	^ESCTAF566959		282825002	421232012		32	master only (1)
5669601000006117	PAF - Paroxysmal atrial fibrillation	^ESCTPA566960		282825002	421233019		32	master only (1)
5669611000006119	Intermittent atrial fibrillation	^ESCTIN566961		282825002	421234013		32	master only (1)
6016401000006115	History of atrial fibrillation	^ESCTHI601640		312442005	2986292016		32	master only (1)
12454061000006118	O/E - pulse irregularly irreg.	^ESCT1245406		163000006	254039010		27	master only (1)
