medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
557971000006111	Cl red intracaps fract neck femur fix - Smith-Petersen nail	7K1J0-2	7K1J012	239290005	358606019		32	master only (1)
563961000006116	Closed fracture of thoracic spine with cord lesion NOS	S112z	S112z00	208026008	318528011		32	master only (1)
570611000006114	Cls red+int fxn prox femoral #+Richard's cannulat hip screw	7K1J0-3	7K1J013	239288009	358603010		32	master only (1)
632911000006110	Dynamic hip screw primary fixation of neck of femur	7K1D0-F	7K1D01F	239285007	358599010		32	master only (1)
875731000006118	Closed reduction-# radius/ulna	7K1LL-99	7K1LL99	179172006	875731000006118		32	master only (1)
895271000006115	#Cervical spine-no cord lesion	S100-99	S100.99	269062008	895271000006115		32	master only (1)
895281000006117	#Thoracic spine-no cord lesion	S102-99	S102.99	207938004	895281000006117		32	master only (1)
895291000006119	#Lumbar spine - no cord lesion	S104-99	S104.99	207957008	895291000006119		32	master only (1)
895331000006114	#Thoracic spine + cord lesion	S112-99	S112.99	208026008	895331000006114		32	master only (1)
895341000006116	#Lumbar spine + cord lesion	S114-99	S114.99	208054001	895341000006116		32	master only (1)
895521000006118	#Radius/ulna	S23-99	S23..99	75857000	895521000006118		32	master only (1)
895551000006110	#Radius/ulna-lower end-colles	S2341-98	S234198	269083002	895551000006110		32	master only (1)
895561000006112	Colles fracture	S2341-99	S234199	269083002	895561000006112		32	master only (1)
895691000006117	#Neck of femur	S30-99	S30..99	5913000	895691000006117		32	master only (1)
990941000006118	#Spine NOS - no cord lesion	S10-99	S10..99	269061001	990941000006118		32	master only (1)
991021000006118	#Radius/ulna NOS	S23-98	S23..98	75857000	991021000006118		32	master only (1)
2593851000006113	Femoral neck fracture	^ESCTFE259385		5913000	10845013		32	master only (1)
2593861000006110	Fracture of hip	^ESCTFR259386		5913000	10846014		32	master only (1)
2593871000006115	NOF - Fracture of neck of femur	^ESCTNO259387		5913000	498354012		32	master only (1)
2819451000006111	Closed fracture of intracapsular section of femur	^ESCTCL281945		20100009	2819451000006111		32	master only (1)
3034241000006111	Closed fracture of lower end of radius AND ulna	^ESCTCL303424		33192001	55392016		32	master only (1)
3316961000006117	Fracture of spine	^ESCTFR331696		50448004	84049019		32	master only (1)
3316971000006112	Spinal fracture	^ESCTSP331697		50448004	84050019		32	master only (1)
3316981000006110	Fracture of spinal vertebra	^ESCTFR331698		50448004	1230871013		32	master only (1)
3316991000006113	Fracture of vertebra	^ESCTFR331699		50448004	1230872018		32	master only (1)
3317001000006117	Fractured spine	^ESCTFR331700		50448004	1230873011		32	master only (1)
3664921000006112	Fracture of thigh	^ESCTFR366492		71620000	118981010		32	master only (1)
3664931000006110	Fracture of upper leg	^ESCTFR366493		71620000	118982015		32	master only (1)
4378871000006112	Fracture of thoracic spine	^ESCTFR437887		125607007	194095011		32	master only (1)
4688071000006117	Closed reduction of fracture of radius and/or ulna	^ESCTCL468807		179172006	4688071000006117		32	master only (1)
4816081000006112	Stress fracture of vertebra	^ESCTST481608		202831001	2872320012		32	master only (1)
4840551000006115	Fracture of lumbar spine and/or pelvis	^ESCTFR484055		207986006	1489804010		32	master only (1)
4840571000006113	Multiple fractures of lumbar spine and/or pelvis	^ESCTMU484057		207993005	1489805011		32	master only (1)
4841671000006118	Multiple fracture of thoracic vertebrae	^ESCTMU484167		208215006	318726012		32	master only (1)
4842361000006114	Smith fracture - open	^ESCTSM484236		208340001	2837727010		32	master only (1)
4843731000006114	Closed fracture of head of femur	^ESCTCL484373		208526001	2470070019		32	master only (1)
4843911000006117	Closed subtrochanteric fracture of femur	^ESCTCL484391		208551000	2920599012		32	master only (1)
4843961000006119	Open subtrochanteric fracture of femur	^ESCTOP484396		208558006	2920905019		32	master only (1)
4846091000006117	Closed traumatic dislocation of hip joint	^ESCTCL484609		208892001	2820613017		32	master only (1)
4849521000006117	Closed fracture dislocation of hip joint	^ESCTCL484952		209335002	3028470011		32	master only (1)
4849541000006112	Open fracture dislocation of hip joint	^ESCTOP484954		209336001	3028488015		32	master only (1)
4849551000006114	Closed fracture subluxation of hip joint	^ESCTCL484955		209337005	3028563014		32	master only (1)
5133001000006116	Closed reduction and internal fixation of proximal femoral fracture with Richard cannulated hip screw	^ESCTCL513300		239288009	2837982012		32	master only (1)
5461991000006116	Fracture of distal end of radius	^ESCTFR546199		263199001	391353010		32	master only (1)
5462121000006113	Fracture of distal end of radius and ulna	^ESCTFR546212		263208005	391364013		32	master only (1)
5462241000006110	Fracture of proximal end of femur	^ESCTFR546224		263225007	391383018		32	master only (1)
5462321000006110	Subtrochanteric fracture of femur	^ESCTSU546232		263229001	391391010		32	master only (1)
5509791000006111	Fracture of spine without spinal cord injury	^ESCTFR550979		269061001	2916349019		32	master only (1)
5572281000006119	Closed subcapital fracture of femur	^ESCTCL557228		275338001	2470166013		32	master only (1)
5572321000006113	Closed fracture of greater trochanter of femur	^ESCTCL557232		275340006	2470168014		32	master only (1)
5572381000006112	Open fracture of greater trochanter of femur	^ESCTOP557238		275343008	2470171018		32	master only (1)
6518811000006117	History of fragility fracture	^ESCTHI651881		391092009	2986601014		32	master only (1)
6518831000006111	History of hip fracture	^ESCTHI651883		391093004	2986895013		32	master only (1)
6518851000006116	History of vertebral fracture	^ESCTHI651885		391094005	2986399011		32	master only (1)
7641181000006112	Closed reduction and screw of fracture of proximal femur	^ESCTCL764118		708898008	3037884018		32	master only (1)
11923811000006113	Cls # prox femur, intracapsular section, unspecified	^ESCT1192381		359820003	570541000006112		32	master only (1)
12484111000006112	Closed reduction of fracture of radius and or ulna	^ESCT1248411		179172006	277199017		32	master only (1)
