medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
312617013	[X]Collapsed vertebra in diseases classified elsewhere	Nyu67	Nyu6700	50448004	84047017		32	master only (1)
312689019	[X]Unspecified osteoporosis with pathological fracture	NyuB8	NyuB800	443165006	2837900019		32	master only (1)
318391013	Closed fracture of cervical spine not otherwise specified	S100z	S100z00	269062008	402833017		32	master only (1)
318495015	Fracture of spine without mention of spinal cord lesion NOS	S10z	S10z.00	269061001	402831015		32	master only (1)
318838011	Closed fracture of forearm, lower end, unspecified	S2340	S234000	33192001	55392016		32	master only (1)
318880010	Smith's fracture - open	S2351-1	S235111	208340001	318880010		32	master only (1)
318912010	Open fracture of radius (alone), unspecified	S23y1	S23y100	12676007	21770014		32	master only (1)
318914011	Open fracture of radius and ulna, NOS	S23yz	S23yz00	81966000	135964010		32	master only (1)
318915012	Fracture of radius and ulna, NOS	S23z	S23z.00	75857000	125994014		32	master only (1)
319146018	Other fracture of femur	S31	S31..00	71620000	118977010		32	master only (1)
319152017	Closed fracture of shaft or unspecified part, NOS	S310z	S310z00	71620000	118977010		32	master only (1)
319153010	Open fracture of femur, shaft or unspecified part	S311	S311.00	71620000	118977010		32	master only (1)
319154016	Open fracture of femur, unspecified part	S3110	S311000	71620000	118977010		32	master only (1)
319155015	Open fracture of femur, shaft or unspecified part, NOS	S311z	S311z00	71620000	118977010		32	master only (1)
319532011	Closed traumatic dislocation of hip	S450	S450.00	208892001	319532011		32	master only (1)
319537017	Closed traumatic dislocation of hip not otherwise specified	S450z	S450z00	208892001	319532011		32	master only (1)
325439014	[X]Fractures of other parts of femur	Syu72	Syu7200	71620000	118977010		32	master only (1)
358600013	DHS - Dynamic hip screw primary fixation of neck of femur	7K1D0-E	7K1D01E	239285007	358599010		32	master only (1)
359833013	Osteoporotic vertebral collapse	N331-4	N331.14	240198002	359833013		32	master only (1)
391347010	Fracture of radius NOS	S23x1-1	S23x111	12676007	21770014		32	master only (1)
391382011	Upper leg fracture NOS	S3100-2	S310012	71620000	118977010		32	master only (1)
391384012	Hip fracture	S30-1	S30..11	263225007	391384012		32	master only (1)
391393013	Hip fracture NOS	S30y-1	S30y.11	263225007	391384012		32	master only (1)
402831015	Fracture of vertebra without spinal cord lesion	S10-2	S10..12	269061001	402831015		32	master only (1)
402833017	Closed fracture of cervical spine	S100	S100.00	269062008	402833017		32	master only (1)
411305015	Closed fracture of femur, subcapital	S300y-1	S300y11	275338001	411305015		32	master only (1)
411307011	Closed fracture of femur, greater trochanter	S3020-1	S302011	275340006	411307011		32	master only (1)
411310016	Open fracture of femur, greater trochanter	S3030-1	S303011	275343008	411310016		32	master only (1)
52291000006115	Open Smith's fracture	S2357	S235700	208340001	318880010		32	master only (1)
105741000006114	Thigh fracture NOS	S3100-1	S310011	71620000	118977010		32	master only (1)
159481000006117	Rvsn to cls red+int fxn prox fem #+screw/nail device alone	7K1JE	7K1JE00	179106008	277126018		32	master only (1)
166961000006116	Revision to open red #+other int fxn	7K1HS	7K1HS00	311426001	454997014		32	master only (1)
167981000006112	Revisn to int fxn(no red) prox fem #+screw/nail+plate device	7K1JA	7K1JA00	179102005	277122016		32	master only (1)
208591000006116	Prim op red # nck femur & op fix - Deyerle multiple hip pin	7K1D0-3	7K1D013	239281003	358595016		32	master only (1)
208601000006112	Prim op red # nck femur & op fix- Charnley compression screw	7K1D0-2	7K1D012	239284006	358598019		32	master only (1)
208611000006110	Prim op red # nck femur & op fix- Zickel intramed nail plate	7K1D0-D	7K1D01D	265132005	393775016		32	master only (1)
208641000006114	Prim open red # neck femur & op fix - McLaughlin nail plate	7K1D0-7	7K1D017	265132005	393775016		32	master only (1)
208671000006118	Prim open reduct # neck femur & op fix - Blount nail plate	7K1D0-1	7K1D011	265132005	393775016		32	master only (1)
208681000006115	Prim open reduct # neck femur & op fix - Holt nail	7K1D0-4	7K1D014	239291009	358607011		32	master only (1)
208691000006117	Prim open reduct # neck femur & op fix - Jewett nail plate	7K1D0-5	7K1D015	265132005	393775016		32	master only (1)
208701000006117	Prim open reduct # neck femur & op fix - Massie nail plate	7K1D0-6	7K1D016	265132005	393775016		32	master only (1)
208711000006119	Prim open reduct # neck femur & op fix - Neufield nail plate	7K1D0-8	7K1D018	265132005	393775016		32	master only (1)
208721000006110	Prim open reduct # neck femur & op fix - Pugh nail plate	7K1D0-9	7K1D019	265132005	393775016		32	master only (1)
208731000006113	Prim open reduct # neck femur & op fix - Richards screw	7K1D0-A	7K1D01A	239286008	358601012		32	master only (1)
208741000006115	Prim open reduct # neck femur & op fix - Ross Brown nail	7K1D0-B	7K1D01B	239292002	358608018		32	master only (1)
208751000006118	Prim open reduct # neck femur & op fix - Thornton nail plate	7K1D0-C	7K1D01C	265132005	393775016		32	master only (1)
257831000006114	Open fracture of the radius and ulna	S23y3	S23y300	81966000	135964010		32	master only (1)
258191000006119	Open fracture of proximal femur, pertrochanteric, NOS	S303z	S303z00	208555009	319128012		32	master only (1)
531681000006111	C6 vertebra closed fracture without spinal cord lesion	S1006-1	S100611	8303001	14689016		32	master only (1)
556881000000111	Minimal trauma fracture due to unspecified osteoporosis	N331M-1	N331M11	443165006	2837900019		32	master only (1)
557111000000111	Minimal trauma fracture	N331N-1	N331N11	306171000000106	557111000000111		32	master only (1)
557961000006116	Cl red intracaps frac neck femur fix-Garden cannulated screw	7K1J0-1	7K1J011	708898008	3037770015		32	master only (1)
