medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
99047018	Primary hypertension	G20-2	G20..12	59621000	99047018		32	master only (1)
299686018	Other specified hypertensive disease	G2y	G2y..00	38341003	1215744012		32	master only (1)
300869017	[X]Hypertensive diseases	Gyu2	Gyu2.00	38341003	1215744012		32	master only (1)
523801000006119	BP - hypertensive disease	G2-1	G2...11	38341003	64168014		32	master only (1)
790121000006116	Hypertension NOS	G20z-1	G20z.11	38341003	64176011		32	master only (1)
884121000006111	Malignant hypertension	G200-99	G200.99	78975002	884121000006111		32	master only (1)
1131851000000118	Lifestyle advice regarding hypertension	67H8	67H8.00	443402002	1179241000000118		17	master only (1)
3117411000006118	High blood pressure	^ESCTHI311741		38341003	64172013		32	master only (1)
3117421000006114	Hypertensive vascular disease	^ESCTHY311742		38341003	64173015		32	master only (1)
3117431000006112	Hypertensive vascular degeneration	^ESCTHY311743		38341003	64174014		32	master only (1)
3117451000006117	BP - High blood pressure	^ESCTBP311745		38341003	490277011		32	master only (1)
3117461000006115	Systemic arterial hypertension	^ESCTSY311746		38341003	490278018		32	master only (1)
3117471000006110	HBP - High blood pressure	^ESCTHB311747		38341003	490280012		32	master only (1)
3117481000006113	HT - Hypertension	^ESCTHT311748		38341003	490281011		32	master only (1)
3117491000006111	High blood pressure disorder	^ESCTHI311749		38341003	490282016		32	master only (1)
3117501000006115	BP+ - Hypertension	^ESCTBP311750		38341003	490283014		32	master only (1)
3117511000006117	HTN - Hypertension	^ESCTHT311751		38341003	2164904016		32	master only (1)
3117521000006113	Hypertensive disorder, systemic arterial	^ESCTHY311752		38341003	2671386015		32	master only (1)
3468491000006113	Idiopathic hypertension	^ESCTID346849		59621000	99044013		32	master only (1)
3468501000006117	Systemic primary arterial hypertension	^ESCTSY346850		59621000	99046010		32	master only (1)
3642801000006112	Malignant hypertension	^ESCTMA364280		70272006	116721012		32	master only (1)
3784371000006115	Accelerated essential hypertension	^ESCTAC378437		78975002	503982017		32	master only (1)
3950631000006119	Accelerated secondary hypertension	^ESCTAC395063		89242004	508416019		32	master only (1)
4356081000006115	Hypertension due to renovascular disease	^ESCTHY435608		123799005	1220673019		32	master only (1)
4540441000006117	History of hypertension	^ESCTHI454044		161501007	2987063016		32	master only (1)
4634851000006119	Treatment for hypertension started	^ESCTTR463485		170586008	4634851000006119		1	master only (1)
4775831000006118	Hypertension secondary to endocrine disorder	^ESCTHY477583		194788005	2532161014		32	master only (1)
4775861000006110	Hypertension caused by drug	^ESCTHY477586		194791005	3290640017		5	master only (1)
7276911000006114	Lifestyle education regarding hypertension	^ESCTLI727691		443402002	2842455015		17	master only (1)
12488211000006112	Hypertension treatm. started	^ESCT1248821		170586008	264485019		1	master only (1)
