medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
68268011	Hypothyroidism	C04-3	C04..13	40930008	68268011		32	master only (1)
251588016	H/O: thyrotoxicosis	1431-1	1431.11	161442007	251588016		32	master only (1)
264730019	Thyroid disease monitoring	66B	66B..00	170780004	264730019		1	master only (1)
292361016	Thyrotoxicosis of other specified origin with no crisis	C02y0	C02y000	90739004	150375010		32	master only (1)
292362011	Thyrotoxicosis of other specified origin with crisis	C02y1	C02y100	90739004	150375010		32	master only (1)
292365013	Thyrotoxicosis of other specified origin NOS	C02yz	C02yz00	90739004	150375010		32	master only (1)
292366014	Thyrotoxicosis without mention of goitre or other cause	C02z	C02z.00	90739004	150375010		32	master only (1)
292372014	Thyrotoxicosis NOS	C02zz	C02zz00	90739004	150375010		32	master only (1)
292438017	Other disorders of thyroid	C06	C06..00	14304000	24324018		32	master only (1)
292446016	Other specified thyroid disorders	C06y	C06y.00	14304000	24320010		32	master only (1)
292449011	Other specified thyroid disorder NOS	C06yz	C06yz00	14304000	24320010		32	master only (1)
292450011	Thyroid disorder NOS	C06z	C06z.00	14304000	24325017		32	master only (1)
293750016	[X]Other thyrotoxicosis	Cyu13	Cyu1300	90739004	150375010		32	master only (1)
293752012	[X]Other specified disorders of thyroid	Cyu15	Cyu1500	14304000	24324018		32	master only (1)
317850019	[D]Thyroid function test abnormal	R145	R145.00	312399001	456102013		32	master only (1)
317852010	[D]Thyroid uptake abnormal	R1451	R145100	312399001	456102013		32	master only (1)
317853017	[D]Thyroid function tests abnormal NOS	R145z	R145z00	312399001	456102013		32	master only (1)
355932011	Toxic goitre	C02-2	C02..12	237498007	355932011		32	master only (1)
355961012	Hypothyroid goitre, acquired	C04z-3	C04z.13	237518006	355961012		32	master only (1)
398782015	Thyrotoxicosis of other specified origin	C02y	C02y.00	90739004	150375010		32	master only (1)
101171000006116	Thyroid deficiency	C04-2	C04..12	40930008	68268011		32	master only (1)
101581000006112	Thyroid insufficiency	C04z-2	C04z.12	40930008	68268011		32	master only (1)
101891000006113	Thyrotoxicosis without mention of goitre or cause no crisis	C02z0	C02z000	90739004	150375010		32	master only (1)
101911000006110	Thyrotoxicosis without mention of goitre, cause with crisis	C02z1	C02z100	90739004	150375010		32	master only (1)
208391000006113	Pretibial myxoedema - hypothyroid	C04z-1	C04z.11	40930008	68268011		32	master only (1)
216181000006112	Post ablative hypothyroidism	C040-1	C040.11	237527007	355975017		32	master only (1)
378001000006118	[X]Disorders of thyroid gland in diseases CE	Cyu4J	Cyu4J00	14304000	24324018		32	master only (1)
881381000006114	Hypothyroidism-congen.+ acqui.	C04-99	C04..99	111566002	881381000006114		32	master only (1)
988821000006117	Subclinical hypothyroidism	C04-98	C04..98	111566002	988821000006117		32	master only (1)
988831000006119	Acquired hypothyroidism NOS	C04-97	C04..97	111566002	988831000006119		32	master only (1)
2726511000006112	Thyroid disease	^ESCTTH272651		14304000	476217018		32	master only (1)
2933321000006112	Postoperative hypothyroidism	^ESCTPO293332		27059002	2532363015		32	master only (1)
2933341000006117	Postsurgical hypothyroidism	^ESCTPO293334		27059002	2536050019		32	master only (1)
2933351000006115	Hypothyroidism after surgery	^ESCTHY293335		27059002	3037380018		32	master only (1)
3159171000006117	Hypothyroid	^ESCTHY315917		40930008	492839019		32	master only (1)
3843671000006116	Secondary hypothyroidism	^ESCTSE384367		82598004	137019010		32	master only (1)
3843681000006118	TSH - Thyroid stimulating hormone deficiency	^ESCTTS384368		82598004	505167012		32	master only (1)
3843691000006115	Pituitary hypothyroidism	^ESCTPI384369		82598004	505168019		32	master only (1)
3843711000006117	Hypothyrotropic hypothyroidism	^ESCTHY384371		82598004	505170011		32	master only (1)
4197341000006114	Primary hypothyroidism	^ESCTPR419734		111566002	363808017		32	master only (1)
4539511000006111	History of hyperthyroidism	^ESCTHI453951		161442007	2986456017		32	master only (1)
4539531000006117	History of hypothyroidism	^ESCTHI453953		161443002	2986407018		32	master only (1)
5108021000006110	Toxic goiter	^ESCTTO510802		237498007	355931016		32	master only (1)
5108341000006118	Hypothyroid goiter, acquired	^ESCTHY510834		237518006	355962017		32	master only (1)
5108351000006116	Autoimmune hypothyroidism	^ESCTAU510835		237519003	355966019		32	master only (1)
5108361000006119	Autoimmune myxedema	^ESCTAU510836		237519003	355963010		32	master only (1)
5108381000006112	Hypothyroidism with positive thyroid antibodies	^ESCTHY510838		237519003	355965015		32	master only (1)
5108491000006117	Post-infectious hypothyroidism	^ESCTPO510849		237528002	355976016		32	master only (1)
8026401000006116	Did not attend hyperthyroidism clinic	^ESCTDI802640		88591000000101	137891000000117		37	master only (1)
8026421000006114	DNA (did not attend) hyperthyroidism clinic	^ESCTDN802642		88591000000101	1681021000000113		37	master only (1)
