MedCodeId	Term	OriginalReadCode	CleansedReadCode	SnomedCTConceptId	SnomedCTDescriptionId	Release	EmisCodeCategoryId
150375010	Thyrotoxicosis	C02	C02..00	90739004	150375010		32
223231000000110	Disorders of thyroid gland	C0	C0...00	14304000	24324018		32
178809013	Acquired hypothyroidism	C04	C04..00	111566002	178809013		32
251589012	H/O: hypothyroidism	1432	1432.00	161443002	251589012		32
398784019	Hypothyroidism NOS	C04z	C04z.00	40930008	68268011		32
251587014	H/O: hyperthyroidism	1431	1431.00	161442007	251587014		32
88781000006119	TSH - thyroid-stimulating hormone deficiency	C1343	C134300	82598004	505169010		32
292395017	Irradiation hypothyroidism	C0410	C041000	190277005	292395017		32
456102013	Thyroid function tests abnormal	442I	442I.00	312399001	456102013		34
292408011	Other acquired hypothyroidism	C04y	C04y.00	111566002	178809013		32
292400016	Other iatrogenic hypothyroidism	C043	C043.00	88273006	146340011		5
258481018	Thyroid hormone tests high	4422	4422.00	131089005	210790012		34
264748011	Thyroid disease monitoring NOS	66BZ	66BZ.00	170780004	264730019		1
2536050019	Postsurgical hypothyroidism	C040	C040.00	27059002	45271010		32
355964016	Autoimmune myxoedema	C046	C046.00	237519003	355964016		32
292397013	Iodine hypothyroidism	C042	C042.00	190279008	292397013		32
292404013	Iatrogenic hypothyroidism NOS	C043z	C043z00	88273006	146340011		32
2533422017	Hypothyroidism monitoring first letter	9Oj0	9Oj0.00	414439002	2533422017		37
292394018	Other postablative hypothyroidism	C041	C041.00	237527007	355975017		32
211321000006115	Postinfectious hypothyroidism	C044	C044.00	237528002	355976016		32
292396016	Postablative hypothyroidism NOS	C041z	C041z00	237527007	355975017		32
166251000000116	DNA - Did not attend hyperthyroidism clinic	9N4T	9N4T.00	88591000000101	166251000000116		37
377991000006111	[X]Disorders of thyroid gland	Cyu1	Cyu1.00	14304000	24324018		32
413721000006119	[X]Other sp cified hypothyroidism	Cyu11	Cyu1100	40930008	68268011		32
2474336017	Hypothyroidism clinical management plan	8CR5	8CR5.00	736287007	3517030018		32
637341000000118	Hypothyroidism annual review	66BB	66BB.00	341861000000109	637341000000118		1
