medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
1704541000006113	COPD patient unsuitable for pulmonary rehabilitation	9kf0-1	9kf0.11	371611000000107	1152601000000114		37	master only (1)
1722421000000110	Asthma causes night time symptoms 1 to 2 times per week	66Yq	66Yq.00	771901000000100	1722421000000110		1	master only (1)
1722501000000119	Asthma causes symptoms most nights	66Yr	66Yr.00	771941000000102	1722501000000119		1	master only (1)
1722581000000112	Asthma limits activities 1 to 2 times per month	663P0	663P000	771981000000105	1722581000000112		1	master only (1)
1722651000000119	Asthma limits activities 1 to 2 times per week	663P1	663P100	772011000000107	1722651000000119		1	master only (1)
1722731000000116	Asthma limits activities most days	663P2	663P200	772051000000106	1722731000000116		1	master only (1)
1739131000000111	Asthma trigger - airborne dust	178A	178A.00	340891000000106	1739131000000111		27	master only (1)
1739141000000119	Asthma trigger - exercise	178B	178B.00	340901000000107	1739141000000119		27	master only (1)
1739151000000116	Asthma trigger - pollen	1781	1781.00	340911000000109	1739151000000116		27	master only (1)
1739161000000118	Asthma trigger - tobacco smoke	1782	1782.00	340921000000103	1739161000000118		27	master only (1)
1739171000000113	Asthma trigger - warm air	1783	1783.00	340931000000101	1739171000000113		27	master only (1)
1739871000006114	Health education - structured patient focused asthma discuss	679J2	679J200	527231000000108	1176581000000116		17	master only (1)
1753401000006117	Asthma review using Royal College of Physicians three questions	66Yp	66Yp.00	754061000000100	1658781000000113		1	master only (1)
1765681000000110	History of chronic obstructive pulmonary disease	14B3-2	14B3.12	270473001	1765681000000110		32	master only (1)
2670341000006112	Diffuse interstitial rheumatoid disease of lung	^ESCTDI267034		10713006	18610015		32	master only (1)
2681651000006116	Pulmonary hypertensive arterial disease	^ESCTPU268165		11399002	19722017		32	master only (1)
2681661000006119	Hypertensive pulmonary arterial disease	^ESCTHY268166		11399002	19723010		32	master only (1)
2716231000006114	Chronic obstructive lung disease	^ESCTCH271623		13645005	23287019		32	master only (1)
2716241000006116	Chronic airway obstruction	^ESCTCH271624		13645005	475419011		32	master only (1)
2716251000006119	Chronic irreversible airway obstruction	^ESCTCH271625		13645005	475420017		32	master only (1)
2716261000006117	Chronic airflow obstruction	^ESCTCH271626		13645005	475421018		32	master only (1)
2716271000006112	CAFL - Chronic airflow limitation	^ESCTCA271627		13645005	475422013		32	master only (1)
2716291000006113	CAO - Chronic airflow obstruction	^ESCTCA271629		13645005	475424014		32	master only (1)
2716301000006114	Chronic airflow limitation	^ESCTCH271630		13645005	475425010		32	master only (1)
2716311000006112	CAL - Chronic airflow limitation	^ESCTCA271631		13645005	475426011		32	master only (1)
2716321000006116	COPD - Chronic obstructive pulmonary disease	^ESCTCO271632		13645005	475427019		32	master only (1)
2716341000006111	Chronic airway disease	^ESCTCH271634		13645005	475429016		32	master only (1)
2716351000006113	COLD - Chronic obstructive lung disease	^ESCTCO271635		13645005	475430014		32	master only (1)
3005801000006117	EIA - Exercise-induced asthma	^ESCTEI300580		31387002	1227504017		32	master only (1)
3005811000006119	Exercise induced asthma	^ESCTEX300581		31387002	3035282010		32	master only (1)
3310421000006118	Respiratory disorder	^ESCTRE331042		50043002	83358013		32	master only (1)
3310431000006115	Respiratory disease	^ESCTRE331043		50043002	198229013		32	master only (1)
3414001000006119	Nebulizer therapy	^ESCTNE341400		56251003	93541017		32	master only (1)
3414011000006116	Respiratory medication administered by nebulizer	^ESCTRE341401		56251003	497551018		32	master only (1)
3414021000006112	Respiratory medication administered by nebuliser	^ESCTRE341402		56251003	497553015		32	master only (1)
3462921000006119	PE - Pulmonary embolism	^ESCTPE346292		59282003	1231937012		32	master only (1)
3654631000006113	Pulmonary hypertension	^ESCTPU365463		70995007	117919017		32	master only (1)
3654641000006115	PHT - Pulmonary hypertension	^ESCTPH365464		70995007	1233340012		31	master only (1)
3873191000006110	Fetid chronic bronchitis	^ESCTFE387319		84409004	139979010		32	master only (1)
3921361000006112	Emphysema of lung	^ESCTEM392136		87433001	144967010		32	master only (1)
4540611000006119	History of pulmonary embolus	^ESCTHI454061		161512007	2986421016		32	master only (1)
4540711000006110	History of respiratory disease	^ESCTHI454071		161523006	2986777018		32	master only (1)
4540771000006118	History of asthma	^ESCTHI454077		161527007	2986737014		32	master only (1)
4588781000006110	Forced expiratory volume in one second (FEV1)/Forced vital capacity (FVC) ratio abnormal	^ESCTFO458878		165044007	2619114017		3	master only (1)
4588791000006113	Forced expiratory volume in one second/forced vital capacity ratio abnormal	^ESCTFO458879		165044007	2913989014		3	master only (1)
4723761000006117	Emergency hospital admission for asthma	^ESCTEM472376		183478001	4723761000006117		40	master only (1)
4732991000006119	Chronic bronchitis with emphysema	^ESCTCH473299		185086009	285101015		32	master only (1)
4733001000006118	Bronchitis with airway obstruction	^ESCTBR473300		185086009	285102010		32	master only (1)
4733011000006115	COB - Chronic obstructive bronchitis	^ESCTCO473301		185086009	285103017		32	master only (1)
4733021000006111	Obstructive chronic bronchitis	^ESCTOB473302		185086009	285104011		32	master only (1)
4733031000006114	Chronic obstructive bronchitis	^ESCTCH473303		185086009	2668815014		32	master only (1)
4781421000006111	Acute exacerbation of COPD	^ESCTAC478142		195951007	3012683010		32	master only (1)
4781431000006114	Acute exacerbation of chronic obstructive pulmonary disease	^ESCTAC478143		195951007	3012710012		32	master only (1)
4781521000006110	Airway hyperreactivity	^ESCTAI478152		195967001	301478012		32	master only (1)
4781531000006113	Asthmatic	^ESCTAS478153		195967001	301479016		32	master only (1)
4781551000006118	Bronchial hyperreactivity	^ESCTBR478155		195967001	301481019		32	master only (1)
4781561000006116	BHR - Bronchial hyperreactivity	^ESCTBH478156		195967001	301482014		32	master only (1)
4781571000006111	Bronchial hyperresponsiveness	^ESCTBR478157		195967001	301483016		32	master only (1)
4781581000006114	Bronchial hypersensitivity	^ESCTBR478158		195967001	301484010		32	master only (1)
4911531000006117	Adverse reaction caused by antiasthmatic	^ESCTAD491153		219036002	3300420018		5	master only (1)
5054341000006110	Late-onset asthma	^ESCTLA505434		233679003	350149018		32	master only (1)
5057801000006113	Chronic thromboembolic pulmonary hypertension	^ESCTCH505780		233947005	2968345015		32	master only (1)
5183061000006111	Long-term oxygen therapy	^ESCTLO518306		243137006	363628015		32	master only (1)
5492441000006114	Non-allergic asthma	^ESCTNO549244		266361008	396115014		32	master only (1)
5492451000006111	Asthma due to internal immunological process	^ESCTAS549245		266361008	396116010		32	master only (1)
5516841000006119	History of chronic obstructive airway disease	^ESCTHI551684		270473001	2986462010		32	master only (1)
5785091000006112	Adverse reaction to theophylline	^ESCTAD578509		292617004	2164454015		5	master only (1)
6026651000006112	Uses spacer device	^ESCTUS602665		313149002	2770646014		1	master only (1)
6046401000006113	Forced expiratory volume in one second/Forced vital capacity less than 70% of predicted	^ESCTFO604640		314472003	2989002019		3	master only (1)
6512381000006116	Atopic asthma	^ESCTAT651238		389145006	1493644014		32	master only (1)
6519391000006112	Pulmonary rehabilitation program commenced	^ESCTPU651939		391128002	1477217018		32	master only (1)
6550131000006111	Nocturnal asthma	^ESCTNO655013		395022009	2956617010		1	master only (1)
6648991000006117	Asthma education	^ESCTAS664899		401135008	2576239017		17	master only (1)
6720721000006111	Asthmatic bronchitis	^ESCTAS672072		405944004	2157699014		32	master only (1)
6724151000006111	Asthma care	^ESCTAS672415		406162001	2163236010		1	master only (1)
6763231000006119	Emergency hospital admission for chronic obstructive pulmonary disease	^ESCTEM676323		408501008	6763231000006119		40	master only (1)
6763251000006114	Emergency hospital admission for COPD (chronic obstructive pulmonary disease)	^ESCTEM676325		408501008	3082978011		40	master only (1)
7030311000006117	IgE-mediated allergic asthma	^ESCTIG703031		424643009	2644386013		32	master only (1)
7030321000006113	IgE mediated asthma	^ESCTIG703032		424643009	2648326018		32	master only (1)
7030341000006118	IgE mediated allergic asthma	^ESCTIG703034		424643009	2648328017		32	master only (1)
7030351000006116	Immunoglobulin E-mediated allergic asthma	^ESCTIM703035		424643009	2969326017		32	master only (1)
7627241000006119	Acute exacerbation of asthma	^ESCTAC762724		708038006	7627241000006119		32	master only (1)
7628191000006118	Acute severe exacerbation of asthma	^ESCTAC762819		708090002	7628191000006118		32	master only (1)
7628271000006114	Acute exacerbation of extrinsic asthma	^ESCTAC762827		708093000	3032949014		32	master only (1)
7628281000006112	Acute exacerbation of immunoglobulin E-mediated allergic asthma	^ESCTAC762828		708093000	3083682018		32	master only (1)
7783501000006111	Cryptogenic organizing pneumonia	^ESCTCR778350		719218000	3315463014		32	master only (1)
7783511000006114	COP - Cryptogenic organising pneumonitis	^ESCTCO778351		719218000	3315465019		32	master only (1)
7783521000006118	COP - Cryptogenic organizing pneumonitis	^ESCTCO778352		719218000	3315466018		32	master only (1)
8026991000006117	DNA (did not attend) asthma clinic	^ESCTDN802699		89581000000109	1681251000000113		37	master only (1)
8034781000006113	Did not attend chronic obstructive pulmonary disease clinic	^ESCTDI803478		110011000000107	156561000000110		37	master only (1)
8058301000006110	COPD (chronic obstructive pulmonary disease) disturbs sleep	^ESCTCO805830		198401000000104	1677391000000113		1	master only (1)
8058321000006117	COPD (chronic obstructive pulmonary disease) does not disturb sleep	^ESCTCO805832		198411000000102	1677401000000111		1	master only (1)
8060791000006112	Asthma trigger - respiratory infection	^ESCTAS806079		201031000000108	636291000000118		27	master only (1)
8060811000006111	Asthma trigger - seasonal	^ESCTAS806081		201041000000104	636311000000117		27	master only (1)
8060841000006110	Asthma trigger - animal	^ESCTAS806084		201051000000101	1708501000000114		27	master only (1)
8061011000006113	Asthma trigger - cold air	^ESCTAS806101		201191000000108	636231000000119		27	master only (1)
8061031000006119	Asthma trigger - damp	^ESCTAS806103		201201000000105	636251000000114		27	master only (1)
8061051000006114	Asthma trigger - emotion	^ESCTAS806105		201211000000107	636271000000117		27	master only (1)
8095951000006111	RCP (Royal College of Physicians) asthma assessment	^ESCTRC809595		302331000000106	1677141000000117		3	master only (1)
8109001000006118	Asthma trigger - airborne dust	^ESCTAS810900		340891000000106	634981000000119		27	master only (1)
8109021000006111	Asthma trigger - exercise	^ESCTAS810902		340901000000107	635001000000112		27	master only (1)
8109041000006116	Asthma trigger - pollen	^ESCTAS810904		340911000000109	635021000000115		27	master only (1)
8109071000006112	Asthma trigger - tobacco smoke	^ESCTAS810907		340921000000103	635041000000110		27	master only (1)
8109091000006113	Asthma trigger - warm air	^ESCTAS810909		340931000000101	635061000000111		27	master only (1)
8120981000006112	COPD (Chronic obstructive pulmonary disease) patient unsuitable for pulmonary rehabilitation	^ESCTCO812098		371611000000107	730041000000110		37	master only (1)
8125721000006119	At risk of COPD (chronic obstructive pulmonary disease) exacerbation	^ESCTAT812572		383611000000102	756791000000118		32	master only (1)
8219501000006114	Issue of COPD (chronic obstructive pulmonary disease) rescue pack	^ESCTIS821950		718241000000107	1573141000000119		32	master only (1)
8235101000006114	COPD (chronic obstructive pulmonary disease) 3 monthly review	^ESCTCO823510		760601000000107	1709911000000112		1	master only (1)
8235131000006118	COPD (chronic obstructive pulmonary disease) 6 monthly review	^ESCTCO823513		760621000000103	1710191000000113		1	master only (1)
8465391000006114	Life threatening acute exacerbation of intrinsic asthma	^ESCTLI846539		1086711000000100	8465391000006114		32	master only (1)
8465401000006111	Life threatening acute exacerbation of non-allergic asthma	^ESCTLI846540		1086711000000100	2722281000000111		32	master only (1)
11777991000006114	Bronchiolitis obliterans organizing pneumonia	^ESCT1177799		719218000	3525379017		32	master only (1)
11778011000006118	BOOP - Bronchiolitis obliterans organising pneumonia	^ESCT1177801		719218000	3525383017		32	master only (1)
11778021000006114	Bronchiolitis obliterans with usual interstitial pneumonitis	^ESCT1177802		719218000	3525381015		32	master only (1)
11778031000006112	BOOP - Bronchiolitis obliterans organizing pneumonia	^ESCT1177803		719218000	3525382010		32	master only (1)
11903851000006115	Severe asthma attack	^ESCT1190385		708038006	145961000006117		32	master only (1)
12485061000006112	Emergency admission, asthma	^ESCT1248506		183478001	283550015		40	master only (1)
12489801000006116	Admit COPD emergency	^ESCT1248980		408501008	2160051010		40	master only (1)
