medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
251693011	H/O: pulmonary embolus	14AC	14AC.00	161512007	251693011		32	master only (1)
251718014	H/O: respiratory disease NOS	14BZ	14BZ.00	161523006	251710019		32	master only (1)
264557019	Irritable airways	663X	663X.00	50043002	2474886015		1	master only (1)
285100019	Emphysematous bronchitis	H3121	H312100	185086009	285100019		32	master only (1)
301448015	Mucopurulent chronic bronchitis NOS	H311z	H311z00	74417001	123588010		32	master only (1)
301451010	Chronic wheezy bronchitis	H3120-1	H312011	195949008	301451010		32	master only (1)
301469018	Other emphysema	H32y	H32y.00	87433001	144964015		32	master only (1)
301477019	Emphysema NOS	H32z	H32z.00	87433001	144964015		32	master only (1)
301480018	Bronchial asthma	H33-1	H33..11	195967001	301480018		32	master only (1)
301605017	Other specified lung diseases due to external agent	H4y	H4y..00	50043002	83355011		32	master only (1)
301614010	Other external agent causing respiratory condition	H4yy	H4yy.00	50043002	83355011		32	master only (1)
301615011	External agent causing respiratory conditions NOS	H4yz	H4yz.00	50043002	83355011		32	master only (1)
301616012	Lung disease due to external agents NOS	H4z	H4z..00	50043002	83355011		32	master only (1)
301617015	Other respiratory system diseases	H5	H5...00	50043002	495571011		32	master only (1)
301752019	Other lung disease NEC	H58y	H58y.00	50043002	83355011		32	master only (1)
301760018	Other lung disease NEC NOS	H58yz	H58yz00	50043002	83355011		32	master only (1)
301769017	Other specified diseases of respiratory system	Hy	Hy...00	50043002	2474886015		32	master only (1)
301789016	Other diseases of respiratory system NOS	H5yz	H5yz.00	50043002	2474886015		32	master only (1)
301790013	Respiratory system diseases NOS	Hz	Hz...00	50043002	495571011		32	master only (1)
301799014	[X]Additional respiratory disease classification terms	Hyu	Hyu..00	50043002	83355011		32	master only (1)
301835010	[X]Other emphysema	Hyu30	Hyu3000	87433001	144964015		32	master only (1)
301840019	[X]Airway disease due to other specific organic dusts	Hyu42	Hyu4200	50043002	83355011		32	master only (1)
301850018	[X]Respiratory conditions due to unspecified external agent	Hyu4A	Hyu4A00	50043002	83355011		32	master only (1)
301861014	[X]Other diseases of the respiratory system	Hyu8	Hyu8.00	50043002	83355011		32	master only (1)
301864018	[X]Other specified respiratory disorders	Hyu82	Hyu8200	50043002	2474886015		32	master only (1)
311496011	Fibrosing alveolitis associated with rheumatoid arthritis	N04y0-2	N04y012	10713006	311496011		32	master only (1)
331437014	Adverse reaction to antiasthmatics	TJF7	TJF7.00	219036002	331437014		5	master only (1)
331445016	Adverse reaction to antiasthmatic NOS	TJF7z	TJF7z00	219036002	3300421019		5	master only (1)
350148014	Late onset asthma	H331-1	H331.11	233679003	350148014		32	master only (1)
350151019	Extrinsic asthma with asthma attack	H3301-1	H330111	708093000	3083642013		32	master only (1)
350152014	Allergic asthma NEC	H33zz-2	H33zz12	389145006	1483199016		32	master only (1)
350153016	Hay fever with asthma	H3300-1	H330011	233683003	350153016		32	master only (1)
350154010	Pollen asthma	H330-4	H330.14	233683003	350154010		32	master only (1)
350156012	Intrinsic asthma with asthma attack	H3311-1	H331111	708094006	3032866010		32	master only (1)
350517010	Thromboembolic pulmonary hypertension	G41y1	G41y100	233947005	350517010		32	master only (1)
396110016	Other emphysema NOS	H32yz	H32yz00	87433001	144964015		32	master only (1)
396127012	Other diseases of respiratory system NEC	H5yy	H5yy.00	50043002	2474886015		32	master only (1)
405054019	Asthma monitored	9OJA-1	9OJA.11	270442000	405054019		37	master only (1)
409865018	Asthma attack NOS	H33z1-1	H33z111	708038006	3032734012		32	master only (1)
411877015	Asthma monitoring	663-1	663..11	275908000	411877015		1	master only (1)
460287017	[V]Personal history of respiratory system disease	ZV126	ZV12600	161523006	251710019		32	master only (1)
474819014	Cryptogenic organising pneumonia	H564-1	H564.11	719218000	3315464015		32	master only (1)
1222334016	Other specified chronic obstructive pulmonary disease	H3y-1	H3y..11	13645005	475431013		32	master only (1)
1222335015	Chronic obstructive pulmonary disease NOS	H3z-1	H3z..11	13645005	475431013		32	master only (1)
1483199016	Allergic asthma	H330-1	H330.11	389145006	1483199016		32	master only (1)
1494601017	COAD follow-up	66YL-2	66YL.12	394702007	1494601017		1	master only (1)
1778239014	Rheumatoid lung disease	N0421	N042100	398726004	1778239014		32	master only (1)
2535857010	Hyperreactive airways disease	H33z-1	H33z.11	195967001	2475605013		32	master only (1)
3011135010	Step down change in chronic obstructive pulmonary disease management plan	ESCTST16		704123000	3011135010		1	master only (1)
13441000006111	Other specified diseases of respiratory system	H5y	H5y..00	50043002	2474886015		32	master only (1)
145961000006117	Severe asthma attack	H33z0-1	H33z011	708090002	3033029011		32	master only (1)
162301000006117	Rheumatoid lung	H570	H570.00	398726004	1786545019		32	master only (1)
168831000006119	Respiratory system diseases NOS	H5z	H5z..00	50043002	495571011		32	master only (1)
183191000006115	Recurrent wheezy bronchitis	H30-2	H30..12	195949008	301450011		32	master only (1)
193601000006115	Pulmonary embolus	G401-2	G401.12	59282003	98484016		32	master only (1)
218961000000111	Chronic resp. dis. monitoring	663-2	663..12	275914007	411887016		1	master only (1)
305611000000115	Asthma trigger - animals	1786	1786.00	201051000000101	636211000000110		27	master only (1)
351281000006112	[X] Adverse reaction to antiasthmatic NOS	U60F6-A	U60F61A	219036002	3300421019		5	master only (1)
351291000006110	[X] Adverse reaction to antiasthmatics	U60F6-1	U60F611	219036002	331437014		5	master only (1)
358241000006112	[X] Adverse reaction to theophylline	U60F6-9	U60F619	292617004	432760019		5	master only (1)
358251000006114	[X] Adverse reaction to theophylline - asthma	U60F6-5	U60F615	292617004	432760019		5	master only (1)
424851000006110	[X]Resp disorders/other diffuse connectv tissue disorders CE	Hyu83	Hyu8300	50043002	2474886015		32	master only (1)
424901000006117	[X]Respiratory conditions/other specified external agents	Hyu49	Hyu4900	50043002	2474886015		32	master only (1)
424911000006119	[X]Respiratory disorders in other diseases CE	Hyu84	Hyu8400	50043002	83355011		32	master only (1)
471941000006116	Adverse reaction to theophylline (diuretic)	TJE11	TJE1100	292617004	432760019		5	master only (1)
536231000000112	RCP (Royal College of Physicians) three questions	388t-1	388t.11	302331000000106	536221000000110		3	master only (1)
555471000006114	Chronic obstructive airways disease	H3-1	H3...11	13645005	475423015		32	master only (1)
636231000000119	Asthma trigger - cold air	1788	1788.00	201191000000108	305961000000113		27	master only (1)
636251000000114	Asthma trigger - damp	1785	1785.00	201201000000105	305981000000116		27	master only (1)
636271000000117	Asthma trigger - emotion	1784	1784.00	201211000000107	306001000000115		27	master only (1)
636291000000118	Asthma trigger - respiratory infection	1789	1789.00	201031000000108	305571000000112		27	master only (1)
636311000000117	Asthma trigger - seasonal	1787	1787.00	201041000000104	305591000000111		27	master only (1)
655611000006111	Exercise induced asthma	H33zz-1	H33zz11	31387002	52467014		32	master only (1)
817361000006114	Hay fever with asthma	H330-3	H330.13	233683003	350153016		32	master only (1)
845451000006118	COPD follow-up	66YL-1	66YL.11	394702007	1488423019		1	master only (1)
885281000006118	Mucopurulent chr. bronchitis	H311-99	H311.99	74417001	885281000006118		32	master only (1)
885291000006115	Extrinsic asthma - atopy	H330-99	H330.99	389145006	885291000006115		32	master only (1)
990641000006110	Chronic obst. pulm. dis. NOS	H3-99	H3...99	13645005	990641000006110		32	master only (1)
990651000006112	Chr. airway obstruction NOS	H3-98	H3...98	13645005	990651000006112		32	master only (1)
1139131000000117	Under care of asthma specialist nurse	9NNX	9NNX.00	698509001	2974554010		37	master only (1)
1176461000000114	Patient has a written asthma personal action plan	8CMA0	8CMA000	527171000000103	1176461000000114		32	master only (1)
1176501000000114	Health education - asthma self management	679J0	679J000	527191000000104	1176501000000114		17	master only (1)
1176541000000112	Health education - structured asthma discussion	679J1	679J100	527211000000100	1176541000000112		17	master only (1)
1573111000000115	Issue of chronic obstructive pulmonary disease rescue pack	8BMW	8BMW.00	718241000000107	1573111000000115		32	master only (1)
1683181000000112	Chronic obstructive pulmonary disease 3 monthly review	66YB0	66YB000	760601000000107	1683181000000112		1	master only (1)
1683221000000119	Chronic obstructive pulmonary disease 6 monthly review	66YB1	66YB100	760621000000103	1683221000000119		1	master only (1)
