MedCodeId	Term	OriginalReadCode	CleansedReadCode	SnomedCTConceptId	SnomedCTDescriptionId	Release	EmisCodeCategoryId
291252015	Refractory anaemia without sideroblasts, so stated	B9370	B937000	189509003	291252015		32
141181000006110	Sickle-cell anaemia	D106	D106.00	127040003	474022010		32
186311000006115	Refractory anaemia with excess of blasts	B9372	B937200	398623004	1783650013		32
251617011	H/O: anaemia NOS	1454	1454.00	275538002	411530016		32
480871000006117	Anaemia secondary to chronic renal failure	D2150	D215000	49708008	495474017		32
294290013	Other specified anaemias	D2y	D2y..00	271737000	406638014		32
293978010	Other specified deficiency anaemias	D0y	D0y..00	267513007	399193019		32
745811000006118	Iron deficiency anaemia due to chronic blood loss	D000	D000.00	413533008	2532901013		32
454071000006113	Acquired haemolytic anaemias	D11	D11..00	4854004	495128014		32
294278011	Other specified anaemia NOS	D21yz	D21yz00	271737000	406636013		32
399198011	Other vitamin B12 deficiency anaemias	D011	D011.00	49472006	495412014		32
294245016	Anaemia in neoplastic disease	D212	D212.00	191265009	294245016		32
294603013	[X]Anaemia in other chronic diseases classified elsewhere	Dyu22	Dyu2200	234347009	351077019		32
251611012	H/O: anaemia - iron deficient	1451	1451.00	161456009	251611012		32
293924010	Other vitamin B12 deficiency anaemia NOS	D011z	D011z00	49472006	495412014		32
141211000006114	Sickle-cell anaemia with crisis	D1062	D106200	417425009	2553636014		32
399206011	Thalassaemia major NEC	D1040	D104000	75451007	503017017		32
294232015	Secondary sideroblastic anaemia due to disease	D2103	D210300	191261000	294232015		32
453221019	Drug-induced autoimmune haemolytic anaemia	D1104	D110400	309742004	453221019		5
141251000006110	Sickle-cell anaemia with no crisis	D1061	D106100	416180004	2548681017		32
399201018	Vitamin B12 deficiency anaemia due to dietary causes	D0110	D011000	267517008	399201018		32
399195014	Other specified iron deficiency anaemia	D00y	D00y.00	87522002	507616014		32
15581000006119	Other specified anaemias	D21y	D21y.00	271737000	406638014		32
294211011	Transient hypoplastic anaemia	D2017	D201700	191251007	294211011		32
294571016	[X]Other vitamin B12 deficiency anaemias	Dyu02	Dyu0200	49472006	495412014		32
294291012	Other anaemias NOS	D2z	D2z..00	271737000	406638014		32
763231000006117	Folate-deficiency anaemia due to dietary causes	D0121	D012100	267518003	399202013		32
763271000006119	Folate-deficiency anaemia, drug induced	D0122	D012200	191148006	293935017		5
508244016	Congenital hypoplastic anaemia	D2000	D200000	28975000	484030019		32
294148013	Aplastic and other anaemias	D2	D2...00	271737000	406636013		32
495896017	Microangiopathic haemolytic anaemia	D1111	D111100	51071000	495896017		32
294102016	Autoimmune haemolytic anaemia NOS	D110z	D110z00	413603009	2533078010		32
294093015	Primary cold-type haemolytic anaemia	D1100	D110000	191210005	294093015		32
294144010	Other specified haemolytic anaemias	D1y	D1y..00	61261009	101791014		32
293885013	Idiopathic hypochromic anaemia	D00z2	D00z200	191136008	293885013		32
294223017	Idiopathic aplastic anaemia	D204	D204.00	191256002	294223017		32
508873014	Acquired sideroblastic anaemia	D2101	D210100	90175006	508873014		32
763261000006114	Folate-deficiency anaemia NOS	D012z	D012z00	85649008	506650011		32
399223019	Aplastic anaemia due to drugs	D2011	D201100	267527002	399223019		5
294106018	Mechanical haemolytic anaemia	D1110	D111000	191217008	294106018		32
179151000006119	Refractory anaemia with excess of blasts with transformation	B9373	B937300	110000005	202883012		32
510091000006118	Beta major thalassaemia	D1047	D104700	26682008	483318012		32
294235018	Secondary sideroblastic anaemia due to drugs and toxins	D2104	D210400	191262007	294235018		5
294568012	[X]Other dietary vitamin B12 deficiency anaemia	Dyu01	Dyu0100	267517008	399201018		32
451077018	Anaemia in ovarian carcinoma	D2120	D212000	307726001	451077018		32
294094014	Primary warm-type haemolytic anaemia	D1101	D110100	191211009	294094014		32
294607014	[X]Other specified anaemias	Dyu24	Dyu2400	271737000	406636013		32
293946019	Other specified megaloblastic anaemia NEC	D013	D013.00	53165003	88429014		32
399210014	Haemoglobinuria due to haemolysis from external cause NOS	D112z	D112z00	191222008	294116014		32
294572011	[X]Other folate deficiency anaemias	Dyu03	Dyu0300	85649008	506650011		32
294579019	[X]Vitamin B12 deficiency anaemia, unspecified	Dyu06	Dyu0600	49472006	495414010		32
251614016	H/O: Anaemia vit.B12 deficient	1452	1452.00	161457000	3009146015		32
763251000006112	Folate-deficiency anaemia due to malabsorption	D0123	D012300	191149003	293938015		32
763241000006110	Folate-deficiency anaemia due to liver disorders	D0124	D012400	191150003	293939011		32
293949014	Other specified megaloblastic anaemia NEC NOS	D013z	D013z00	53165003	88429014		32
1216006019	[M] Refractory anaemia with sideroblasts	BBmA	BBmA.00	128846006	1216006019		32
399205010	Other deficiency anaemias NOS	D01z	D01z.00	267513007	399193019		32
141191000006113	Sickle-cell anaemia NOS	D106z	D106z00	127040003	328014		32
294097019	Secondary cold-type haemolytic anaemia	D1102	D110200	191212002	294097019		32
294198014	Aplastic anaemia due to infection	D2012	D201200	191246001	294198014		32
294105019	Non-autoimmune haemolytic anaemia	D111	D111.00	191216004	294105019		32
293884012	Chlorotic anaemia	D00z1	D00z100	87522002	507623010		32
293959010	Other specified nutritional deficiency anaemia	D01y	D01y.00	267513007	399192012		32
294275014	Other specified other anaemia	D21yy	D21yy00	271737000	406638014		32
315831000006119	[M]Refractory anaemia+excess of blasts with transformation	BBmB	BBmB.00	128848007	1216011017		32
294111016	Infective haemolytic anaemia	D1115	D111500	38689004	491727016		32
479141000006117	Amino-acid deficiency anaemia	D0140	D014000	85746008	142125016		32
294203018	Aplastic anaemia due to toxic cause	D2014	D201400	191248000	294203018		32
504771011	Drug-induced haemolytic anaemia	D1114	D111400	81711008	504771011		5
294227016	Aplastic anaemia NOS	D20z	D20z.00	306058006	448863016		32
590121000006115	Constitutional aplastic anaemia	D200	D200.00	28975000	484030019		32
294179012	Other specified constitutional aplastic anaemia	D200y	D200y00	267525005	399219010		32
141201000006111	Sickle-cell anaemia of unspecified type	D1060	D106000	127040003	328014		32
293956015	Protein-deficiency anaemia NOS	D014z	D014z00	85746008	142125016		32
294564014	[X]Nutritional anaemias	Dyu0	Dyu0.00	66612000	500483015		32
351241000000113	Hypoplastic haemolytic and renal anaemia drugs Band 1	7Q090	7Q09000	221231000000105	351241000000113		32
293969016	Other specified nutritional deficiency anaemia NOS	D01yz	D01yz00	267513007	399192012		32
351261000000114	Hypoplastic haemolytic and renal anaemia drugs Band 2	7Q091	7Q09100	221241000000101	351261000000114		32
294115013	Non-autoimmune haemolytic anaemia NOS	D111z	D111z00	191216004	294105019		32
294236017	Sideroblastic anaemia NOS	D210z	D210z00	41841004	493120017		32
1216009014	[M] Refractory anaemia with excess of blasts	BBmL	BBmL.00	128847002	1216009014		32
294112011	Other specified non-autoimmune haemolytic anaemia	D111y	D111y00	191216004	294104015		32
294582012	[X]Haemolytic anaemias	Dyu1	Dyu1.00	61261009	498963016		32
294593014	[X]Other autoimmune haemolytic anaemias	Dyu15	Dyu1500	413603009	2533077017		32
293966011	Other specified other nutritional deficiency anaemia	D01yy	D01yy00	267513007	399192012		32
399217012	Constitutional aplastic anaemia with malformation	D2002	D200200	267524009	399217012		32
