concept_id,concept_name,Site
4050747,Fracture of upper limb,Humerus
4018214,Closed fracture subluxation acromioclavicular joint,Humerus
4018213,Closed fracture dislocation shoulder joint,Humerus
4015970,"Multiple fractures of clavicle, scapula and humerus",Humerus
4015058,Closed fracture subluxation shoulder joint,Humerus
4015055,Closed fracture dislocation acromioclavicular joint,Humerus
4014051,"Closed fracture of distal humerus, multiple",Humerus
4013462,"Closed fracture distal humerus, bicondylar",Humerus
4013458,"Closed fracture proximal humerus, four part",Humerus
4013454,"Closed fracture scapula, blade",Humerus
4013453,"Closed fracture scapula, glenoid",Humerus
4010363,"Closed fracture of distal humerus, trochlea",Humerus
4010239,"Closed fracture proximal humerus, three part",Humerus
4009302,"Closed fracture of humerus, upper epiphysis",Humerus
4009299,"Closed fracture scapula, neck",Humerus
4009298,"Closed fracture scapula, spine",Humerus
765893,Pathological fracture of left humerus due to osteoporosis,Humerus
765351,Closed fracture of left shoulder,Humerus
765342,Closed fracture of glenoid cavity of left scapula,Humerus
765326,Closed fracture of epiphyseal plate of proximal left humerus,Humerus
765121,Supracondylar fracture of left humerus,Humerus
765031,Pathological fracture of left clavicle,Humerus
765009,Closed fracture of right humerus,Humerus
761956,Supracondylar fracture of right humerus,Humerus
761943,Comminuted fracture of left humerus,Humerus
760669,Pathological fracture of left scapula,Humerus
760668,Pathological fracture of right scapula,Humerus
760667,Pathological fracture of left scapula due to osteoporosis,Humerus
760592,Pathological fracture of right clavicle due to secondary osteoporosis,Humerus
760591,Pathological fracture of right clavicle,Humerus
760590,Pathological fracture of left clavicle due to osteoporosis,Humerus
760589,Pathological fracture of right clavicle due to osteoporosis,Humerus
760588,Pathological fracture of left humerus due to secondary osteoporosis,Humerus
760587,Pathological fracture of right humerus due to secondary osteoporosis,Humerus
760586,Pathological fracture of left humerus,Humerus
760585,Pathological fracture of right humerus,Humerus
760583,Pathological fracture of right humerus due to osteoporosis,Humerus
760518,Closed fracture of right shoulder,Humerus
760494,Closed fracture of left scapula,Humerus
760493,Closed fracture of right scapula,Humerus
760492,Closed fracture of body of left scapula,Humerus
760491,Closed fracture of body of right scapula,Humerus
760445,Closed fracture of acromial process of left scapula,Humerus
760444,Closed fracture of acromial process of right scapula,Humerus
760443,Closed fracture of coracoid process of left scapula,Humerus
760442,Closed fracture of coracoid process of right scapula,Humerus
760441,Closed fracture of glenoid cavity of right scapula,Humerus
760344,Closed fracture of left clavicle,Humerus
760343,Closed fracture of sternal end of left clavicle,Humerus
760342,Closed fracture of sternal end of right clavicle,Humerus
760341,Closed fracture of acromial end of left clavicle,Humerus
760340,Closed fracture of acromial end of right clavicle,Humerus
760339,Closed fracture of shaft of left clavicle,Humerus
760338,Closed fracture of shaft of right clavicle,Humerus
760337,Closed fracture of left humerus,Humerus
760335,Closed fracture of epiphyseal plate of distal left humerus,Humerus
760334,Closed fracture of epiphyseal plate of distal end of right humerus,Humerus
760333,Closed fracture of distal end of left humerus,Humerus
760332,Closed fracture of distal end of right humerus,Humerus
760331,Closed supracondylar fracture of left humerus,Humerus
760330,Closed supracondylar fracture of right humerus,Humerus
760322,Closed fracture of shaft of left humerus,Humerus
760321,Closed fracture of shaft of right humerus,Humerus
760320,Closed fracture of lesser tuberosity of left humerus,Humerus
760319,Closed fracture of lesser tuberosity of right humerus,Humerus
760318,Closed fracture of proximal left humerus,Humerus
760317,Closed fracture of proximal right humerus,Humerus
760316,Closed fracture of greater tuberosity of proximal left humerus,Humerus
760315,Closed fracture of greater tuberosity of proximal right humerus,Humerus
760226,Closed fracture of epiphyseal plate of proximal right humerus,Humerus
759877,Closed fracture of right clavicle,Humerus
442619,Fracture of humerus,Humerus
441699,"Closed fracture proximal humerus, greater tuberosity",Humerus
441422,Closed fracture of humerus,Humerus
440228,Closed fracture of lower end of humerus,Humerus
439941,Closed fracture of condyle of humerus,Humerus
436206,Pathological fracture - upper arm,Humerus
435940,Closed fracture of shaft of humerus,Humerus
434494,Closed fracture of upper end of humerus,Humerus
433885,Closed supracondylar fracture of humerus,Humerus
432463,Closed fracture of acromial end of clavicle,Humerus
432461,Closed fracture of shaft of clavicle,Humerus
138582,Closed fracture of acromial process of scapula,Humerus
137111,"Closed fracture scapula, coracoid",Humerus
135939,Closed fracture of sternal end of clavicle,Humerus
81426,Closed fracture of clavicle,Humerus
79938,Closed fracture of scapula,Humerus
4280503,Multiple fractures of upper limb with ribs,Humerus
4246617,Closed fracture of multiple bones of upper limb,Humerus
4240204,Closed multiple fractures of upper limb with ribs,Humerus
4012430,Fractures involving multiple regions of both upper limbs,Humerus
4209559,Closed fractures involving multiple regions upper with lower limb,Humerus
36675161,Closed fractures involving multiple regions of left upper limb,Humerus
4318109,Metaphyseal fracture of bone of upper limb,Humerus
4308550,Fractures involing multiple regions of upper limb(s) with lower limb(s),Humerus
4261321,Multiple fractures of upper AND lower limbs,Humerus
4208503,Closed fractures involving multiple regions of both upper limbs,Humerus
4201447,Closed multiple fractures of both upper limbs,Humerus
4144831,Closed multiple fractures of upper limb with sternum,Humerus
4138279,Fracture subluxation of sternoclavicular joint,Humerus
4136568,Fracture dislocation of acromioclavicular joint,Humerus
4135097,Fracture dislocation of joint of upper limb,Humerus
4134303,Fracture subluxation of acromioclavicular joint,Humerus
4134186,Fracture dislocation of sternoclavicular joint,Humerus
4085546,Fracture subluxation of joint of upper limb,Humerus
4059163,Multiple fractures of upper limb with sternum,Humerus
4018944,"Closed fracture dislocation sternoclavicular joint, posterior",Humerus
4017796,"Closed fracture subluxation sternoclavicular joint, posterior",Humerus
4015969,Ill-defined fractures of upper limb,Humerus
4014207,"Closed fracture subluxation sternoclavicular joint, anterior",Humerus
4014203,"Closed fracture dislocation sternoclavicular joint, anterior",Humerus
763809,Fracture of right upper limb,Humerus
763808,Fracture of left upper limb,Humerus
763807,Closed fracture of right upper limb,Humerus
763806,Closed fracture of left upper limb,Humerus
437995,Closed ill-defined fractures of upper limb,Humerus
198885,Closed multiple fractures of upper AND lower limbs,Humerus
40441585,Stress fracture,Nonspecific
40479594,Periprosthetic fracture,Nonspecific
4307254,Closed fracture,Nonspecific
40480160,Pathological fracture due to osteoporosis,Nonspecific
73571,Pathological fracture,Nonspecific
75053,Fracture of bone,Nonspecific
45772069,Pathological fracture due to secondary osteoporosis,Nonspecific
45770985,Simple fracture of bone,Nonspecific
45768479,Complicated fracture of bone,Nonspecific
45765590,Insufficiency fracture,Nonspecific
44806637,Pathological fracture dislocation,Nonspecific
44791986,Minimal trauma fracture,Nonspecific
40481450,Compression fracture,Nonspecific
37311961,Fracture of bone after implantation of orthopedic device,Nonspecific
37310880,Fracture of bone due to accidental fall,Nonspecific
35610064,Greenstick fracture of bone,Nonspecific
35610063,Spiral fracture of bone,Nonspecific
4192646,Closed fracture of innominate bone,Nonspecific
4190345,Closed fracture involving joint,Nonspecific
4178638,Fracture of sesamoid bone,Nonspecific
4136573,Fracture subluxation of joint,Nonspecific
4134184,Fracture dislocation of joint,Nonspecific
4069306,Idiopathic osteoporosis with pathological fracture,Nonspecific
4067768,Postmenopausal osteoporosis with pathological fracture,Nonspecific
4067765,Drug-induced osteoporosis with pathological fracture,Nonspecific
4004624,Post-surgical malabsorption osteoporosis with pathological fracture,Nonspecific
4003483,Osteoporosis of disuse with pathological fracture,Nonspecific
4003482,Postoophorectomy osteoporosis with pathological fracture,Nonspecific
45767664,Closed transverse and posterior wall fracture of acetabulum,Pelvic
45767662,Closed fracture of roof of acetabulum,Pelvic
45767654,Closed fracture of posterior wall of acetabulum,Pelvic
45767652,Closed fracture of anterior column and posterior column of acetabulum,Pelvic
45767650,Closed fracture of medial wall of acetabulum,Pelvic
45767635,Closed fracture of anterior wall of acetabulum,Pelvic
45767135,Closed transverse fracture of acetabulum,Pelvic
37310090,Closed fracture of transverse and posterior wall of left acetabulum,Pelvic
37310089,Closed fracture of roof of right acetabulum,Pelvic
37310088,Closed fracture of roof of left acetabulum,Pelvic
37209642,Closed fracture of anterior column of left acetabulum,Pelvic
37209372,Closed fracture of trochanter of right femur,Pelvic
37209371,Closed fracture of trochanter of left femur,Pelvic
37209370,Closed fracture of head of right femur,Pelvic
37209369,Closed fracture of head of left femur,Pelvic
37209165,Closed fracture of triradiate cartilage and epiphysis of left acetabulum,Pelvic
37209164,Closed fracture of triradiate cartilage and epiphysis of right acetabulum,Pelvic
36716593,Fracture of acetabulum without disruption of pelvic ring,Pelvic
4276036,Fracture of acetabulum,Pelvic
4201092,Central fracture dislocation acetabulum,Pelvic
4013898,"Closed fracture acetabulum, double column transverse",Pelvic
4013897,"Closed fracture acetabulum, floor",Pelvic
4008520,"Closed fracture acetabulum, posterior column",Pelvic
4008519,"Closed fracture acetabulum, anterior column",Pelvic
765187,Closed fracture of anterior wall of left acetabulum,Pelvic
765186,Closed fracture of right acetabulum,Pelvic
760619,Closed fracture of medial wall of left acetabulum,Pelvic
760618,Closed fracture of medial wall of right acetabulum,Pelvic
760617,Closed fracture of posterior wall of left acetabulum,Pelvic
760616,Closed fracture of posterior wall of right acetabulum,Pelvic
760615,Closed fracture of anterior wall of right acetabulum,Pelvic
760614,Closed fracture of anterior column and posterior column of left acetabulum,Pelvic
760613,Closed fracture of anterior column and posterior column of right acetabulum,Pelvic
760612,Closed transverse fracture of left acetabulum,Pelvic
760611,Closed transverse fracture of right acetabulum,Pelvic
760610,Closed fracture of left acetabulum,Pelvic
760609,Closed transverse and posterior wall fracture of right acetabulum,Pelvic
760608,Closed fracture of posterior column of left acetabulum,Pelvic
760606,Closed fracture of anterior column of right acetabulum,Pelvic
760605,Closed fracture of posterior column of right acetabulum,Pelvic
81696,Closed fracture of acetabulum,Pelvic
35624169,Closed fracture of coccyx,Pelvic
4129420,Fracture of sacrum,Pelvic
4053654,Fracture of coccyx,Pelvic
4013160,Closed fracture sacrum,Pelvic
4009916,Closed vertical fracture of sacrum,Pelvic
4009915,Closed compression fracture sacrum,Pelvic
434140,Pathological fracture - pelvis and/or thigh,Pelvic
4300192,Fracture of pelvis,Pelvic
4296627,Fracture of ilium,Pelvic
4263360,Fracture of pubis,Pelvic
4136722,Multiple pelvic fractures,Pelvic
4018943,Closed fracture dislocation of pelvis,Pelvic
4015210,Closed fracture subluxation of pelvis,Pelvic
4013908,Closed vertical fracture of ilium,Pelvic
4013907,"Closed fracture pelvis, anterior superior iliac spine",Pelvic
4013906,"Closed fracture pelvis, ischial tuberosity",Pelvic
4013901,"Closed fracture pelvis, single pubic ramus",Pelvic
4013896,Fracture or disruption of pelvis,Pelvic
4013328,"Closed fracture pelvis, iliac wing",Pelvic
4013325,"Closed fracture pelvis, multiple pubic rami - unstable",Pelvic
4013322,"Closed fracture acetabulum, anterior lip alone",Pelvic
4010229,Closed fracture dislocation of sacroiliac joint,Pelvic
4010228,"Closed fracture pelvis, anterior inferior iliac spine",Pelvic
4010221,"Closed fracture acetabulum, posterior lip alone",Pelvic
4008524,"Closed fracture pelvis, multiple pubic rami - stable",Pelvic
80861,Closed fracture of ischium,Pelvic
77129,Closed fracture of pelvis,Pelvic
76240,Closed fracture pubis,Pelvic
40480932,Stress fracture of sacrum,Pelvic
36717600,Fracture of sacrum without disruption of pelvic ring,Pelvic
4323067,Closed avulsion fracture of anterior superior iliac spine of pelvis,Pelvic
4139363,Closed avulsion fracture of anterior inferior iliac spine of pelvis,Pelvic
4013613,Fracture of lumbar spine and/or pelvis,Pelvic
4010074,Closed fracture of sacrum with complete cauda equina lesion,Pelvic
4008356,Multiple fractures of lumbar spine and/or pelvis,Pelvic
765032,Closed avulsion fracture of anterior superior spine of left ilium,Pelvic
764905,"Compression fracture of lumbosacral vertebra, nontraumatic",Pelvic
764678,Compression fracture of lumbosacral spine,Pelvic
760596,Closed avulsion fracture of anterior superior spine of right ilium,Pelvic
760595,Closed avulsion fracture of anterior inferior spine of left ilium,Pelvic
760594,Closed avulsion fracture of anterior inferior spine of right ilium,Pelvic
81425,Closed fracture of sacrum AND/OR coccyx with complete cauda equina lesion,Pelvic
75949,Closed fracture of sacrum AND/OR coccyx with cauda equina injury,Pelvic
46273403,Closed Malgaigne fracture,Pelvic
46270104,Fracture of pubic tubercle,Pelvic
45772690,Stress fracture of pubic rami,Pelvic
45772063,Multiple closed anterior-posterior compression fractures of pelvis with stable pelvic ring,Pelvic
45757297,Multiple closed anterior-posterior compression fractures of pelvis with unstable pelvic ring,Pelvic
40479211,Stress fracture of pubis,Pelvic
36717580,Fracture of ilium without disruption of pelvic ring,Pelvic
36716597,Fracture of pelvic ring with complete disruption of posterior arch,Pelvic
36716596,Fracture of pelvic ring with incomplete disruption of posterior arch,Pelvic
36716595,Fracture of ischium without disruption of pelvic ring,Pelvic
36716594,Fracture of pubis without disruption of pelvic ring,Pelvic
36716592,Fracture of pelvic bone without disruption of posterior arch of pelvic ring,Pelvic
4327113,Closed fracture of triradiate cartilage and epiphysis of acetabulum,Pelvic
4326518,Multiple unstable closed vertical shear fractures of pelvis,Pelvic
4323892,Multiple stable closed lateral compression fractures of pelvis,Pelvic
4309930,Fractures involving thorax with lower back and pelvis,Pelvic
4308849,Fractures involving thorax with lower back and pelvis with limb(s),Pelvic
4181796,Multiple closed anterior-posterior compression fractures of pelvis,Pelvic
4177048,Multiple unstable closed lateral compression fractures of pelvis,Pelvic
4158479,Fracture of iliac wing,Pelvic
4144316,Pathological fracture of pelvis,Pelvic
4138411,Fracture of multiple pubic rami,Pelvic
4138410,Fracture of single pubic ramus,Pelvic
4138304,Fracture of iliac crest,Pelvic
4138303,Vertical fracture of ilium,Pelvic
4138278,Fracture subluxation of sacroiliac joint,Pelvic
4136721,Fracture of ischium,Pelvic
4136574,Fracture subluxation of symphysis pubis,Pelvic
4135095,Fracture dislocation of symphysis pubis,Pelvic
4134327,Fracture of ischial tuberosity,Pelvic
4134185,Fracture dislocation of sacroiliac joint,Pelvic
4117117,Fracture of inferior pubic ramus,Pelvic
4117116,Fracture of superior pubic ramus,Pelvic
4107370,Duverney's fracture,Pelvic
4083817,Fracture dislocation of lumbosacral junction,Pelvic
4028985,Fracture of pubic rami,Pelvic
765185,Closed fracture of left ischium,Pelvic
765184,Closed fracture of left ilium,Pelvic
760604,Closed fracture of right ischium,Pelvic
760603,Closed fracture of left pubis,Pelvic
760601,Stress fracture of left pubic ramus,Pelvic
760600,Stress fracture of right pubic ramus,Pelvic
760597,Closed fracture of right ilium,Pelvic
81141,Closed fracture of ilium,Pelvic
77702,Multiple closed fractures of pelvis with disruption of pelvic circle,Pelvic
77362,Stress fracture of pelvis,Pelvic
45766904,Pathological fracture of rib,Rib
37209181,Pathological fracture of right rib due to osteoporosis,Rib
37209180,Pathological fracture of left rib due to osteoporosis,Rib
4302740,Fracture of sternum,Rib
4288590,Fracture of five ribs,Rib
4262242,Fracture of eight OR more ribs,Rib
4239149,Fracture of three ribs,Rib
4202042,Fracture of four ribs,Rib
4142905,Fracture of rib,Rib
4136498,Fracture of two ribs,Rib
4135752,Multiple fractures of sternum,Rib
4128914,Fracture of multiple ribs,Rib
4066613,Fracture of one rib,Rib
4043407,Multiple fractures of upper limb with sternum AND ribs,Rib
4032944,Fracture of six ribs,Rib
4032308,Fracture of seven ribs,Rib
4015209,Closed fracture dislocation of sternum,Rib
4014206,Closed fracture subluxation of sternum,Rib
4010220,Cough fracture of ribs,Rib
765000,Closed fracture of multiple left and right ribs,Rib
760851,Fracture of left rib,Rib
760849,Fracture of right rib,Rib
760698,Pathological fracture of left rib,Rib
760697,Pathological fracture of right rib,Rib
760260,Closed fracture of multiple left ribs,Rib
760259,Closed fracture of multiple right ribs,Rib
760258,Closed fracture of single left rib,Rib
760257,Closed fracture of single right rib,Rib
436832,Closed fracture of sternum,Rib
80852,Closed fracture of four ribs,Rib
80541,Closed fracture of eight OR more ribs,Rib
78273,Closed fracture of multiple ribs,Rib
77701,Closed fracture of six ribs,Rib
75941,Closed fracture of one rib,Rib
74188,Closed fracture of rib,Rib
73884,Closed fracture of three ribs,Rib
73614,Closed fracture of seven ribs,Rib
73041,Closed fracture of five ribs,Rib
72459,Closed fracture of two ribs,Rib
765401,Sternal fracture with retrosternal contusion,Rib
761998,Fracture of manubrium sterni,Rib
434770,Closed fracture of bones of trunk,Rib
4015631,Closed fracture intercondylar spine of tibia,Tibia and Fibula
4187096,Fracture of lower limb,Tibia and Fibula
4009794,Closed fracture of upper end of lower leg,Tibia and Fibula
438884,Fracture of upper end of lower leg,Tibia and Fibula
45772781,Closed fracture of epiphyseal plate of distal fibula,Tibia and Fibula
45771423,Pathological fracture of ankle due to osteoporosis,Tibia and Fibula
45767614,Closed fracture of epiphyseal plate of distal tibia,Tibia and Fibula
45767011,Pathological fracture of ankle due to secondary osteoporosis,Tibia and Fibula
45766908,Pathological fracture of ankle,Tibia and Fibula
45766823,Stress fracture of ankle,Tibia and Fibula
42539575,Fracture of distal fibula above syndesmosis,Tibia and Fibula
42537264,Avulsion fracture of anterior fibula,Tibia and Fibula
42536838,Avulsion of ligament with bony fragment of medial malleolus,Tibia and Fibula
42536837,Fracture of lateral malleolus at syndesmosis,Tibia and Fibula
42536836,Avulsion of ligament with bony fragment of lateral malleolus,Tibia and Fibula
42536834,Fracture of lateral malleolus below syndesmosis,Tibia and Fibula
40487351,Closed pilon fracture,Tibia and Fibula
40483378,Closed fracture of distal tibia and distal fibula,Tibia and Fibula
37118665,Complicated fracture of ankle,Tibia and Fibula
4338387,Gosselin's fracture,Tibia and Fibula
4185758,Fracture of lower leg,Tibia and Fibula
4154098,Dupuytren's fracture dislocation ankle,Tibia and Fibula
4146461,Closed fracture of distal fibula,Tibia and Fibula
4136841,Pilon fracture,Tibia and Fibula
4135633,Fracture dislocation of ankle joint,Tibia and Fibula
4134335,Bimalleolar fracture of ankle,Tibia and Fibula
4134334,Fracture of distal end of fibula,Tibia and Fibula
4134333,Tilleau fracture,Tibia and Fibula
4134307,Fracture subluxation of ankle joint,Tibia and Fibula
4133194,Fracture of distal end of tibia,Tibia and Fibula
4115176,Pathological fracture - ankle and/or foot,Tibia and Fibula
4105127,Fracture of medial malleolus,Tibia and Fibula
4085552,Fracture of lateral malleolus,Tibia and Fibula
4084433,Fracture of posterior malleolus,Tibia and Fibula
4059173,Fracture of ankle,Tibia and Fibula
4047789,Trimalleolar fracture,Tibia and Fibula
4015648,"Closed fracture ankle, trimalleolar, high fibular fracture",Tibia and Fibula
4015647,"Closed fracture ankle, trimalleolar, low fibular fracture",Tibia and Fibula
4015645,"Closed fracture ankle, bimalleolar, low fibular fracture",Tibia and Fibula
4015643,"Closed fracture ankle, lateral malleolus, high",Tibia and Fibula
4015642,"Closed fracture ankle, lateral malleolus, low",Tibia and Fibula
4015636,"Closed fracture distal tibia, extra-articular",Tibia and Fibula
4015198,Closed fracture subluxation of ankle joint,Tibia and Fibula
4015197,Closed fracture dislocation of ankle joint,Tibia and Fibula
4012455,Closed fracture distal tibia,Tibia and Fibula
4009747,"Closed fracture ankle, bimalleolar, high fibular fracture",Tibia and Fibula
4009744,"Closed fracture distal tibia, intra-articular",Tibia and Fibula
765327,Closed fracture of medial malleolus of right distal tibia,Tibia and Fibula
765191,Pathological fracture of left ankle due to osteoporosis,Tibia and Fibula
765188,Pathological fracture of right foot due to osteoporosis,Tibia and Fibula
765007,Closed fracture of left pilon,Tibia and Fibula
760671,Stress fracture of left ankle,Tibia and Fibula
760670,Stress fracture of right ankle,Tibia and Fibula
760649,Pathological fracture of left ankle,Tibia and Fibula
760648,Pathological fracture of right ankle,Tibia and Fibula
760647,Pathological fracture of right ankle due to osteoporosis,Tibia and Fibula
760634,Pathological fracture of left foot due to secondary osteoporosis,Tibia and Fibula
760347,Closed fracture of left ankle,Tibia and Fibula
760346,Closed fracture of right ankle,Tibia and Fibula
760278,Closed fracture of epiphyseal plate of distal left fibula,Tibia and Fibula
760277,Closed fracture of epiphyseal plate of distal right fibula,Tibia and Fibula
760276,Closed fracture of distal left fibula,Tibia and Fibula
760275,Closed fracture of distal right fibula,Tibia and Fibula
760274,Closed fracture of lateral malleolus of left fibula,Tibia and Fibula
760273,Closed fracture of lateral malleolus of right fibula,Tibia and Fibula
760239,Closed fracture of epiphyseal plate of distal end of left tibia,Tibia and Fibula
760238,Closed fracture of epiphyseal plate of distal end of right tibia,Tibia and Fibula
760237,Closed fracture of distal end of left tibia,Tibia and Fibula
760236,Closed fracture of distal end of right tibia,Tibia and Fibula
760235,Closed fracture of medial malleolus of left distal tibia,Tibia and Fibula
760234,Closed bimalleolar fracture of left ankle,Tibia and Fibula
760233,Closed bimalleolar fracture of right ankle,Tibia and Fibula
760232,Closed trimalleolar fracture of left ankle,Tibia and Fibula
760231,Closed trimalleolar fracture of right ankle,Tibia and Fibula
441428,Closed fracture of lateral malleolus,Tibia and Fibula
441155,Closed trimalleolar fracture,Tibia and Fibula
439162,Closed fracture of medial malleolus,Tibia and Fibula
438879,Closed bimalleolar fracture,Tibia and Fibula
75095,Closed fracture of ankle,Tibia and Fibula
4018355,Closed fracture subluxation of patellofemoral joint,Tibia and Fibula
4018354,Closed fracture dislocation of patellofemoral joint,Tibia and Fibula
4172917,Closed fracture of condyle of tibia,Tibia and Fibula
4016109,"Closed fracture proximal tibia, bicondylar",Tibia and Fibula
4015992,"Closed fracture proximal tibia, lateral condyle",Tibia and Fibula
4015991,"Closed fracture proximal tibia, medial condyle",Tibia and Fibula
763796,Closed bicondylar fracture of plateau of left tibia,Tibia and Fibula
760246,Closed bicondylar fracture of plateau of right tibia,Tibia and Fibula
760245,Closed fracture of medial condyle of proximal left tibia,Tibia and Fibula
760244,Closed fracture of medial condyle of right proximal tibia,Tibia and Fibula
760243,Closed fracture of lateral condyle of proximal left tibia,Tibia and Fibula
760242,Closed fracture of lateral condyle of proximal right tibia,Tibia and Fibula
4083802,Fracture of tibial spine,Tibia and Fibula
4012451,"Closed fracture fibula, neck",Tibia and Fibula
763786,Closed fracture of spine of right tibia,Tibia and Fibula
760249,Closed fracture of left tibial spine,Tibia and Fibula
4179811,Closed osteochondral fracture of patella,Tibia and Fibula
4177025,Fracture of patella,Tibia and Fibula
4176010,Closed fracture of bone of knee joint,Tibia and Fibula
4143864,Comminuted fracture of patella,Tibia and Fibula
4139513,Pathological fracture of patella,Tibia and Fibula
4136690,Fracture subluxation of patellofemoral joint,Tibia and Fibula
4136689,Fracture subluxation of knee joint,Tibia and Fibula
4136572,Fracture dislocation of knee joint,Tibia and Fibula
4135632,Fracture dislocation of patellofemoral joint,Tibia and Fibula
4018353,Closed fracture dislocation of knee joint,Tibia and Fibula
4017670,Closed fracture subluxation of knee joint,Tibia and Fibula
4015990,"Closed fracture patella, distal pole",Tibia and Fibula
4015989,"Closed fracture patella, proximal pole",Tibia and Fibula
4015988,"Closed fracture patella, transverse",Tibia and Fibula
4015628,"Closed fracture patella, comminuted",Tibia and Fibula
4012447,"Closed fracture patella, vertical",Tibia and Fibula
765189,Pathological fracture of right patella,Tibia and Fibula
760635,Pathological fracture of left patella,Tibia and Fibula
760404,Closed fracture of left patella,Tibia and Fibula
760403,Closed fracture of right patella,Tibia and Fibula
436539,Closed fracture of patella,Tibia and Fibula
4246544,Multiple fractures of lower limb AND ribs,Tibia and Fibula
4236745,Multiple fractures of lower limb with ribs AND sternum,Tibia and Fibula
4203441,Closed multiple fractures of lower limb AND ribs,Tibia and Fibula
4199590,Closed fracture of lower limb,Tibia and Fibula
442348,Closed multiple fractures of lower limb with ribs AND sternum,Tibia and Fibula
46270333,Stress fracture of tibia and fibula,Tibia and Fibula
45767625,Closed fracture of epiphyseal plate of proximal tibia,Tibia and Fibula
45767044,Pathological fracture of tibia due to osteoporosis,Tibia and Fibula
45767002,Pathological fracture of tibia due to secondary osteoporosis,Tibia and Fibula
45766762,Closed bicondylar fracture of tibial plateau,Tibia and Fibula
42536718,Fracture of medial condyle of tibia,Tibia and Fibula
42536717,Fracture of lateral condyle of tibia,Tibia and Fibula
42536715,Fracture of metaphysis of proximal tibia,Tibia and Fibula
40491340,Closed fracture of tibia,Tibia and Fibula
40484013,Stress fracture of fibula,Tibia and Fibula
40483848,Pathological fracture of tibia,Tibia and Fibula
40482293,Stress fracture of tibia,Tibia and Fibula
36675160,Fractures involving multiple regions of right lower limb,Tibia and Fibula
36675159,Fractures involving multiple regions of left lower limb,Tibia and Fibula
4320628,Fracture of shaft of tibia,Tibia and Fibula
4309482,Fractures involving multiple regions of both lower limbs,Tibia and Fibula
4213109,Fracture of tibia AND fibula,Tibia and Fibula
4211657,Closed fracture of lower leg,Tibia and Fibula
4181319,Closed osteochondral fracture of proximal tibia,Tibia and Fibula
4180747,Fracture of tibial plateau,Tibia and Fibula
4177534,Closed fracture of tibial plateau,Tibia and Fibula
4177207,Fracture of condyle of tibia,Tibia and Fibula
4154777,Fracture of shaft of tibia and fibula,Tibia and Fibula
4134330,Closed fracture of tibial tuberosity,Tibia and Fibula
4070301,Fracture of upper end of tibia,Tibia and Fibula
4015743,Multiple fractures of lower leg,Tibia and Fibula
765560,Fracture of medial condyle of proximal right tibia,Tibia and Fibula
764999,Closed fracture of shaft of left tibia,Tibia and Fibula
762925,Avulsion fracture of lateral condyle of tibia,Tibia and Fibula
761873,Pathological fracture of left tibia due to osteoporosis,Tibia and Fibula
760577,Pathological fracture of left tibia,Tibia and Fibula
760576,Pathological fracture of right tibia,Tibia and Fibula
760573,Pathological fracture of right tibia due to osteoporosis,Tibia and Fibula
760572,Stress fracture of left tibia,Tibia and Fibula
760571,Stress fracture of right tibia,Tibia and Fibula
760256,Closed fracture of left tibia,Tibia and Fibula
760255,Closed fracture of right tibia,Tibia and Fibula
760254,Closed fracture of shaft of right tibia,Tibia and Fibula
760253,Closed fracture of epiphyseal plate of proximal left tibia,Tibia and Fibula
760252,Closed fracture of epiphyseal plate of proximal right tibia,Tibia and Fibula
760251,Closed fracture of proximal end of left tibia,Tibia and Fibula
760250,Closed fracture of proximal end of right tibia,Tibia and Fibula
760248,Closed fracture of left tibial plateau,Tibia and Fibula
760247,Closed fracture of right tibial plateau,Tibia and Fibula
760241,Closed fracture of tuberosity of left tibia,Tibia and Fibula
760240,Closed fracture of tuberosity of right tibia,Tibia and Fibula
440812,Pathological fracture - lower leg,Tibia and Fibula
440543,Fracture of tibia,Tibia and Fibula
438005,Closed fracture of shaft of fibula,Tibia and Fibula
436254,Closed fractures of multiple bones of lower limb,Tibia and Fibula
436252,Closed fracture of shaft of tibia,Tibia and Fibula
435951,"Closed fracture of tibia and fibula, shaft",Tibia and Fibula
435666,Closed fracture of upper end of tibia,Tibia and Fibula
434782,Closed fracture of tibia AND fibula,Tibia and Fibula
433612,Closed fracture of upper end of fibula,Tibia and Fibula
4105252,Fracture of neck of fibula,Tibia and Fibula
45767038,Pathological fracture of fibula due to osteoporosis,Tibia and Fibula
45767008,Pathological fracture of fibula due to secondary osteoporosis,Tibia and Fibula
45766939,Closed fracture of epiphysis of proximal fibula,Tibia and Fibula
40492392,Closed fracture of fibula,Tibia and Fibula
40483849,Pathological fracture of fibula,Tibia and Fibula
4318110,Metaphyseal fracture of bone of lower limb,Tibia and Fibula
4284263,Fracture of shaft of fibula,Tibia and Fibula
4211784,Closed multiple fractures of lower limb AND sternum,Tibia and Fibula
4206883,Closed fractures involving multiple regions of both lower limbs,Tibia and Fibula
4165044,Multiple fractures of lower limb AND sternum,Tibia and Fibula
4153391,Closed fracture of head of fibula,Tibia and Fibula
4140092,Fractures of multiple bones of lower limb,Tibia and Fibula
4138276,Fracture dislocation of joint of lower limb,Tibia and Fibula
4134306,Fracture subluxation of joint of lower limb,Tibia and Fibula
4101769,Multiple fractures of both lower limbs,Tibia and Fibula
4085551,Fracture of head of fibula,Tibia and Fibula
4073923,Fracture of upper end of fibula,Tibia and Fibula
