concept_id,found_from,concept_name,domain_id,vocabulary_id,standard_concept
2855412,From initial search,"Medical and Surgical @ Subcutaneous Tissue and Fascia @ Insertion @ Subcutaneous Tissue and Fascia, Chest @ Open @ Cardiac Resynchronization Defibrillator Pulse Generator",Procedure,ICD10PCS,S
2855413,From initial search,"Medical and Surgical @ Subcutaneous Tissue and Fascia @ Insertion @ Subcutaneous Tissue and Fascia, Chest @ Percutaneous @ Pacemaker, Dual Chamber",Procedure,ICD10PCS,S
2855414,From initial search,"Medical and Surgical @ Subcutaneous Tissue and Fascia @ Insertion @ Subcutaneous Tissue and Fascia, Chest @ Percutaneous @ Cardiac Resynchronization Pacemaker Pulse Generator",Procedure,ICD10PCS,S
2855416,From initial search,"Medical and Surgical @ Subcutaneous Tissue and Fascia @ Insertion @ Subcutaneous Tissue and Fascia, Abdomen @ Open @ Pacemaker, Single Chamber Rate Responsive",Procedure,ICD10PCS,S
2856883,From initial search,"Medical and Surgical @ Respiratory System @ Insertion @ Diaphragm, Left @ Percutaneous Endoscopic @ Diaphragmatic Pacemaker Lead (Deprecated)",Procedure,ICD10PCS,S
2857185,From initial search,Medical and Surgical @ Respiratory System @ Removal @ Diaphragm @ Percutaneous Endoscopic @ Diaphragmatic Pacemaker Lead,Procedure,ICD10PCS,S
2861694,From initial search,"Medical and Surgical @ Heart and Great Vessels @ Insertion @ Atrium, Left @ Open @ Cardiac Lead, Pacemaker",Procedure,ICD10PCS,S
2861822,From initial search,"Medical and Surgical @ Heart and Great Vessels @ Insertion @ Atrium, Left @ Open @ Cardiac Lead, Defibrillator",Procedure,ICD10PCS,S
2861826,From initial search,"Medical and Surgical @ Heart and Great Vessels @ Insertion @ Ventricle, Left @ Open @ Cardiac Lead, Pacemaker",Procedure,ICD10PCS,S
2863070,From initial search,Medical and Surgical @ Respiratory System @ Revision @ Diaphragm @ External @ Diaphragmatic Pacemaker Lead,Procedure,ICD10PCS,S
2863997,From initial search,"Medical and Surgical @ Subcutaneous Tissue and Fascia @ Insertion @ Subcutaneous Tissue and Fascia, Chest @ Open @ Defibrillator Generator",Procedure,ICD10PCS,S
2866558,From initial search,"Medical and Surgical @ Heart and Great Vessels @ Insertion @ Atrium, Right @ Open @ Cardiac Lead, Defibrillator",Procedure,ICD10PCS,S
2866559,From initial search,"Medical and Surgical @ Heart and Great Vessels @ Insertion @ Atrium, Right @ Percutaneous @ Cardiac Lead, Pacemaker",Procedure,ICD10PCS,S
2866685,From initial search,"Medical and Surgical @ Heart and Great Vessels @ Insertion @ Ventricle, Right @ Percutaneous @ Cardiac Lead, Defibrillator",Procedure,ICD10PCS,S
2866687,From initial search,"Medical and Surgical @ Heart and Great Vessels @ Insertion @ Ventricle, Left @ Percutaneous Endoscopic @ Cardiac Lead, Defibrillator",Procedure,ICD10PCS,S
2869035,From initial search,"Medical and Surgical @ Subcutaneous Tissue and Fascia @ Insertion @ Subcutaneous Tissue and Fascia, Chest @ Percutaneous @ Cardiac Resynchronization Defibrillator Pulse Generator",Procedure,ICD10PCS,S
2870273,From initial search,"Medical and Surgical @ Respiratory System @ Insertion @ Diaphragm, Right @ Percutaneous Endoscopic @ Diaphragmatic Pacemaker Lead (Deprecated)",Procedure,ICD10PCS,S
2870274,From initial search,"Medical and Surgical @ Respiratory System @ Insertion @ Diaphragm, Left @ Percutaneous @ Diaphragmatic Pacemaker Lead (Deprecated)",Procedure,ICD10PCS,S
2874749,From initial search,"Medical and Surgical @ Heart and Great Vessels @ Insertion @ Ventricle, Left @ Open @ Cardiac Lead, Defibrillator",Procedure,ICD10PCS,S
2877005,From initial search,"Medical and Surgical @ Subcutaneous Tissue and Fascia @ Insertion @ Subcutaneous Tissue and Fascia, Abdomen @ Percutaneous @ Pacemaker, Dual Chamber",Procedure,ICD10PCS,S
2880118,From initial search,"Medical and Surgical @ Heart and Great Vessels @ Insertion @ Atrium, Left @ Percutaneous @ Cardiac Lead, Defibrillator",Procedure,ICD10PCS,S
2880119,From initial search,"Medical and Surgical @ Heart and Great Vessels @ Insertion @ Atrium, Left @ Percutaneous Endoscopic @ Cardiac Lead, Defibrillator",Procedure,ICD10PCS,S
2882549,From initial search,"Medical and Surgical @ Subcutaneous Tissue and Fascia @ Insertion @ Subcutaneous Tissue and Fascia, Chest @ Open @ Cardiac Resynchronization Pacemaker Pulse Generator",Procedure,ICD10PCS,S
2882552,From initial search,"Medical and Surgical @ Subcutaneous Tissue and Fascia @ Insertion @ Subcutaneous Tissue and Fascia, Abdomen @ Open @ Defibrillator Generator",Procedure,ICD10PCS,S
2882553,From initial search,"Medical and Surgical @ Subcutaneous Tissue and Fascia @ Insertion @ Subcutaneous Tissue and Fascia, Abdomen @ Open @ Cardiac Resynchronization Defibrillator Pulse Generator",Procedure,ICD10PCS,S
2884333,From initial search,Medical and Surgical @ Respiratory System @ Revision @ Diaphragm @ Percutaneous @ Diaphragmatic Pacemaker Lead,Procedure,ICD10PCS,S
2886049,From initial search,Measurement and Monitoring @ Physiological Devices @ Measurement @ Cardiac @ External @ Pacemaker,Procedure,ICD10PCS,S
2887959,From initial search,"Medical and Surgical @ Heart and Great Vessels @ Insertion @ Coronary Vein @ Percutaneous @ Cardiac Lead, Pacemaker",Procedure,ICD10PCS,S
2887963,From initial search,"Medical and Surgical @ Heart and Great Vessels @ Insertion @ Pericardium @ Percutaneous Endoscopic @ Cardiac Lead, Pacemaker",Procedure,ICD10PCS,S
2888696,From initial search,"Medical and Surgical @ Respiratory System @ Insertion @ Diaphragm, Left @ Open @ Diaphragmatic Pacemaker Lead (Deprecated)",Procedure,ICD10PCS,S
2892997,From initial search,"Medical and Surgical @ Heart and Great Vessels @ Insertion @ Ventricle, Right @ Percutaneous @ Cardiac Lead, Pacemaker",Procedure,ICD10PCS,S
2892999,From initial search,"Medical and Surgical @ Heart and Great Vessels @ Insertion @ Ventricle, Right @ Percutaneous Endoscopic @ Cardiac Lead, Pacemaker",Procedure,ICD10PCS,S
2893000,From initial search,"Medical and Surgical @ Heart and Great Vessels @ Insertion @ Ventricle, Right @ Percutaneous Endoscopic @ Cardiac Lead, Defibrillator",Procedure,ICD10PCS,S
2893762,From initial search,Measurement and Monitoring @ Physiological Devices @ Measurement @ Respiratory @ External @ Pacemaker,Procedure,ICD10PCS,S
2895348,From initial search,"Medical and Surgical @ Subcutaneous Tissue and Fascia @ Insertion @ Subcutaneous Tissue and Fascia, Abdomen @ Open @ Pacemaker, Dual Chamber",Procedure,ICD10PCS,S
2895484,From initial search,"Medical and Surgical @ Subcutaneous Tissue and Fascia @ Insertion @ Subcutaneous Tissue and Fascia, Abdomen @ Percutaneous @ Cardiac Resynchronization Defibrillator Pulse Generator",Procedure,ICD10PCS,S
3168437,From descendants,Removal of AICD due to infected leads,Procedure,Nebraska Lexicon,S
3174501,From initial search,Implanted cardiac defibrillator infection,Condition,Nebraska Lexicon,S
3175422,From initial search,Right ventricular pacemaker lead revision,Procedure,Nebraska Lexicon,S
3176607,From initial search,Biventricular pacemaker with defibrillator,Procedure,Nebraska Lexicon,S
3178424,From initial search,Diaphragmatic stimulation by pacemaker,Condition,Nebraska Lexicon,S
3179809,From initial search,Fractured atrial pacemaker lead wire,Condition,Nebraska Lexicon,S
3181475,From initial search,Gastric pacemaker insertion,Procedure,Nebraska Lexicon,S
3182147,From descendants,Replacement of left ventricular pacing lead,Procedure,Nebraska Lexicon,S
3183100,From initial search,Repositioning of atrial pacemaker lead,Procedure,Nebraska Lexicon,S
3185480,From initial search,Skin erosion due to defibrillator lead,Condition,Nebraska Lexicon,S
3190461,From initial search,Insertion of AAI pacemaker,Procedure,Nebraska Lexicon,S
3655806,From descendants,Cardiac resynchronization therapy,Procedure,SNOMED,S
3655970,From descendants,Rate-adaptive pacing,Procedure,SNOMED,S
4012334,From descendants,Removal of peripheral neurostimulator receiver,Procedure,SNOMED,S
4018842,From initial search,Resiting of lead of intravenous pacemaker system,Procedure,SNOMED,S
4018843,From initial search,Maintenance of battery of intravenous cardiac pacemaker system,Procedure,SNOMED,S
4018844,From initial search,Implantation of permanent intravenous cardiac pacemaker,Procedure,SNOMED,S
4019139,From initial search,Introduction of cardiac pacemaker system via vein,Procedure,SNOMED,S
4019140,From initial search,Complete removal of implanted cardiac pacemaker system,Procedure,SNOMED,S
4019141,From initial search,Implantation of intravenous atrial overdrive pacemaker,Procedure,SNOMED,S
4020233,From initial search,Implantation of intravenous fixed-rate cardiac pacemaker,Procedure,SNOMED,S
4020234,From initial search,Implantation of intravenous pacemaker for atrial fibrillation,Procedure,SNOMED,S
4020668,From initial search,Implantation of intravenous triggered cardiac pacemaker,Procedure,SNOMED,S
4029763,From initial search,Check artificial pacemaker for electrode impedance,Procedure,SNOMED,S
4030583,From initial search,Cardiac pacemaker twiddler syndrome,Condition,SNOMED,S
4035447,From descendants,Implantation of rate-responsive cardiac single-chamber device,Procedure,SNOMED,S
4036236,From descendants,Repositioning of permanent transvenous electrodes,Procedure,SNOMED,S
4043871,From descendants,"Implantation of electrode into cardiac atrium, replacement",Procedure,SNOMED,S
4044395,From initial search,Reposition of cardiac pacemaker pocket,Procedure,SNOMED,S
4046707,From descendants,Replacement of permanent transvenous electrodes,Procedure,SNOMED,S
4048694,From initial search,Electronic analysis of internal pacemaker system,Procedure,SNOMED,S
4049398,From initial search,Temporary cardiac pacemaker procedure,Procedure,SNOMED,S
4049399,From descendants,Insertion of epicardial electrode for temporary cardiac pacing,Procedure,SNOMED,S
4049400,From initial search,Indirect temporary cardiac pacemaker procedure,Procedure,SNOMED,S
4049402,From descendants,Transthoracic cardiac pacing procedure,Procedure,SNOMED,S
4049403,From initial search,Maintenance procedure for cardiac pacemaker system,Procedure,SNOMED,S
4049989,From initial search,Removal of automatic cardiac defibrillator,Procedure,SNOMED,S
4049990,From descendants,Transesophageal cardiac pacing procedure,Procedure,SNOMED,S
4049991,From initial search,Reprogramming of cardiac pacemaker,Procedure,SNOMED,S
4049992,From descendants,Removal of cardiac pacing electrode,Procedure,SNOMED,S
4050571,From initial search,Automatic defibrillator procedure,Procedure,SNOMED,S
4050572,From initial search,Implantation of automatic cardiac defibrillator,Procedure,SNOMED,S
4050573,From initial search,Direct temporary cardiac pacemaker procedure,Procedure,SNOMED,S
4050574,From initial search,Insertion of permanent epicardial cardiac pacemaker system,Procedure,SNOMED,S
4050575,From initial search,Removal of implanted cardiac pacemaker system or components,Procedure,SNOMED,S
4050710,From initial search,Repair of cardiac pacemaker,Procedure,SNOMED,S
4051472,From descendants,Replacement of electronic heart device battery,Procedure,SNOMED,S
4051938,From initial search,Cardiac pacemaker procedure,Procedure,SNOMED,S
4051939,From descendants,Insertion of endocardial electrode for temporary cardiac pacing,Procedure,SNOMED,S
4051940,From initial search,Permanent cardiac pacemaker procedure,Procedure,SNOMED,S
4055567,From initial search,Removal of cardiac pacemaker from epicardium with replacement of atrial and/or ventricular leads,Procedure,SNOMED,S
4062879,From descendants,Removal of neurostimulator electrode from brain tissue,Procedure,SNOMED,S
4070936,From initial search,Relocation of cardiac pacemaker pocket to new site in subcutaneous tissue,Procedure,SNOMED,S
4077018,From initial search,Replacement of transvenous atrial pacemaker electrode leads,Procedure,SNOMED,S
4078453,From initial search,General maintenance of cardiac pacemaker,Procedure,SNOMED,S
4085558,From initial search,Insertion of temporary cardiac pacemaker,Procedure,SNOMED,S
4087076,From initial search,Check artificial pacemaker for waveform artifact,Procedure,SNOMED,S
4087901,From descendants,Cardiac pacing,Procedure,SNOMED,S
4088998,From descendants,AV sequential pacing pattern,Condition,SNOMED,S
4089488,From descendants,Atrial pacing pattern,Condition,SNOMED,S
4089489,From initial search,Ineffective cardiac pacemaker pattern,Condition,SNOMED,S
4089511,From descendants,Demand pacing,Procedure,SNOMED,S
4092038,From descendants,Ventricular pacing pattern,Condition,SNOMED,S
4099402,From initial search,Insertion of intracardiac pacemaker,Procedure,SNOMED,S
4099484,From descendants,Removal of transvenous electrodes,Procedure,SNOMED,S
4101854,From descendants,Removal of electronic heart device pulse generator,Procedure,SNOMED,S
4111551,From initial search,Wandering atrial pacemaker,Condition,SNOMED,S
4117045,From descendants,Atrial overdrive pacing,Procedure,SNOMED,S
4117046,From initial search,Fixed-rate cardiac pacemaker,Procedure,SNOMED,S
4117616,From initial search,Diaphragm pacemaker procedure,Procedure,SNOMED,S
4119917,From initial search,Emergency cardiac pacemaker,Procedure,SNOMED,S
4120285,From initial search,Pacemaker electrode displacement,Condition,SNOMED,S
4120286,From initial search,Pacemaker electrode lead fracture,Condition,SNOMED,S
4120287,From initial search,Cardiac pacemaker sensitivity problem,Condition,SNOMED,S
4120288,From initial search,Oversensing cardiac pacemaker,Condition,SNOMED,S
4120289,From initial search,Implanted defibrillator electrode displacement,Condition,SNOMED,S
4120290,From initial search,Implanted defibrillator generator failure,Condition,SNOMED,S
4120291,From initial search,High threshold for implanted defibrillator,Condition,SNOMED,S
4120945,From initial search,Pacemaker electrode infection,Condition,SNOMED,S
4120946,From initial search,Pacemaker electrode lead displacement,Condition,SNOMED,S
4120947,From initial search,Disorder of pacemaker pulse generator,Condition,SNOMED,S
4120948,From initial search,Cardiac pacemaker myoinhibition,Condition,SNOMED,S
4120949,From initial search,Cardiac pacemaker re-entrant tachycardia,Condition,SNOMED,S
4120950,From initial search,Runaway cardiac pacemaker,Condition,SNOMED,S
4120951,From initial search,Implanted defibrillator electrode lead fracture,Condition,SNOMED,S
4120952,From initial search,Disorder of defibrillator function,Condition,SNOMED,S
4120953,From initial search,Inappropriate shocks from implanted defibrillator,Condition,SNOMED,S
4121584,From descendants,Removal of IV endocardial electrode,Procedure,SNOMED,S
4122768,From initial search,Disorder of cardiac pacemaker electrode,Condition,SNOMED,S
4122769,From initial search,Infected pacemaker,Condition,SNOMED,S
4122770,From initial search,Pacemaker pulse generator failure,Condition,SNOMED,S
4122771,From descendants,Disorder of pacing function,Condition,SNOMED,S
4122772,From initial search,Undersensing cardiac pacemaker,Condition,SNOMED,S
4122773,From initial search,Cardiac pacemaker syndrome,Condition,SNOMED,S
4122774,From initial search,Disorder of implanted cardiac defibrillator electrode,Condition,SNOMED,S
4122775,From initial search,Implanted defibrillator electrode infection,Condition,SNOMED,S
4122776,From initial search,Disorder of implanted defibrillator generator,Condition,SNOMED,S
4125013,From initial search,Failure of cardiac pacemaker to capture,Condition,SNOMED,S
4125014,From initial search,Cardiac pacemaker electrical interference,Condition,SNOMED,S
4125015,From initial search,Cross-talk in dual chamber cardiac pacemaker,Condition,SNOMED,S
4125016,From initial search,Implanted defibrillator electrode lead displacement,Condition,SNOMED,S
4125017,From initial search,Implanted defibrillator generator infection,Condition,SNOMED,S
4125933,From descendants,Insertion of IV endocardial electrode,Procedure,SNOMED,S
4136517,From initial search,Replacement of transvenous ventricular pacemaker electrode leads,Procedure,SNOMED,S
4137700,From initial search,Implantation of cardioverter defibrillator with one electrode lead,Procedure,SNOMED,S
4138468,From descendants,External ventricular defibrillation,Procedure,SNOMED,S
4138751,From initial search,Cardioverter defibrillator procedure,Procedure,SNOMED,S
4138896,From initial search,Cardiac pacemaker active on electrocardiogram,Condition,SNOMED,S
4140976,From initial search,Check artificial pacemaker for amperage threshold,Procedure,SNOMED,S
4140992,From initial search,Insertion of permanent atrial pacemaker with transvenous electrodes,Procedure,SNOMED,S
4142917,From initial search,"Insertion of permanent pacemaker with transvenous electrodes, AV sequential",Procedure,SNOMED,S
4144100,From initial search,Revision of automatic implantable cardioverter/defibrillator,Procedure,SNOMED,S
4144860,From initial search,Implantation of emergency intravenous cardiac pacemaker,Procedure,SNOMED,S
4144899,From initial search,Implantation of cardioverter defibrillator with two electrode leads,Procedure,SNOMED,S
4144921,From initial search,Implantation of cardiac pacemaker,Procedure,SNOMED,S
4145787,From descendants,Replacement of IV endocardial electrode,Procedure,SNOMED,S
4149327,From descendants,"Replacement of electronic heart device, pulse generator",Procedure,SNOMED,S
4150419,From initial search,Implantation of intravenous dual chamber permanent cardiac pacemaker,Procedure,SNOMED,S
4152132,From initial search,"Electronic wave or pacemaker analysis, remote",Procedure,SNOMED,S
4152603,From initial search,Fibrosis of cardiac pacemaker electrode,Condition,SNOMED,S
4152713,From initial search,Seen by cardiac pacemaker technician,Observation,SNOMED,S
4155081,From initial search,Disorder of cardiac pacemaker system,Condition,SNOMED,S
4155152,From descendants,Magnet induced pacing,Procedure,SNOMED,S
4155153,From descendants,Atrioventricular sequential pacing,Procedure,SNOMED,S
4161527,From initial search,Removal of temporary cardiac pacemaker lead using fluoroscopic guidance,Procedure,SNOMED,S
4161821,From descendants,Ventricular pacing lead positioned,Procedure,SNOMED,S
4162052,From initial search,Insertion of cardiac defibrillator using fluoroscopic guidance,Procedure,SNOMED,S
4164309,From descendants,"Implantation of electrode into cardiac ventricle, replacement",Procedure,SNOMED,S
4171841,From initial search,Fluoroscopic monitoring and radiography for cardiac pacemaker insertion,Procedure,SNOMED,S
4174419,From initial search,Maintenance of temporary cardiac pacemaker settings,Procedure,SNOMED,S
4174878,From initial search,Maintenance of temporary cardiac pacemaker system,Procedure,SNOMED,S
4175656,From initial search,Maintenance of temporary epicardial cardiac pacemaker system,Procedure,SNOMED,S
4177682,From descendants,Biphasic defibrillation procedure,Procedure,SNOMED,S
4179363,From initial search,Implantation of cardiac resynchronization therapy implantable pacemaker,Procedure,SNOMED,S
4180293,From initial search,Implantation of intravenous single chamber cardiac pacemaker system,Procedure,SNOMED,S
4180298,From initial search,Implantation of intravenous cardiac resynchronization therapy implantable pacemaker,Procedure,SNOMED,S
4180456,From descendants,Monophasic defibrillation,Procedure,SNOMED,S
4180890,From initial search,Transvenous implantation of automatic cardiac defibrillator,Procedure,SNOMED,S
4181003,From initial search,Replacement of cardioverter defibrillator,Procedure,SNOMED,S
4181993,From initial search,Finding of cardiac pacemaker electrocardiographic pattern,Condition,SNOMED,S
4183537,From descendants,Initial implantation of cardiac single-chamber device,Procedure,SNOMED,S
4184306,From initial search,Insertion of carotid pacemaker,Procedure,SNOMED,S
4185147,From initial search,Cardiac pacemaker observable,Observation,SNOMED,S
4185148,From descendants,Cardiac pacing rate,Observation,SNOMED,S
4185446,From descendants,Diaphragm pacing rate,Observation,SNOMED,S
4187537,From initial search,Removal of cardiac pacemaker electrodes with replacement,Procedure,SNOMED,S
4191948,From initial search,Implantation of internal cardiac defibrillator,Procedure,SNOMED,S
4193790,From descendants,Removal of electronic stimulator of brain with synchronous replacement,Procedure,SNOMED,S
4198013,From initial search,Replacement of permanent cardiac pacemaker using fluoroscopic guidance,Procedure,SNOMED,S
4198540,From initial search,Electronic analysis of dual chamber internal cardiac pacemaker system with reprogramming,Procedure,SNOMED,S
4199753,From initial search,Removal of neuropacemaker of brain,Procedure,SNOMED,S
4201134,From initial search,Electronic analysis of dual chamber internal cardiac pacemaker system without reprogramming,Procedure,SNOMED,S
4201196,From initial search,Mechanical malfunction of biventricular automatic implantable cardioverter defibrillator,Condition,SNOMED,S
4202898,From initial search,Malfunction of biventricular cardiac pacemaker,Condition,SNOMED,S
4202955,From initial search,Implantation of complex one wire intravenous cardiac pacemaker,Procedure,SNOMED,S
4203562,From initial search,Reimplantation of cardiac pacemaker electrode,Procedure,SNOMED,S
4204395,From initial search,"Insertion of permanent pacemaker with transvenous electrodes, ventricular",Procedure,SNOMED,S
4205990,From initial search,Implantation of simple one wire intravenous cardiac pacemaker,Procedure,SNOMED,S
4205991,From initial search,Implantation of complex two wire intravenous cardiac pacemaker,Procedure,SNOMED,S
4206128,From initial search,Implantation of temporary intravenous cardiac pacemaker,Procedure,SNOMED,S
4209748,From initial search,Removal of automatic implantable cardioverter/defibrillator pads and electrodes,Procedure,SNOMED,S
4209904,From initial search,Revision of pacemaker electrode leads,Procedure,SNOMED,S
4210734,From initial search,Removal of spinal pacemaker with synchronous replacement,Procedure,SNOMED,S
4212871,From initial search,Diaphragm pacemaker observable,Observation,SNOMED,S
4215909,From initial search,Artificial pacemaker rate check,Procedure,SNOMED,S
4216345,From initial search,Replacement of cardiac pacemaker with single chamber pacemaker not specified as rate responsive,Procedure,SNOMED,S
4216485,From initial search,Removal of internal cardiac defibrillator,Procedure,SNOMED,S
4216602,From descendants,Removal of sacral nerve stimulator,Procedure,SNOMED,S
4217643,From initial search,Electro-mechanical dissociation caused by cardiac pacemaker,Condition,SNOMED,S
4217923,From initial search,Replacement of neural pacemaker from peripheral nerve,Procedure,SNOMED,S
4223369,From initial search,"Electronic analysis of internal pacemaker system, complete",Procedure,SNOMED,S
4225150,From descendants,Intraventricular pacing,Procedure,SNOMED,S
4226342,From descendants,Bundle of His pacing,Procedure,SNOMED,S
4228672,From initial search,Removal of cardioverter/defibrillator pulse generator without replacement,Procedure,SNOMED,S
4229766,From initial search,Replacement of temporary transvenous pacemaker system,Procedure,SNOMED,S
4232614,From initial search,Check artificial pacemaker for voltage threshold,Procedure,SNOMED,S
4233296,From initial search,Hematoma caused by cardiac pacemaker,Condition,SNOMED,S
4234975,From descendants,Removal of electrodes from peripheral nerve with synchronous replacement,Procedure,SNOMED,S
4235124,From descendants,"Replacement of electronic heart device, transvenous electrode",Procedure,SNOMED,S
4235141,From initial search,Check artificial pacemaker,Procedure,SNOMED,S
4236489,From descendants,Intraoperative cardiac pacing and mapping,Procedure,SNOMED,S
4237586,From descendants,Removal of electronic heart device battery,Procedure,SNOMED,S
4238833,From descendants,Removal of epicardial electrodes,Procedure,SNOMED,S
4238843,From descendants,"Implantation of electrode into cardiac atrium and ventricle, replacement",Procedure,SNOMED,S
4239324,From descendants,Repair of cardiac pulse generator,Procedure,SNOMED,S
4241102,From descendants,Temporary transcutaneous pacing,Procedure,SNOMED,S
4242529,From initial search,Removal of cardiac pacemaker and replacement with single-chamber cardiac device,Procedure,SNOMED,S
4243151,From initial search,Repair of pacemaker with replacement of pulse generator,Procedure,SNOMED,S
4243335,From descendants,Initial implantation of cardiac dual-chamber device,Procedure,SNOMED,S
4243615,From initial search,Monitoring of pacemaker,Observation,SNOMED,S
4244395,From initial search,Temporary insertion of pacemaker into atrium by transvenous route,Procedure,SNOMED,S
4246210,From descendants,"Implantation of cardiac dual-chamber device, replacement",Procedure,SNOMED,S
4249002,From descendants,Removal of neurostimulator electrode from peripheral nerve,Procedure,SNOMED,S
4250607,From initial search,Replacement of transvenous atrial and ventricular pacemaker electrode leads,Procedure,SNOMED,S
4251175,From initial search,Uterine pacemaker,Observation,SNOMED,S
4251591,From initial search,Pacemaker care assessment,Procedure,SNOMED,S
4254785,From initial search,Pacemaker care education,Observation,SNOMED,S
4261878,From initial search,Pacemaker care management,Procedure,SNOMED,S
4263193,From initial search,Removal of neuropacemaker of peripheral nerve,Procedure,SNOMED,S
4263207,From initial search,Repositioning of cardioverter/defibrillator leads,Procedure,SNOMED,S
4268034,From initial search,Implantation of diaphragmatic pacemaker,Procedure,SNOMED,S
4270363,From initial search,Removal of cardiac pacemaker,Procedure,SNOMED,S
4275747,From initial search,Subcutaneous implantation of cardiac pacemaker,Procedure,SNOMED,S
4280489,From initial search,Check artificial pacemaker by slew rate check,Procedure,SNOMED,S
4280816,From initial search,Repositioning of cardioverter/defibrillator pulse generator,Procedure,SNOMED,S
4281670,From initial search,Implantation of cardiac temporary transvenous pacemaker system during and immediately following cardiac surgery,Procedure,SNOMED,S
4286037,From initial search,Electrocardiographic recording from artificial pacemaker,Procedure,SNOMED,S
4286047,From descendants,Insertion of permanent transvenous electrodes,Procedure,SNOMED,S
4287115,From descendants,Intra-atrial pacing,Procedure,SNOMED,S
4290930,From initial search,Insertion of pacemaker pulse generator,Procedure,SNOMED,S
4293626,From initial search,Replacement of cardiac pacemaker device with dual-chamber device,Procedure,SNOMED,S
4294868,From initial search,Renewal of intravenous cardiac pacemaker system,Procedure,SNOMED,S
4296792,From initial search,"Removal of cardiac pacemaker with replacement by single-chamber device, rate-responsive",Procedure,SNOMED,S
4299518,From initial search,Removal of pacemaker electrode leads without replacement,Procedure,SNOMED,S
4300181,From initial search,Revision of permanent cardiac pacemaker device,Procedure,SNOMED,S
4300434,From descendants,Induction of arrhythmia by electrical pacing,Procedure,SNOMED,S
4301015,From initial search,Cardiac arrest due to pacemaker failure,Condition,SNOMED,S
4307238,From initial search,Creation of cardiac pacemaker pocket new site in subcutaneous tissue,Procedure,SNOMED,S
4308117,From initial search,Relocation of automatic implantable cardioverter/defibrillator,Procedure,SNOMED,S
4308455,From initial search,Maintenance of temporary epicardial cardiac pacemaker settings,Procedure,SNOMED,S
4310280,From initial search,Maintenance of permanent cardiac pacemaker settings,Procedure,SNOMED,S
4315013,From initial search,Repair of pacemaker electrodes,Procedure,SNOMED,S
4318831,From initial search,Removal of neuropacemaker from peripheral nerve with synchronous replacement,Procedure,SNOMED,S
4322483,From descendants,Removal of epicardial electrodes with replacement of epicardial lead,Procedure,SNOMED,S
4322971,From initial search,"Replacement of automatic cardioverter/defibrillator, total system",Procedure,SNOMED,S
4328649,From initial search,Reposition of permanent cardiac pacemaker using fluoroscopic guidance,Procedure,SNOMED,S
4329105,From initial search,Fluoroscopy of heart for checking of permanent cardiac pacemaker position,Procedure,SNOMED,S
4329391,From initial search,Removal of cardiac pacemaker lead using fluoroscopic guidance,Procedure,SNOMED,S
4331102,From initial search,Management of permanent pacemaker,Procedure,SNOMED,S
4331222,From initial search,Insertion of temporary cardiac pacemaker using fluoroscopic guidance,Procedure,SNOMED,S
4332711,From descendants,Removal of neurostimulator electrode from spinal nerve root,Procedure,SNOMED,S
4333083,From initial search,Fluoroscopy of heart for checking of cardiac pacemaker electrode position,Procedure,SNOMED,S
4335171,From initial search,Revision of skin pocket for pacemaker,Procedure,SNOMED,S
4335369,From initial search,Infection of biventricular cardiac pacemaker,Condition,SNOMED,S
4335395,From initial search,Malfunction of cardiac pacemaker,Condition,SNOMED,S
4335529,From initial search,Replacement of cardiac defibrillator using fluoroscopic guidance,Procedure,SNOMED,S
35609510,From initial search,Treatment Escalation Plan decision - appropriate for deactivation of implantable cardioverter defibrillator,Observation,SNOMED,S
35609511,From initial search,Treatment Escalation Plan decision - not appropriate for deactivation of implantable cardioverter defibrillator,Observation,SNOMED,S
35622031,From initial search,Intraoperative insertion of cardiac pacemaker,Procedure,SNOMED,S
36675210,From initial search,Replacement of cardiac biventricular implantable cardioverter defibrillator,Procedure,SNOMED,S
36802693,From initial search,"Insertion of Defibrillator Lead into Mediastinum, Open Approach",Procedure,ICD10PCS,S
36802694,From initial search,"Insertion of Defibrillator Lead into Mediastinum, Percutaneous Approach",Procedure,ICD10PCS,S
36802695,From initial search,"Insertion of Defibrillator Lead into Mediastinum, Percutaneous Endoscopic Approach",Procedure,ICD10PCS,S
36802696,From initial search,"Removal of Defibrillator Lead from Mediastinum, Open Approach",Procedure,ICD10PCS,S
36802697,From initial search,"Removal of Defibrillator Lead from Mediastinum, Percutaneous Approach",Procedure,ICD10PCS,S
36802698,From initial search,"Removal of Defibrillator Lead from Mediastinum, Percutaneous Endoscopic Approach",Procedure,ICD10PCS,S
36802699,From initial search,"Removal of Defibrillator Lead from Mediastinum, External Approach",Procedure,ICD10PCS,S
36802700,From initial search,"Revision of Defibrillator Lead in Mediastinum, Open Approach",Procedure,ICD10PCS,S
36802701,From initial search,"Revision of Defibrillator Lead in Mediastinum, Percutaneous Approach",Procedure,ICD10PCS,S
36802702,From initial search,"Revision of Defibrillator Lead in Mediastinum, Percutaneous Endoscopic Approach",Procedure,ICD10PCS,S
36802703,From initial search,"Revision of Defibrillator Lead in Mediastinum, External Approach",Procedure,ICD10PCS,S
36802771,From initial search,"Insertion of Dual-Chamber Intracardiac Pacemaker into Right Atrium, Percutaneous Approach, New Technology Group 9",Procedure,ICD10PCS,S
