medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
7281511000006118	Type 2 diabetes mellitus uncontrolled	^ESCTTY728151		443694000	3321322011		32	master only (1)
7287611000006113	Type 1 diabetes mellitus uncontrolled	^ESCTTY728761		444073006	2967763015		32	master only (1)
7287621000006117	Type I diabetes mellitus uncontrolled	^ESCTTY728762		444073006	2842075017		32	master only (1)
7708051000006112	Gastroparesis due to diabetes mellitus type I	^ESCTGA770805		713702000	3297354019		32	master only (1)
7708071000006119	Gastroparesis due to diabetes mellitus type II	^ESCTGA770807		713703005	3297368014		32	master only (1)
7708091000006118	Polyneuropathy due to type 1 diabetes mellitus	^ESCTPO770809		713705003	3297342019		32	master only (1)
7708121000006119	Polyneuropathy due to diabetes mellitus type II	^ESCTPO770812		713706002	3297366013		32	master only (1)
7783451000006114	Hypoglycaemic coma co-occurrent and due to diabetes mellitus type II	^ESCTHY778345		719216001	7783451000006114		32	master only (1)
8022441000006118	Neuropathic arthropathy due to type 1 diabetes mellitus	^ESCTNE802244		71771000119100	3012218016		32	master only (1)
8022461000006119	Diabetic neuropathic arthropathy due to type 1 diabetes mellitus	^ESCTDI802246		71771000119100	3013379014		32	master only (1)
8022471000006114	Diabetes mellitus type 1 with diabetic Charcot's arthropathy	^ESCTDI802247		71771000119100	3028508015		32	master only (1)
11927561000006118	Hypoglycemic coma co-occurrent and due to diabetes mellitus type II	^ESCT1192756		719216001	3315456014		32	master only (1)
12166101000006119	Retinopathy co-occurrent and due to diabetes mellitus	^ESCT1216610		4855003	3688791016		32	master only (1)
12166111000006116	Retinopathy due to diabetes mellitus	^ESCT1216611		4855003	3688792011		32	master only (1)
12174801000006114	Eye disorder due to diabetes mellitus	^ESCT1217480		25093002	12174801000006114		32	master only (1)
12174811000006112	Disorder of eye co-occurrent and due to diabetes mellitus	^ESCT1217481		25093002	3688437018		32	master only (1)
12183221000006110	Cataract co-occurrent and due to diabetes mellitus	^ESCT1218322		43959009	3686318016		32	master only (1)
12183231000006113	Cataract due to diabetes mellitus	^ESCT1218323		43959009	3688520011		32	master only (1)
12185421000006113	Polyneuropathy due to diabetes mellitus	^ESCT1218542		49455004	3695673019		32	master only (1)
12185431000006111	Polyneuropathy co-occurrent and due to diabetes mellitus	^ESCT1218543		49455004	3695674013		32	master only (1)
12186011000006117	Autonomic neuropathy with diabetes mellitus	^ESCT1218601		50620007	3698364019		32	master only (1)
12186021000006113	Autonomic neuropathy co-occurrent and due to diabetes mellitus	^ESCT1218602		50620007	3698365018		32	master only (1)
12218501000006114	Disorder of kidney co-occurrent and due to diabetes mellitus	^ESCT1221850		127013003	3688487013		32	master only (1)
12218511000006112	Kidney disorder due to diabetes mellitus	^ESCT1221851		127013003	12218511000006112		32	master only (1)
12220661000006118	Asymptomatic neuropathy co-occurrent and due to diabetes mellitus	^ESCT1222066		193185007	3698385019		32	master only (1)
12220671000006113	Asymptomatic neuropathy with diabetes mellitus	^ESCT1222067		193185007	3698386018		32	master only (1)
12221151000006118	Mononeuropathy co-occurrent and due to diabetes mellitus	^ESCT1222115		230577008	3697662013		32	master only (1)
12221241000006112	Disorder of macula co-occurrent and due to diabetes mellitus	^ESCT1222124		232020009	3690138017		32	master only (1)
12221251000006114	Maculopathy due to diabetes mellitus	^ESCT1222125		232020009	3690525017		32	master only (1)
12221261000006111	Maculopathy with diabetes mellitus	^ESCT1222126		232020009	3698427014		32	master only (1)
12224761000006115	Severe NPDR (nonproliferative diabetic retinopathy)	^ESCT1222476		312905005	3691865016		32	master only (1)
12224811000006110	Macular oedema co-occurrent and due to diabetes mellitus	^ESCT1222481		312912001	3690140010		31	master only (1)
112224821000006119	Macular edema co-occurrent and due to diabetes mellitus	^ESCT1222482		312912001	3690141014		31	master only (1)
12224831000006116	Macular edema due to diabetes mellitus	^ESCT1222483		312912001	3690600017		31	master only (1)
12224841000006114	Macular oedema due to diabetes mallitus	^ESCT1222484		312912001	3690601018		31	master only (1)
12295441000006116	Nonproliferative retinopathy co-occurrent and due to diabetes mellitus	^ESCT1229544		390834004	3688867015		32	master only (1)
12331051000006112	Mononeuropathy with type 2 diabetes mellitus	^ESCT1233105		420436000	12331051000006112		32	master only (1)
12331061000006114	Mononeuropathy co-occurrent and due to type 2 diabetes mellitus	^ESCT1233106		420436000	3697666011		32	master only (1)
12331221000006112	Exudative maculopathy with type 1 diabetes mellitus	^ESCT1233122		420486006	12331221000006112		32	master only (1)
12331231000006110	Exudative maculopathy co-occurrent and due to type 1 diabetes mellitus	^ESCT1233123		420486006	3698520014		32	master only (1)
12332101000006118	Cataract due to diabetes mellitus type 2	^ESCT1233210		420756003	12332101000006118		32	master only (1)
12332111000006115	Cataract co-occurrent and due to diabetes mellitus type 2	^ESCT1233211		420756003	3687731016		32	master only (1)
12332271000006117	Retinopathy with type 1 diabetes mellitus	^ESCT1233227		420789003	12332271000006117		32	master only (1)
12332281000006119	Retinopathy co-occurrent and due to type 1 diabetes mellitus	^ESCT1233228		420789003	3699406011		32	master only (1)
12332751000006115	Mononeuropathy with type 1 diabetes mellitus	^ESCT1233275		420918009	12332751000006115		32	master only (1)
12332761000006118	Mononeuropathy co-occurrent and due to type 1 diabetes mellitus	^ESCT1233276		420918009	3698496011		32	master only (1)
12334131000006118	Neurological disorder co-occurrent and due to type 2 diabetes mellitus	^ESCT1233413		421326000	3695405016		32	master only (1)
12334141000006111	Neurological disorder with diabetes type 2	^ESCT1233414		421326000	12334141000006111		32	master only (1)
12334611000006115	Neurological disorder with type 1 diabetes mellitus	^ESCT1233461		421468001	12334611000006115		32	master only (1)
12334621000006111	Neurological disorder co-occurrent and due to type 1 diabetes mellitus	^ESCT1233462		421468001	3695402018		32	master only (1)
12335671000006113	Exudative maculopathy with type 2 diabetes mellitus	^ESCT1233567		421779007	12335671000006113		32	master only (1)
12335681000006111	Exudative maculopathy co-occurrent and due to type 2 diabetes mellitus	^ESCT1233568		421779007	3698530017		32	master only (1)
12335981000006115	Peripheral vascular disorder co-occurrent and due to diabetes mellitus	^ESCT1233598		421895002	3688500010		32	master only (1)
12335991000006117	Peripheral vascular disorder due to diabetes mellitus	^ESCT1233599		421895002	12335991000006117		32	master only (1)
12336111000006119	Cataract due to diabetes mellitus type 1	^ESCT1233611		421920002	12336111000006119		32	master only (1)
12336121000006110	Cataract co-occurrent and due to diabetes mellitus type 1	^ESCT1233612		421920002	3686884016		32	master only (1)
12336531000006116	Retinopathy with type 2 diabetes mellitus	^ESCT1233653		422034002	12336531000006116		32	master only (1)
12336541000006114	Retinopathy co-occurrent and due to type 2 diabetes mellitus	^ESCT1233654		422034002	3699409016		32	master only (1)
12336851000006113	Nervous system disorder due to diabetes mellitus	^ESCT1233685		422088007	12336851000006113		32	master only (1)
12336861000006110	Disorder of nervous system co-occurrent and due to diabetes mellitus	^ESCT1233686		422088007	3688362017		32	master only (1)
12336871000006115	Disorder of eye with type 2 diabetes mellitus	^ESCT1233687		422099009	12336871000006115		32	master only (1)
12336881000006117	Disorder of eye co-occurrent and due to type 2 diabetes mellitus	^ESCT1233688		422099009	3698441017		32	master only (1)
12363661000006113	Gastroparesis with type 1 diabetes mellitus	^ESCT1236366		713702000	12363661000006113		32	master only (1)
12363671000006118	Gastroparesis co-occurrent and due to type 1 diabetes mellitus	^ESCT1236367		713702000	3698407013		32	master only (1)
12363681000006115	Gastroparesis with type 2 diabetes mellitus	^ESCT1236368		713703005	12363681000006115		32	master only (1)
12363691000006117	Gastroparesis co-occurrent and due to type 2 diabetes mellitus	^ESCT1236369		713703005	3698411019		32	master only (1)
12363721000006110	Polyneuropathy co-occurrent and due to type 1 diabetes mellitus	^ESCT1236372		713705003	3696383017		32	master only (1)
12363731000006113	Polyneuropathy co-occurrent and due to type 2 diabetes mellitus	^ESCT1236373		713706002	3696410013		32	master only (1)
12370271000006116	Disorder of eye with type 1 diabetes mellitus	^ESCT1237027		739681000	12370271000006116		32	master only (1)
12370281000006118	Disorder of eye co-occurrent and due to type 1 diabetes mellitus	^ESCT1237028		739681000	3698437016		32	master only (1)
12489851000006117	Type II diabetes mellitus with exudative maculopathy	^ESCT1248985		421779007	938331000006118		32	master only (1)
12702361000006111	Diabetic cataract associated with type 1 diabetes mellitus	^ESCT1270236		421920002	2967908016		32	master only (1)
12702371000006116	Mononeuropathy associated with type 1 diabetes mellitus	^ESCT1270237		420918009	2623031016		32	master only (1)
12702381000006118	Diabetic oculopathy due to type I diabetes mellitus	^ESCT1270238		739681000	3537386015		32	master only (1)
12702391000006115	Diabetic cataract associated with type 2 diabetes mellitus	^ESCT1270239		420756003	2967753011		32	master only (1)
12702401000006118	Mononeuropathy associated with type 2 diabetes mellitus	^ESCT1270240		420436000	2967756015		32	master only (1)
12702411000006115	Type II diabetes mellitus with neurological complications	^ESCT1270241		421326000	84931000006113		32	master only (1)
12702421000006111	Type II diabetes mellitus with ophthalmic complications	^ESCT1270242		422099009	12702421000006111		32	master only (1)
12703991000006112	[X]Unspecified diabetes mellitus with renal complications	^ESCT1270399		127013003	430881000006111		32	master only (1)
12704391000006113	Neurologic disorder associated with diabetes mellitus	^ESCT1270439		422088007	2618195014		32	master only (1)
12704401000006110	Diabetic oculopathy	^ESCT1270440		25093002	42062018		32	master only (1)
12704411000006113	Peripheral circulatory disorder associated with diabetes mellitus	^ESCT1270441		421895002	2618203015		32	master only (1)
12704941000006117	Neurological disorder associated with type 1 diabetes mellitus	^ESCT1270494		421468001	2623029013		32	master only (1)
12704951000006115	Diabetic retinopathy associated with type 1 diabetes mellitus	^ESCT1270495		420789003	2967894011		32	master only (1)
12704961000006118	Diabetic oculopathy associated with type 2 diabetes mellitus	^ESCT1270496		422099009	2967746019		32	master only (1)
12704971000006113	Neurologic disorder associated with type 2 diabetes mellitus	^ESCT1270497		421326000	2623027010		32	master only (1)
12704981000006111	Diabetic retinopathy associated with type 2 diabetes mellitus	^ESCT1270498		422034002	2967760017		32	master only (1)
12704991000006114	Ketoacidotic coma in type 2 diabetes mellitus	^ESCT1270499		421847006	2967777017		32	master only (1)
12705001000006119	Exudative maculopathy associated with type 1 diabetes mellitus	^ESCT1270500		420486006	2967767019		32	master only (1)
12705011000006116	Exudative maculopathy associated with type 2 diabetes mellitus	^ESCT1270501		421779007	2967775013		32	master only (1)
12705071000006113	Gastroparesis due to type 1 diabetes mellitus	^ESCT1270507		713702000	3297343012		32	master only (1)
12705081000006111	Gastroparesis due to type 2 diabetes mellitus	^ESCT1270508		713703005	3297356017		32	master only (1)
12762301000006111	Diabetic oculopathy associated with type 2 diabetes mellitus	^ESCT1276230		422099009	914051000006113		32	master only (1)
