medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
772161000006119	Insulin dependent diabetes mellitus	C1000-1	C100011	73211009	121589010		32	master only (1)
787101000006114	IDDM with peripheral circulatory disorder	C1073	C107300	421895002	2618203015		32	master only (1)
787111000006112	IDDM-Insulin dependent diabetes mellitus	C108-1	C108.11	73211009	121589010		32	master only (1)
817481000006113	HbA1 > 10% - bad control	42c2	42c2.00	165681007	2767754019		11	master only (1)
841011000006112	High risk non proliferative diabetic retinopathy	F4208	F420800	312905005	1775725011		32	master only (1)
841351000006110	Insulin treated Type II diabetes mellitus	C109J-2	C109J12	237599002	1223147012		32	master only (1)
881441000006111	Diabetes mellitus - juvenile	C1000-99	C100099	73211009	881441000006111		32	master only (1)
881461000006110	Diabetes+ketoacidosis -no coma	C101-99	C101.99	420422005	881461000006110		32	master only (1)
881471000006115	Diabetes with coma	C103-99	C103.99	26298008	881471000006115		32	master only (1)
881481000006117	Diabetes + nephropathy	C104-99	C104.99	127013003	881481000006117		32	master only (1)
881491000006119	Diabetes + eye manifestation	C105-99	C105.99	25093002	881491000006119		32	master only (1)
881511000006113	Diabetes + periph.circulat.dis	C107-99	C107.99	422275004	881511000006113		32	master only (1)
913441000006119	Insulin-dependent diabetes mellitus with renal complications	C10E0-2	C10E012	127013003	301016		32	master only (1)
913461000006115	Type I diabetes mellitus with renal complications	C10E0-1	C10E011	421893009	2623054013		32	master only (1)
913471000006110	Insulin-dependent diabetes mellitus with ophthalmic comps	C10E1-2	C10E112	25093002	3688467012		32	master only (1)
913491000006111	Type I diabetes mellitus with ophthalmic complications	C10E1-1	C10E111	739681000	3698438014		32	master only (1)
913501000006115	Insulin-dependent diabetes mellitus with neurological comps	C10E2-2	C10E212	422088007	3688477014		32	master only (1)
913521000006113	Type I diabetes mellitus with neurological complications	C10E2-1	C10E211	421468001	3695401013		32	master only (1)
913531000006111	Insulin dependent diabetes mellitus with multiple complicat	C10E3-2	C10E312	385041000000108	760111000000115		32	master only (1)
913551000006116	Type I diabetes mellitus with multiple complications	C10E3-1	C10E311	422228004	2967771016		32	master only (1)
913621000006112	Insulin dependent diabetes mellitus with gangrene	C10E6-2	C10E612	422275004	2616612015		32	master only (1)
913651000006115	Insulin dependent diabetes mellitus with retinopathy	C10E7-2	C10E712	4855003	9093013		32	master only (1)
913671000006113	Type I diabetes mellitus with retinopathy	C10E7-1	C10E711	420789003	3699407019		32	master only (1)
913681000006111	Insulin dependent diabetes mellitus - poor control	C10E8-2	C10E812	268519009	401531012		32	master only (1)
913711000006112	Insulin dependent diabetes maturity onset	C10E9-2	C10E912	73211009	121589010		32	master only (1)
913771000006115	Insulin dependent diabetes mellitus with mononeuropathy	C10EB-2	C10EB12	230577008	345492010		32	master only (1)
913791000006119	Type I diabetes mellitus with mononeuropathy	C10EB-1	C10EB11	420918009	3697664014		32	master only (1)
913801000006118	Insulin dependent diabetes mellitus with polyneuropathy	C10EC-2	C10EC12	49455004	82373015		32	master only (1)
913821000006111	Type I diabetes mellitus with polyneuropathy	C10EC-1	C10EC11	713705003	3297390014		32	master only (1)
913831000006114	Insulin dependent diabetes mellitus with nephropathy	C10ED-2	C10ED12	127013003	301016		32	master only (1)
913851000006119	Type I diabetes mellitus with nephropathy	C10ED-1	C10ED11	421893009	2623054013		32	master only (1)
913891000006113	Insulin dependent diabetes mellitus with diabetic cataract	C10EF-2	C10EF12	43959009	73294018		32	master only (1)
913911000006110	Type I diabetes mellitus with diabetic cataract	C10EF-1	C10EF11	421920002	3688521010		32	master only (1)
913921000006119	Insulin dependent diab mell with peripheral angiopathy	C10EG-2	C10EG12	421895002	2618203015		32	master only (1)
914041000006111	Type II diabetes mellitus with renal complications	C10F0-1	C10F011	420279001	3013392012		32	master only (1)
914061000006110	Type II diabetes mellitus with ophthalmic complications	C10F1-1	C10F111	422099009	3698440016		32	master only (1)
914081000006117	Type II diabetes mellitus with neurological complications	C10F2-1	C10F211	421326000	3695406015		32	master only (1)
914161000006114	Type II diabetes mellitus with retinopathy	C10F6-1	C10F611	422034002	3699410014		32	master only (1)
914231000006111	Type II diabetes mellitus with mononeuropathy	C10FA-1	C10FA11	420436000	3697667019		32	master only (1)
914251000006116	Type II diabetes mellitus with polyneuropathy	C10FB-1	C10FB11	713706002	3297353013		32	master only (1)
914271000006114	Type II diabetes mellitus with nephropathy	C10FC-1	C10FC11	420279001	3013392012		32	master only (1)
914311000006114	Type II diabetes mellitus with diabetic cataract	C10FE-1	C10FE11	420756003	3688522015		32	master only (1)
928471000006114	Type I diabetes mellitus with persistent proteinuria	C10EK-1	C10EK11	420514000	2967914011		32	master only (1)
928491000006110	Type I diabetes mellitus with persistent microalbuminuria	C10EL-1	C10EL11	401110002	1780311019		32	master only (1)
928511000006116	Type I diabetes mellitus with ketoacidosis	C10EM-1	C10EM11	420270002	2967817017		32	master only (1)
928531000006110	Type I diabetes mellitus with ketoacidotic coma	C10EN-1	C10EN11	421075007	2967758019		32	master only (1)
928551000006115	Type II diabetes mellitus with persistent proteinuria	C10FL-1	C10FL11	421986006	2967751013		32	master only (1)
928571000006113	Type II diabetes mellitus with persistent microalbuminuria	C10FM-1	C10FM11	420715001	2967769016		32	master only (1)
928591000006114	Type II diabetes mellitus with ketoacidosis	C10FN-1	C10FN11	421750000	2967754017		32	master only (1)
928611000006115	Type II diabetes mellitus with ketoacidotic coma	C10FP-1	C10FP11	421847006	2618218019		32	master only (1)
938311000006112	Type I diabetes mellitus with exudative maculopathy	C10EP-1	C10EP11	420486006	2618236019		32	master only (1)
938331000006118	Type II diabetes mellitus with exudative maculopathy	C10FQ-1	C10FQ11	421779007	3698529010		32	master only (1)
1667921000000117	Type II diabetes mellitus with gastroparesis	C10FR-1	C10FR11	713703005	3698412014		32	master only (1)
1667941000000112	Type I diabetes mellitus with gastroparesis	C10EQ-1	C10EQ11	713702000	3698406016		32	master only (1)
1884591000006118	Further diabetic monitoring	66o	66o..00	170742000	264676010		1	master only (1)
2576431000006117	DR - Diabetic retinopathy	^ESCTDR257643		4855003	1230610015		32	master only (1)
2900941000006117	Ophthalmic manifestations of diabetes	^ESCTOP290094		25093002	42064017		32	master only (1)
2900951000006115	Diabetic eye disease	^ESCTDI290095		25093002	42066015		32	master only (1)
2920961000006110	Diabetic coma with ketoacidosis	^ESCTDI292096		26298008	44045012		32	master only (1)
2920971000006115	Diabetic acidosis with coma	^ESCTDI292097		26298008	44046013		32	master only (1)
2920981000006117	Diabetic coma	^ESCTDI292098		26298008	44048014		32	master only (1)
3209431000006116	Diabetes mellitus type II	^ESCTDI320943		44054006	73465010		32	master only (1)
3209441000006114	Diabetes mellitus type 2	^ESCTDI320944		44054006	197763012		32	master only (1)
3253231000006110	Diabetes mellitus type I	^ESCTDI325323		46635009	77728011		32	master only (1)
3253241000006117	Diabetes mellitus type 1	^ESCTDI325324		46635009	197985011		32	master only (1)
3319861000006118	Diabetic autonomic neuropathy	^ESCTDI331986		50620007	84344019		32	master only (1)
3690681000006114	DM - Diabetes mellitus	^ESCTDM369068		73211009	502372015		32	master only (1)
3712861000006110	Disorder associated with diabetes mellitus	^ESCTDI371286		74627003	2621161019		32	master only (1)
4392181000006110	Renal disorder associated with diabetes mellitus	^ESCTRE439218		127013003	2619011010		32	master only (1)
4595381000006118	Haemoglobin A1c (HbA1c) greater than 10% indicating poor diabetic control	^ESCTHA459538		165681007	2767753013		11	master only (1)
4595391000006115	Hemoglobin A1c greater than 10% indicating poor diabetic control	^ESCTHE459539		165681007	2767755018		11	master only (1)
4595401000006118	Hemoglobin A1c (HbA1c) greater than 10% indicating poor diabetic control	^ESCTHE459540		165681007	2773408014		11	master only (1)
4758061000006110	Insulin-dependent diabetes mellitus with ulcer	^ESCTIN475806		190368000	292539010		32	master only (1)
4758121000006115	Insulin-dependent diabetes maturity onset	^ESCTIN475812		190372001	292552017		32	master only (1)
4807571000006117	Ischemic ulcer diabetic foot	^ESCTIS480757		201250006	309178017		32	master only (1)
5109461000006115	Diabetes type 2 on insulin	^ESCTDI510946		237599002	3037103012		32	master only (1)
5109561000006119	Maturity onset diabetes of the young, type 2	^ESCTMA510956		237604008	2967875018		32	master only (1)
5109581000006112	Maturity onset diabetes in youth type II	^ESCTMA510958		237604008	356083015		32	master only (1)
5109591000006110	MODY - Maturity onset diabetes in youth type II	^ESCTMO510959		237604008	356084014		32	master only (1)
5109611000006116	MODY - Maturity onset diabetes in youth type 2	^ESCTMO510961		237604008	356086011		32	master only (1)
5109621000006112	MODY - Maturity onset diabetes glucokinase-related	^ESCTMO510962		237604008	356087019		32	master only (1)
5109631000006110	MODY2	^ESCTMO510963		237604008	2967834013		32	master only (1)
5109831000006114	Congenital insulin-dependent diabetes mellitus with fatal secretory diarrhea	^ESCTCO510983		237618001	356112019		31	master only (1)
5109851000006119	Insulin-dependent diabetes mellitus secretory diarrhea syndrome	^ESCTIN510985		237618001	356116016		31	master only (1)
5192411000006114	Diabetic monitoring status	^ESCTDI519241		243860001	364695019		1	master only (1)
5505651000006113	Diabetes mellitus uncontrolled	^ESCTDI550565		268519009	2920470017		27	master only (1)
6022651000006113	Severe nonproliferative retinopathy	^ESCTSE602265		312905005	1785155016		32	master only (1)
6022661000006110	Severe NPDR	^ESCTSE602266		312905005	1785156015		32	master only (1)
6022921000006114	Diabetic macular oedema	^ESCTDI602292		312912001	456717018		32	master only (1)
6022931000006112	Diabetic macular edema	^ESCTDI602293		312912001	456716010		31	master only (1)
6030001000006116	Insulin-dependent diabetes without complication	^ESCTIN603000		313435000	457327017		32	master only (1)
6050041000006115	Insulin dependent diabetes mellitus with hypoglycaemic coma	^ESCTIN605004		314771006	459162010		32	master only (1)
6050061000006116	Type I diabetes mellitus with hypoglycemic coma	^ESCTTY605006		314771006	459164011		32	master only (1)
6050071000006111	Insulin dependent diabetes mellitus with hypoglycemic coma	^ESCTIN605007		314771006	459165012		32	master only (1)
6050081000006114	Type 1 diabetes mellitus with hypoglycemic coma	^ESCTTY605008		314771006	459166013		32	master only (1)
6280411000006114	Hemoglobin A1C - diabetic control finding	^ESCTHE628041		365845005	489331011		11	master only (1)
6515171000006112	Nonproliferative diabetic retinopathy	^ESCTNO651517		390834004	2643005014		32	master only (1)
6515201000006111	NPDR - Non proliferative diabetic retinopathy	^ESCTNP651520		390834004	2579521014		32	master only (1)
6515211000006114	BDR - Background diabetic retinopathy	^ESCTBD651521		390834004	2621399015		32	master only (1)
6546301000006118	On examination - Left diabetic foot - ulcerated	^ESCTON654630		394674001	2621551019		27	master only (1)
6761821000006115	On examination - right eye preproliferative diabetic retinopathy	^ESCTON676182		408411003	2621610013		27	master only (1)
6761841000006110	On examination - left eye preproliferative diabetic retinopathy	^ESCTON676184		408412005	2621611012		27	master only (1)
6761861000006114	On examination - right eye proliferative diabetic retinopathy	^ESCTON676186		408413000	2621612017		27	master only (1)
6763731000006114	DM induced by non-steroid drug	^ESCTDM676373		408540003	2163991011		32	master only (1)
6763741000006116	DM caused by non-steroid drug	^ESCTDM676374		408540003	3290289016		32	master only (1)
6763751000006119	Diabetes mellitus caused by non-steroid drugs	^ESCTDI676375		408540003	3290374011		32	master only (1)
6951081000006112	Ketoacidosis in type I diabetes mellitus	^ESCTKE695108		420270002	2618216015		32	master only (1)
6951091000006110	Diabetes type 1 with ketoacidosis	^ESCTDI695109		420270002	3035606019		32	master only (1)
6951281000006117	Kidney disorder associated with type 2 diabetes mellitus	^ESCTKI695128		420279001	2623051017		32	master only (1)
6953861000006110	Diabetic ketoacidosis	^ESCTDI695386		420422005	2616611010		32	master only (1)
6953871000006115	Ketoacidosis in diabetes mellitus	^ESCTKE695387		420422005	2622192019		32	master only (1)
6953891000006119	Diabetic acidosis	^ESCTDI695389		420422005	2622194018		32	master only (1)
6953901000006115	DKA - diabetic ketoacidosis	^ESCTDK695390		420422005	3303994013		32	master only (1)
6954121000006112	Mononeuropathy associated with type II diabetes mellitus	^ESCTMO695412		420436000	2618201018		32	master only (1)
6954991000006112	Exudative maculopathy associated with type I diabetes mellitus	^ESCTEX695499		420486006	2618236019		32	master only (1)
6955501000006113	Persistent proteinuria associated with type I diabetes mellitus	^ESCTPE695550		420514000	2618212018		32	master only (1)
6959091000006114	Persistent microalbuminuria associated with type II diabetes mellitus	^ESCTPE695909		420715001	2618209016		32	master only (1)
6959801000006112	Diabetic cataract associated with type II diabetes mellitus	^ESCTDI695980		420756003	2618240011		32	master only (1)
6959811000006110	Diabetes type 2 with cataract	^ESCTDI695981		420756003	3035281015		32	master only (1)
6960431000006119	Diabetic retinopathy associated with type I diabetes mellitus	^ESCTDI696043		420789003	2618238018		32	master only (1)
6960441000006112	Diabetes type 1 with retinopathy	^ESCTDI696044		420789003	3035448018		32	master only (1)
6962751000006117	Mononeuropathy associated with type I diabetes mellitus	^ESCTMO696275		420918009	2618199015		32	master only (1)
6965561000006116	Ketoacidotic coma in type I diabetes mellitus	^ESCTKE696556		421075007	2618217012		32	master only (1)
6965571000006111	Diabetes mellitus type 1 with ketoacidotic coma	^ESCTDI696557		421075007	3035596015		32	master only (1)
6969921000006119	Neurologic disorder associated with type II diabetes mellitus	^ESCTNE696992		421326000	2618196010		32	master only (1)
6969931000006116	Diabetes type 2 with neurological disorder	^ESCTDI696993		421326000	3035455016		32	master only (1)
6972441000006117	Neurological disorder associated with type I diabetes mellitus	^ESCTNE697244		421468001	2618197018		32	master only (1)
6972451000006115	Diabetes type 1 with neurological disorder	^ESCTDI697245		421468001	3035338016		32	master only (1)
6977421000006110	Ketoacidosis in type II diabetes mellitus	^ESCTKE697742		421750000	2618220016		32	master only (1)
6977431000006113	Diabetes type 2 with ketoacidosis	^ESCTDI697743		421750000	3035594017		32	master only (1)
6977971000006119	Exudative maculopathy associated with type II diabetes mellitus	^ESCTEX697797		421779007	2618237011		32	master only (1)
6979251000006110	Diabetes mellitus type 2 with ketoacidotic coma	^ESCTDI697925		421847006	3035601012		32	master only (1)
6979991000006111	Renal disorder associated with type I diabetes mellitus	^ESCTRE697999		421893009	2618211013		32	master only (1)
6980001000006117	Kidney disorder associated with type 1 diabetes mellitus	^ESCTKI698000		421893009	2623057018		32	master only (1)
6980041000006115	Diabetic peripheral circulatory disorder	^ESCTDI698004		421895002	2623038010		32	master only (1)
6980431000006116	Diabetic cataract associated with type I diabetes mellitus	^ESCTDI698043		421920002	2618234016		32	master only (1)
6980441000006114	Diabetes type 1 with cataract	^ESCTDI698044		421920002	3035484013		32	master only (1)
6981621000006113	Persistent proteinuria associated with type II diabetes mellitus	^ESCTPE698162		421986006	2618210014		32	master only (1)
6982511000006110	Diabetic retinopathy associated with type II diabetes mellitus	^ESCTDI698251		422034002	2618241010		32	master only (1)
6982521000006119	Diabetes type 2 with retinopathy	^ESCTDI698252		422034002	3035295017		32	master only (1)
6983511000006117	Neurologic complication of diabetes mellitus	^ESCTNE698351		422088007	2623025019		32	master only (1)
6983521000006113	Diabetic neurologic disease	^ESCTDI698352		422088007	2623026018		32	master only (1)
6983691000006114	Diabetic oculopathy associated with type II diabetes mellitus	^ESCTDI698369		422099009	2618233010		32	master only (1)
6986151000006117	Multiple complications of type I diabetes mellitus	^ESCTMU698615		422228004	2618232017		32	master only (1)
6987011000006115	Gangrene associated with diabetes mellitus	^ESCTGA698701		422275004	2616612015		32	master only (1)
7065531000006115	Latent autoimmune diabetes mellitus in adult (LADA)	^ESCTLA706553		426875007	2674066012		32	master only (1)
