concept_id,found_from,concept_name,domain_id,vocabulary_id,standard_concept
4058384,From descendants,Nodular calcific aortic valve stenosis,Condition,SNOMED,S
4108164,From initial search,Aortic valve calcification,Condition,SNOMED,S
43021708,From initial search,Calcification of aortic valve annulus,Condition,SNOMED,S
