concept_id,concept_name,domain_id,vocabulary_id,standard_concept,ancestor_concept_id
35142207,Furosemide 40 MG [Eutensin],Drug,RxNorm Extension,S,956874
35142270,Furosemide 40 MG/ML Oral Granules [Lasix],Drug,RxNorm Extension,S,956874
35142395,Furosemide 20 MG Injectable Solution by Nichi-Iko,Drug,RxNorm Extension,S,956874
35142997,Furosemide 20 MG Oral Tablet by Nipro,Drug,RxNorm Extension,S,956874
35143463,Furosemide Oral Granules [Lasix],Drug,RxNorm Extension,S,956874
35144184,Furosemide 10 MG Oral Tablet [Lasix],Drug,RxNorm Extension,S,956874
35147333,Furosemide 20 MG Injectable Solution,Drug,RxNorm Extension,S,956874
35148597,Furosemide 40 MG Oral Tablet by Shiono Kemikaru,Drug,RxNorm Extension,S,956874
35149460,Furosemide 40 MG Extended Release Oral Capsule [Eutensin],Drug,RxNorm Extension,S,956874
35150776,Furosemide 40 MG Oral Tablet by Towa,Drug,RxNorm Extension,S,956874
35151436,Furosemide Oral Granules,Drug,RxNorm Extension,S,956874
35152680,Furosemide Extended Release Oral Capsule [Eutensin],Drug,RxNorm Extension,S,956874
35153310,Furosemide 20 MG Injectable Solution by Shiono Kemikaru,Drug,RxNorm Extension,S,956874
35154933,Furosemide 10 MG Oral Tablet,Drug,RxNorm Extension,S,956874
35155165,Furosemide 40 MG Oral Tablet by Choseido,Drug,RxNorm Extension,S,956874
35155340,Furosemide 20 MG Injectable Solution by Towa,Drug,RxNorm Extension,S,956874
35155977,Furosemide 10 MG [Lasix],Drug,RxNorm Extension,S,956874
35156496,Furosemide 40 MG Extended Release Oral Capsule,Drug,RxNorm Extension,S,956874
35157169,Furosemide 40 MG/ML Oral Granules,Drug,RxNorm Extension,S,956874
35157282,Furosemide 20 MG Oral Tablet by Shiono Kemikaru,Drug,RxNorm Extension,S,956874
35158245,Furosemide 20 MG Injectable Solution [Lasix],Drug,RxNorm Extension,S,956874
35158813,Furosemide 20 MG Oral Tablet by Choseido,Drug,RxNorm Extension,S,956874
35160502,Furosemide 100 MG [Lasix],Drug,RxNorm Extension,S,956874
35161446,Furosemide 10 MG Oral Tablet by Shiono Kemikaru,Drug,RxNorm Extension,S,956874
35603223,furosemide Injection,Drug,RxNorm,S,956874
35603224,10 ML furosemide 10 MG/ML Injection,Drug,RxNorm,S,956874
35603225,furosemide 10 MG/ML Injection,Drug,RxNorm,S,956874
35603226,2 ML furosemide 10 MG/ML Injection,Drug,RxNorm,S,956874
35603227,4 ML furosemide 10 MG/ML Injection,Drug,RxNorm,S,956874
35743162,Furosemide 40 MG Oral Tablet by Arrow Generics,Drug,RxNorm Extension,S,956874
35743163,Furosemide 20 MG Oral Tablet by Arrow Generics,Drug,RxNorm Extension,S,956874
35745620,Furosemide 50 MG/ML Injectable Solution Box of 10,Drug,RxNorm Extension,S,956874
35747353,Amiloride 5 MG / Furosemide 40 MG Oral Tablet [Co-amilofruse] by Arrow Generics,Drug,RxNorm Extension,S,956874
35751501,Amiloride 2.5 MG / Furosemide 20 MG Oral Tablet [Co-amilofruse] Box of 56 by Arrow Generics,Drug,RxNorm Extension,S,956874
35755728,Amiloride 5 MG / Furosemide 40 MG Oral Tablet [Co-amilofruse] Box of 56 by Arrow Generics,Drug,RxNorm Extension,S,956874
35755729,Amiloride 10 MG / Furosemide 80 MG Oral Tablet [Co-amilofruse] Box of 28 by Arrow Generics,Drug,RxNorm Extension,S,956874
35755730,Furosemide 40 MG Oral Tablet Box of 28 by Arrow Generics,Drug,RxNorm Extension,S,956874
35755731,Furosemide 20 MG Oral Tablet Box of 28 by Arrow Generics,Drug,RxNorm Extension,S,956874
35759843,Amiloride 2.5 MG / Furosemide 20 MG Oral Tablet [Co-amilofruse] by Arrow Generics,Drug,RxNorm Extension,S,956874
35764036,Amiloride 10 MG / Furosemide 80 MG Oral Tablet [Co-amilofruse] by Arrow Generics,Drug,RxNorm Extension,S,956874
35768239,Amiloride 5 MG / Furosemide 40 MG Oral Tablet [Co-amilofruse] Box of 28 by Arrow Generics,Drug,RxNorm Extension,S,956874
35768240,Amiloride 2.5 MG / Furosemide 20 MG Oral Tablet [Co-amilofruse] Box of 28 by Arrow Generics,Drug,RxNorm Extension,S,956874
35778308,2 ML Furosemide 10 MG/ML Injectable Solution Box of 10 by A A H,Drug,RxNorm Extension,S,956874
35778309,2 ML Furosemide 10 MG/ML Injectable Solution by Alliance,Drug,RxNorm Extension,S,956874
35778438,2 ML Furosemide 10 MG/ML Injectable Solution Box of 10 by Martindale,Drug,RxNorm Extension,S,956874
35778439,2 ML Furosemide 10 MG/ML Injectable Solution Box of 10 by Hameln,Drug,RxNorm Extension,S,956874
35778440,2 ML Furosemide 10 MG/ML Injectable Solution by Wockhardt,Drug,RxNorm Extension,S,956874
35778441,2 ML Furosemide 10 MG/ML Injectable Solution by Martindale,Drug,RxNorm Extension,S,956874
35778598,2 ML Furosemide 10 MG/ML Injectable Solution Box of 10 by Accord,Drug,RxNorm Extension,S,956874
35778599,2 ML Furosemide 10 MG/ML Injectable Solution by AMCo,Drug,RxNorm Extension,S,956874
35778717,2 ML Furosemide 10 MG/ML Injectable Solution Box of 10 by Wockhardt,Drug,RxNorm Extension,S,956874
35778981,2 ML Furosemide 10 MG/ML Injectable Solution Box of 10 by Alliance,Drug,RxNorm Extension,S,956874
35778982,2 ML Furosemide 10 MG/ML Injectable Solution by Hameln,Drug,RxNorm Extension,S,956874
35779103,2 ML Furosemide 10 MG/ML Injectable Solution by A A H,Drug,RxNorm Extension,S,956874
35779242,2 ML Furosemide 10 MG/ML Injectable Solution Box of 10 by AMCo,Drug,RxNorm Extension,S,956874
35779243,2 ML Furosemide 10 MG/ML Injectable Solution by Accord,Drug,RxNorm Extension,S,956874
35780014,5 ML Furosemide 50 MG/ML Injectable Solution,Drug,RxNorm Extension,S,956874
35780100,5 ML Furosemide 10 MG/ML Injectable Solution Box of 10 by Alliance,Drug,RxNorm Extension,S,956874
35780101,5 ML Furosemide 10 MG/ML Injectable Solution by Martindale,Drug,RxNorm Extension,S,956874
35780263,5 ML Furosemide 10 MG/ML Injectable Solution by Hameln,Drug,RxNorm Extension,S,956874
35780364,5 ML Furosemide 10 MG/ML Injectable Solution Box of 10,Drug,RxNorm Extension,S,956874
35780452,5 ML Furosemide 10 MG/ML Injectable Solution Box of 10 by Martindale,Drug,RxNorm Extension,S,956874
35780453,5 ML Furosemide 50 MG/ML Injectable Solution Box of 10 by Wockhardt,Drug,RxNorm Extension,S,956874
35780623,5 ML Furosemide 10 MG/ML Injectable Solution Box of 10 by A A H,Drug,RxNorm Extension,S,956874
35780624,5 ML Furosemide 10 MG/ML Injectable Solution Box of 10 by AMCo,Drug,RxNorm Extension,S,956874
35780880,5 ML Furosemide 10 MG/ML Injectable Solution,Drug,RxNorm Extension,S,956874
35781130,5 ML Furosemide 10 MG/ML Injectable Solution by Alliance,Drug,RxNorm Extension,S,956874
35781131,5 ML Furosemide 50 MG/ML Injectable Solution by Wockhardt,Drug,RxNorm Extension,S,956874
35781221,5 ML Furosemide 50 MG/ML Injectable Solution Box of 10,Drug,RxNorm Extension,S,956874
35781303,5 ML Furosemide 10 MG/ML Injectable Solution Box of 10 by Hameln,Drug,RxNorm Extension,S,956874
35781304,5 ML Furosemide 10 MG/ML Injectable Solution by A A H,Drug,RxNorm Extension,S,956874
35781305,5 ML Furosemide 10 MG/ML Injectable Solution by AMCo,Drug,RxNorm Extension,S,956874
35781409,8 ML Furosemide 10 MG/ML Injectable Solution,Drug,RxNorm Extension,S,956874
35781413,8 ML Furosemide 10 MG/ML Injectable Solution Box of 1 by A A H,Drug,RxNorm Extension,S,956874
35781424,8 ML Furosemide 10 MG/ML Injectable Solution Box of 1,Drug,RxNorm Extension,S,956874
35781443,8 ML Furosemide 10 MG/ML Injectable Solution by A A H,Drug,RxNorm Extension,S,956874
35781453,8 ML Furosemide 10 MG/ML Injectable Solution Box of 1 by UCB,Drug,RxNorm Extension,S,956874
35781454,8 ML Furosemide 10 MG/ML Injectable Solution by UCB,Drug,RxNorm Extension,S,956874
35783337,25 ML Furosemide 10 MG/ML Injectable Solution Box of 10,Drug,RxNorm Extension,S,956874
35783346,25 ML Furosemide 10 MG/ML Injectable Solution Box of 10 by AMCo,Drug,RxNorm Extension,S,956874
35783347,25 ML Furosemide 10 MG/ML Injectable Solution Box of 10 by Alliance,Drug,RxNorm Extension,S,956874
35783348,25 ML Furosemide 10 MG/ML Injectable Solution Box of 10 by Hameln,Drug,RxNorm Extension,S,956874
35783392,25 ML Furosemide 10 MG/ML Injectable Solution Box of 10 by Wockhardt,Drug,RxNorm Extension,S,956874
35783393,25 ML Furosemide 10 MG/ML Injectable Solution by A A H,Drug,RxNorm Extension,S,956874
35783420,25 ML Furosemide 10 MG/ML Injectable Solution by Wockhardt,Drug,RxNorm Extension,S,956874
35783421,25 ML Furosemide 10 MG/ML Injectable Solution by Hameln,Drug,RxNorm Extension,S,956874
35783467,25 ML Furosemide 10 MG/ML Injectable Solution Box of 10 by A A H,Drug,RxNorm Extension,S,956874
35783486,25 ML Furosemide 10 MG/ML Injectable Solution by AMCo,Drug,RxNorm Extension,S,956874
35783487,25 ML Furosemide 10 MG/ML Injectable Solution by Alliance,Drug,RxNorm Extension,S,956874
35786383,100 ML Furosemide 1 MG/ML Oral Solution,Drug,RxNorm Extension,S,956874
35827964,1000 MG furosemide 0.04 MG/MG Oral Granules [Lasix],Drug,RxNorm Extension,S,956874
35827965,1000 MG furosemide 0.04 MG/MG Oral Granules by Elmed Eisai,Drug,RxNorm Extension,S,956874
35827966,1000 MG furosemide 0.04 MG/MG Oral Granules,Drug,RxNorm Extension,S,956874
35828856,furosemide 0.04 MG/MG Oral Granules [Lasix],Drug,RxNorm Extension,S,956874
35828857,furosemide 0.04 MG/MG Oral Granules,Drug,RxNorm Extension,S,956874
35828858,furosemide 0.04 MG/MG [Lasix],Drug,RxNorm Extension,S,956874
35828859,furosemide 0.04 MG/MG,Drug,RxNorm Extension,S,956874
35849619,furosemide 2000 MG Injectable Solution,Drug,RxNorm Extension,S,956874
35849620,furosemide 2000 MG,Drug,RxNorm Extension,S,956874
35849621,furosemide 1000 MG Injectable Solution,Drug,RxNorm Extension,S,956874
35849622,furosemide 1000 MG,Drug,RxNorm Extension,S,956874
35849623,furosemide Oral Tablet [Fuluobi],Drug,RxNorm Extension,S,956874
35849624,furosemide Injectable Solution [Axiya],Drug,RxNorm Extension,S,956874
35850100,furosemide 40 MG [Axiya],Drug,RxNorm Extension,S,956874
35850101,furosemide 20 MG Oral Tablet [Fuluobi],Drug,RxNorm Extension,S,956874
35850102,furosemide 20 MG Injectable Solution [Axiya],Drug,RxNorm Extension,S,956874
35850103,furosemide 20 MG [Fuluobi],Drug,RxNorm Extension,S,956874
35850104,furosemide 20 MG [Axiya],Drug,RxNorm Extension,S,956874
35850221,furosemide 500 MG Injectable Solution,Drug,RxNorm Extension,S,956874
35850222,furosemide 250 MG Injectable Solution,Drug,RxNorm Extension,S,956874
35850223,furosemide 40 MG Injectable Solution,Drug,RxNorm Extension,S,956874
35850224,furosemide 40 MG Injectable Solution [Axiya],Drug,RxNorm Extension,S,956874
35884514,4 ML furosemide 10 MG/ML Injectable Solution Box of 10,Drug,RxNorm Extension,S,956874
35885153,150 ML furosemide 10 MG/ML Oral Solution by Medihealth,Drug,RxNorm Extension,S,956874
35885154,150 ML furosemide 8 MG/ML Oral Solution by Medihealth,Drug,RxNorm Extension,S,956874
35885155,150 ML furosemide 4 MG/ML Oral Solution by Medihealth,Drug,RxNorm Extension,S,956874
35885316,2 ML furosemide 10 MG/ML Injectable Solution Box of 10 by As Kalceks,Drug,RxNorm Extension,S,956874
35885317,2 ML furosemide 10 MG/ML Injectable Solution by As Kalceks,Drug,RxNorm Extension,S,956874
35885433,4 ML furosemide 10 MG/ML Injectable Solution Box of 10 by As Kalceks,Drug,RxNorm Extension,S,956874
35885434,4 ML furosemide 10 MG/ML Injectable Solution by As Kalceks,Drug,RxNorm Extension,S,956874
35885610,furosemide 500 MG Oral Tablet Box of 28 by Medihealth,Drug,RxNorm Extension,S,956874
35885611,furosemide 500 MG Oral Tablet by Medihealth,Drug,RxNorm Extension,S,956874
35885612,furosemide 40 MG Oral Tablet Box of 28 by Medihealth,Drug,RxNorm Extension,S,956874
35885613,furosemide 40 MG Oral Tablet by Medihealth,Drug,RxNorm Extension,S,956874
35885614,furosemide 20 MG Oral Tablet Box of 28 by Medihealth,Drug,RxNorm Extension,S,956874
35885615,furosemide 20 MG Oral Tablet Box of 28 by Accord,Drug,RxNorm Extension,S,956874
35885616,furosemide 20 MG Oral Tablet by Medihealth,Drug,RxNorm Extension,S,956874
35885617,furosemide 20 MG Oral Tablet by Accord,Drug,RxNorm Extension,S,956874
35885618,furosemide 10 MG/ML Oral Solution by Medihealth,Drug,RxNorm Extension,S,956874
35885619,furosemide 8 MG/ML Oral Solution by Medihealth,Drug,RxNorm Extension,S,956874
35885620,furosemide 4 MG/ML Oral Solution by Medihealth,Drug,RxNorm Extension,S,956874
35888495,amiloride 10 MG / furosemide 80 MG Oral Tablet [Co-amilofruse] Box of 28 by Medihealth,Drug,RxNorm Extension,S,956874
35888496,amiloride 10 MG / furosemide 80 MG Oral Tablet [Co-amilofruse] by Medihealth,Drug,RxNorm Extension,S,956874
35888497,amiloride 5 MG / furosemide 40 MG Oral Tablet [Co-amilofruse] Box of 28 by Medihealth,Drug,RxNorm Extension,S,956874
35888498,amiloride 5 MG / furosemide 40 MG Oral Tablet [Co-amilofruse] by Medihealth,Drug,RxNorm Extension,S,956874
35888499,amiloride 2.5 MG / furosemide 20 MG Oral Tablet [Co-amilofruse] Box of 28 by Medihealth,Drug,RxNorm Extension,S,956874
35888500,amiloride 2.5 MG / furosemide 20 MG Oral Tablet [Co-amilofruse] by Medihealth,Drug,RxNorm Extension,S,956874
36054298,1 ML furosemide 7.5 MG/ML Oral Suspension,Drug,RxNorm Extension,S,956874
36054299,1 ML furosemide 7.5 MG/ML Oral Solution,Drug,RxNorm Extension,S,956874
36055444,2 ML furosemide 10 MG/ML Injectable Solution Box of 10 by Baxter,Drug,RxNorm Extension,S,956874
36055445,2 ML furosemide 10 MG/ML Injectable Solution by Baxter,Drug,RxNorm Extension,S,956874
36056510,5 ML furosemide 10 MG/ML Injectable Solution Box of 10 by Baxter,Drug,RxNorm Extension,S,956874
36056511,5 ML furosemide 10 MG/ML Injectable Solution by Baxter,Drug,RxNorm Extension,S,956874
36057585,furosemide 500 MG Oral Tablet Box of 28 by Accord,Drug,RxNorm Extension,S,956874
36057586,furosemide 500 MG Oral Tablet by Accord,Drug,RxNorm Extension,S,956874
36057587,furosemide 40 MG Oral Tablet Box of 28 by Sovereign,Drug,RxNorm Extension,S,956874
36057588,furosemide 40 MG Oral Tablet by Sovereign,Drug,RxNorm Extension,S,956874
36057589,furosemide 20 MG Oral Tablet Box of 28 by Genesis,Drug,RxNorm Extension,S,956874
36057590,furosemide 20 MG Oral Tablet Box of 28 by Sovereign,Drug,RxNorm Extension,S,956874
36057591,furosemide 7.5 MG/ML,Drug,RxNorm Extension,S,956874
36070025,amiloride 5 MG / furosemide 40 MG Oral Tablet [Frumil] by CST,Drug,RxNorm Extension,S,956874
36070026,amiloride 5 MG / furosemide 40 MG Oral Tablet [Co-amilofruse] Box of 28 by Mawdsley-Brooks,Drug,RxNorm Extension,S,956874
36070027,amiloride 5 MG / furosemide 40 MG Oral Tablet [Co-amilofruse] Box of 28 by CST,Drug,RxNorm Extension,S,956874
36070028,amiloride 5 MG / furosemide 40 MG Oral Tablet [Co-amilofruse] by Mawdsley-Brooks,Drug,RxNorm Extension,S,956874
36070029,amiloride 5 MG / furosemide 40 MG Oral Tablet [Co-amilofruse] by CST,Drug,RxNorm Extension,S,956874
36074058,furosemide 20 MG Oral Tablet by Genesis,Drug,RxNorm Extension,S,956874
36074059,furosemide 20 MG Oral Tablet by Sovereign,Drug,RxNorm Extension,S,956874
36074060,furosemide 7.5 MG/ML Oral Suspension,Drug,RxNorm Extension,S,956874
36074061,furosemide 7.5 MG/ML Oral Solution,Drug,RxNorm Extension,S,956874
36075291,amiloride 5 MG / furosemide 40 MG Oral Tablet [Frumil] Box of 28 by CST,Drug,RxNorm Extension,S,956874
36257869,Furosemide 30 MG Extended Release Oral Capsule [Lasix] Box of 30,Drug,RxNorm Extension,S,956874
36257870,Furosemide 40 MG Oral Tablet [FUROSEMIDE EG] Box of 100,Drug,RxNorm Extension,S,956874
36258746,Furosemide 40 MG Oral Tablet [FUROSEMIDE EG] Box of 100 by Eurogenerics,Drug,RxNorm Extension,S,956874
36260406,Furosemide 10 MG/ML Injectable Solution [Furosemide Accord] Box of 10,Drug,RxNorm Extension,S,956874
36260791,Amiloride 5 MG / Furosemide 40 MG Oral Tablet [Frusamil] Box of 56,Drug,RxNorm Extension,S,956874
36263946,Furosemide 40 MG Oral Tablet [FUROSEMIDE EG] Box of 50 by Eurogenerics,Drug,RxNorm Extension,S,956874
36264648,Amiloride / Furosemide Oral Tablet [Frusamil],Drug,RxNorm Extension,S,956874
36266875,Amiloride 5 MG / Furosemide 40 MG [Frusamil],Drug,RxNorm Extension,S,956874
36268091,Furosemide 10 MG/ML Injection [Lasix] Box of 6,Drug,RxNorm Extension,S,956874
36269342,Furosemide 10 MG/ML [Furosemide Accord],Drug,RxNorm Extension,S,956874
36269910,Furosemide 30 MG Extended Release Oral Capsule Box of 30,Drug,RxNorm Extension,S,956874
36270624,Furosemide 40 MG Oral Tablet [FUROSEMIDE EG] Box of 50,Drug,RxNorm Extension,S,956874
36270998,Amiloride 5 MG / Furosemide 40 MG Oral Tablet [Frusamil],Drug,RxNorm Extension,S,956874
36271649,Furosemide 40 MG Oral Tablet [FUROSEMIDE SANDOZ] Box of 50 by Sandoz,Drug,RxNorm Extension,S,956874
36274081,Amiloride 5 MG / Furosemide 40 MG Oral Tablet [Frusamil] Box of 56 by Sanofi,Drug,RxNorm Extension,S,956874
36274733,Furosemide Injection [Lasix],Drug,RxNorm Extension,S,956874
36275764,Furosemide 10 MG/ML Injection [Lasix],Drug,RxNorm Extension,S,956874
36275765,Furosemide 10 MG/ML Injectable Solution [Furosemide Accord],Drug,RxNorm Extension,S,956874
36276286,Furosemide 30 MG Extended Release Oral Capsule [Lasix] Box of 30 by Sanofi,Drug,RxNorm Extension,S,956874
36276641,Furosemide 40 MG Oral Tablet [FUROSEMIDE SANDOZ] Box of 100 by Sandoz,Drug,RxNorm Extension,S,956874
36277281,Furosemide Injectable Solution [Furosemide Accord],Drug,RxNorm Extension,S,956874
36278081,2 ML Furosemide 10 MG/ML Injectable Solution [Furosemide Accord],Drug,RxNorm Extension,S,956874
36278118,2 ML Furosemide 10 MG/ML Injectable Solution [Furosemide Accord] Box of 10,Drug,RxNorm Extension,S,956874
36278195,2 ML Furosemide 10 MG/ML Injectable Solution [Lasix] Box of 6,Drug,RxNorm Extension,S,956874
36278209,2 ML Furosemide 10 MG/ML Injectable Solution [Lasix] Box of 6 by Sanofi,Drug,RxNorm Extension,S,956874
36278211,2 ML Furosemide 10 MG/ML Injectable Solution [Furosemide Accord] Box of 10 by Accord,Drug,RxNorm Extension,S,956874
36278278,2 ML Furosemide 10 MG/ML Injectable Solution Box of 6,Drug,RxNorm Extension,S,956874
36280435,25 ML Furosemide 10 MG/ML Injectable Solution [Furosemide Accord] Box of 10,Drug,RxNorm Extension,S,956874
36280436,25 ML Furosemide 10 MG/ML Injectable Solution [Furosemide Accord] Box of 10 by Accord,Drug,RxNorm Extension,S,956874
36280464,25 ML Furosemide 10 MG/ML Injection [Lasix] Box of 6,Drug,RxNorm Extension,S,956874
36280474,25 ML Furosemide 10 MG/ML Injectable Solution [Furosemide Accord],Drug,RxNorm Extension,S,956874
36280477,25 ML Furosemide 10 MG/ML Injection [Lasix] Box of 6 by Sanofi,Drug,RxNorm Extension,S,956874
36280507,25 ML Furosemide 10 MG/ML Injection [Lasix],Drug,RxNorm Extension,S,956874
36779511,25 ML Furosemide 10 MG/ML Intravenous Solution Box of 6,Drug,RxNorm Extension,S,956874
36779512,25 ML Furosemide 10 MG/ML Intravenous Solution,Drug,RxNorm Extension,S,956874
36789623,Furosemide 10 MG/ML Intravenous Solution Box of 6,Drug,RxNorm Extension,S,956874
36789624,Furosemide 10 MG/ML Intravenous Solution,Drug,RxNorm Extension,S,956874
36789625,Furosemide Intravenous Solution,Drug,RxNorm Extension,S,956874
36809095,150 ML Furosemide 8 MG/ML Oral Solution by AMCo,Drug,RxNorm Extension,S,956874
36809110,150 ML Furosemide 4 MG/ML Oral Solution by AMCo,Drug,RxNorm Extension,S,956874
36809128,150 ML Furosemide 10 MG/ML Oral Solution by AMCo,Drug,RxNorm Extension,S,956874
36810436,Furosemide 20 MG Oral Tablet Box of 28 by Ennogen,Drug,RxNorm Extension,S,956874
36810856,Furosemide 20 MG Oral Tablet by Ennogen,Drug,RxNorm Extension,S,956874
36810984,Furosemide 20 MG Oral Tablet Box of 250 by Crescent,Drug,RxNorm Extension,S,956874
36811494,Furosemide 8 MG/ML Oral Solution by AMCo,Drug,RxNorm Extension,S,956874
36811806,Furosemide 40 MG Oral Tablet by Ennogen,Drug,RxNorm Extension,S,956874
36811833,Furosemide 4 MG/ML Oral Solution by AMCo,Drug,RxNorm Extension,S,956874
36812180,Furosemide 10 MG/ML Oral Solution by AMCo,Drug,RxNorm Extension,S,956874
36812711,Furosemide 40 MG Oral Tablet Box of 28 by Ennogen,Drug,RxNorm Extension,S,956874
36813652,Furosemide 40 MG Oral Tablet Box of 250 by Alliance,Drug,RxNorm Extension,S,956874
36887747,Furosemide 10 MG/ML Injectable Solution,Drug,RxNorm Extension,S,956874
36888745,Furosemide 0.9 MG/ML Oral Solution,Drug,RxNorm Extension,S,956874
36890184,Furosemide 0.9 MG/ML,Drug,RxNorm Extension,S,956874
36890741,Furosemide 10 MG/ML Injectable Solution Box of 6,Drug,RxNorm Extension,S,956874
36894628,Furosemide 0.9 MG/ML Oral Suspension,Drug,RxNorm Extension,S,956874
36895214,2 ML Furosemide 10 MG/ML Injectable Solution,Drug,RxNorm Extension,S,956874
36895292,4 ML Furosemide 10 MG/ML Injectable Solution,Drug,RxNorm Extension,S,956874
36895858,25 ML Furosemide 10 MG/ML Injectable Solution,Drug,RxNorm Extension,S,956874
36895871,25 ML Furosemide 10 MG/ML Injectable Solution Box of 5,Drug,RxNorm Extension,S,956874
36895874,25 ML Furosemide 10 MG/ML Injectable Solution Box of 6,Drug,RxNorm Extension,S,956874
36896251,100 ML Furosemide 10 MG/ML Oral Solution,Drug,RxNorm Extension,S,956874
36920223,furosemide 500 MG Oral Tablet [Lasix] by Sanofi,Drug,RxNorm Extension,S,956874
36922809,furosemide 20 MG Oral Tablet [Lasix] by Borg Medicare,Drug,RxNorm Extension,S,956874
36923306,furosemide 40 MG Oral Tablet Box of 28 by Relonchem,Drug,RxNorm Extension,S,956874
36924223,furosemide 20 MG Oral Tablet Box of 28 by Viatris Healthcare,Drug,RxNorm Extension,S,956874
36924310,150 ML furosemide 1 MG/ML Oral Solution [Lasix] by Borg Medicare,Drug,RxNorm Extension,S,956874
36925173,furosemide 40 MG Oral Tablet [Lasix] Box of 250,Drug,RxNorm Extension,S,956874
36927229,furosemide 20 MG Oral Tablet by Relonchem,Drug,RxNorm Extension,S,956874
36927876,furosemide 20 MG Oral Tablet Box of 28 by Relonchem,Drug,RxNorm Extension,S,956874
36927997,amiloride 5 MG / furosemide 40 MG Oral Tablet [Co-amilofruse] Box of 56 by Viatris Healthcare,Drug,RxNorm Extension,S,956874
36928385,150 ML furosemide 4 MG/ML Oral Solution [Frusol] by Rosemont,Drug,RxNorm Extension,S,956874
36930012,furosemide 40 MG Oral Tablet by Viatris Healthcare,Drug,RxNorm Extension,S,956874
36931780,furosemide 500 MG Oral Tablet [Lasix] Box of 100,Drug,RxNorm Extension,S,956874
36933064,amiloride 5 MG / furosemide 40 MG Oral Tablet [Co-amilofruse] Box of 100 by Viatris Healthcare,Drug,RxNorm Extension,S,956874
36933139,furosemide 20 MG Oral Tablet [Lasix] Box of 28,Drug,RxNorm Extension,S,956874
36934915,furosemide 40 MG Oral Tablet [Frusid] Box of 1000 by Dr Reddy's,Drug,RxNorm Extension,S,956874
36934919,150 ML furosemide 1 MG/ML Oral Solution [Lasix],Drug,RxNorm Extension,S,956874
36937266,furosemide 40 MG Oral Tablet [Lasix] Box of 28,Drug,RxNorm Extension,S,956874
36942763,furosemide 20 MG Oral Tablet [Lasix] Box of 28 by Borg Medicare,Drug,RxNorm Extension,S,956874
36945647,amiloride 5 MG / furosemide 40 MG Oral Tablet [Co-amilofruse] Box of 56 by Healthcare,Drug,RxNorm Extension,S,956874
36945942,amiloride 5 MG / furosemide 40 MG Oral Tablet [Co-amilofruse] Box of 28 by Healthcare,Drug,RxNorm Extension,S,956874
36948090,furosemide 40 MG Oral Tablet [Froop] Box of 28,Drug,RxNorm Extension,S,956874
36948857,furosemide 40 MG Oral Tablet by Ipca,Drug,RxNorm Extension,S,956874
36948903,furosemide 4 MG/ML Oral Solution [Frusol] by Rosemont,Drug,RxNorm Extension,S,956874
36950698,amiloride 5 MG / furosemide 40 MG Oral Tablet [Co-amilofruse] by Viatris Healthcare,Drug,RxNorm Extension,S,956874
36951007,furosemide 40 MG Oral Tablet Box of 28 by Viatris Healthcare,Drug,RxNorm Extension,S,956874
36951300,furosemide 1 MG/ML Oral Solution [Lasix] by Borg Medicare,Drug,RxNorm Extension,S,956874
36951882,amiloride 5 MG / furosemide 40 MG Oral Tablet [Co-amilofruse] Box of 500 by Viatris Healthcare,Drug,RxNorm Extension,S,956874
36952980,furosemide 40 MG Oral Tablet [Lasix] Box of 250 by Sanofi,Drug,RxNorm Extension,S,956874
36953746,furosemide 40 MG Oral Tablet [Frusid] by Dr Reddy's,Drug,RxNorm Extension,S,956874
36955628,furosemide 40 MG Oral Tablet [Froop] by Ashbourne,Drug,RxNorm Extension,S,956874
36957639,furosemide 40 MG Oral Tablet Box of 1000 by Viatris Healthcare,Drug,RxNorm Extension,S,956874
36958348,furosemide 500 MG Oral Tablet [Lasix] Box of 100 by Sanofi,Drug,RxNorm Extension,S,956874
36960334,furosemide 20 MG Oral Tablet by Viatris Healthcare,Drug,RxNorm Extension,S,956874
36960994,amiloride 5 MG / furosemide 40 MG Oral Tablet [Co-amilofruse] Box of 28 by Viatris Healthcare,Drug,RxNorm Extension,S,956874
36961761,furosemide 20 MG Oral Tablet Box of 250 by Viatris Healthcare,Drug,RxNorm Extension,S,956874
36963167,furosemide 40 MG Oral Tablet [Lasix] by Sanofi,Drug,RxNorm Extension,S,956874
36963246,furosemide 40 MG Oral Tablet [Lasix] Box of 28 by Sanofi,Drug,RxNorm Extension,S,956874
36963726,amiloride 5 MG / furosemide 40 MG Oral Tablet [Co-amilofruse] by Healthcare,Drug,RxNorm Extension,S,956874
36963847,furosemide 40 MG Oral Tablet [Froop] Box of 28 by Ashbourne,Drug,RxNorm Extension,S,956874
36964285,2 ML furosemide 10 MG/ML Injectable Solution by Kent,Drug,RxNorm Extension,S,956874
36964893,furosemide 40 MG Oral Tablet by Relonchem,Drug,RxNorm Extension,S,956874
36966308,furosemide 40 MG Oral Tablet [Frusid] Box of 1000,Drug,RxNorm Extension,S,956874
36966540,150 ML furosemide 4 MG/ML Oral Solution [Frusol],Drug,RxNorm Extension,S,956874
36967482,2 ML furosemide 10 MG/ML Injectable Solution Box of 10 by Kent,Drug,RxNorm Extension,S,956874
36967986,furosemide 40 MG Oral Tablet Box of 28 by Ipca,Drug,RxNorm Extension,S,956874
40007373,amiloride / furosemide / indapamide Oral Tablet,Drug,RxNorm,S,956874
