concept_id,concept_name,domain_id,vocabulary_id,standard_concept,ancestor_concept_id
21045883,eplerenone 25 MG Oral Tablet [Inspra] Box of 30 by Sigma-Tau,Drug,RxNorm Extension,S,1309799
21047911,1 ML Spironolactone 0.4 MG/ML Oral Solution,Drug,RxNorm Extension,S,970250
21047913,1 ML Spironolactone 1.6 MG/ML Oral Solution,Drug,RxNorm Extension,S,970250
21047915,1 ML Spironolactone 0.7 MG/ML Oral Suspension,Drug,RxNorm Extension,S,970250
21047917,1 ML Spironolactone 1.66 MG/ML Oral Suspension,Drug,RxNorm Extension,S,970250
21047918,1 ML Spironolactone 2 MG/ML Oral Suspension,Drug,RxNorm Extension,S,970250
21052206,Chlorothiazide / Spironolactone Oral Solution,Drug,RxNorm Extension,S,970250
21052207,Chlorothiazide 10 MG / Spironolactone 1 MG Injectable Solution Box of 1,Drug,RxNorm Extension,S,970250
21052208,Chlorothiazide 30 MG / Spironolactone 3 MG Oral Capsule,Drug,RxNorm Extension,S,970250
21053562,Spironolactone 5 MG/ML Oral Suspension by Rosemont,Drug,RxNorm Extension,S,970250
21053563,Spironolactone 50 MG Oral Tablet by Almus,Drug,RxNorm Extension,S,970250
21053564,Spironolactone 50 MG Oral Tablet Box of 28 by Actavis,Drug,RxNorm Extension,S,970250
21053565,Spironolactone 50 MG Oral Tablet Box of 30 by A A H,Drug,RxNorm Extension,S,970250
21053566,Spironolactone 50 MG Oral Tablet Box of 100,Drug,RxNorm Extension,S,970250
21053568,Spironolactone 100 MG Oral Tablet by DE,Drug,RxNorm Extension,S,970250
21053569,Spironolactone 100 MG Oral Tablet by Ivax,Drug,RxNorm Extension,S,970250
21053570,Spironolactone 100 MG Oral Tablet Box of 28,Drug,RxNorm Extension,S,970250
21053571,Spironolactone 100 MG Oral Tablet Box of 28 by Alliance,Drug,RxNorm Extension,S,970250
21053572,Spironolactone 0.25 MG/ML Oral Solution,Drug,RxNorm Extension,S,970250
21053574,Spironolactone 0.8 MG/ML Oral Solution,Drug,RxNorm Extension,S,970250
21053576,Spironolactone 25 MG Oral Tablet Box of 500,Drug,RxNorm Extension,S,970250
21053577,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Lasilactone] Box of 50,Drug,RxNorm Extension,S,970250
21053578,Hydroflumethiazide 25 MG / Spironolactone 25 MG Oral Tablet [Aldactide] Box of 100,Drug,RxNorm Extension,S,970250
21055646,eplerenone 25 MG Oral Tablet by DE,Drug,RxNorm Extension,S,1309799
21055647,eplerenone 25 MG Oral Tablet [Inspra] Box of 28 by Mawdsley-Brooks,Drug,RxNorm Extension,S,1309799
21057587,1 ML Chlorothiazide 40 MG/ML / Spironolactone 4 MG/ML Oral Suspension,Drug,RxNorm Extension,S,970250
21057697,1 ML Spironolactone 4 MG/ML Oral Solution,Drug,RxNorm Extension,S,970250
21057699,1 ML Spironolactone 1.4 MG/ML Oral Solution,Drug,RxNorm Extension,S,970250
21057701,1 ML Spironolactone 2.7 MG/ML Oral Suspension,Drug,RxNorm Extension,S,970250
21057702,1 ML Spironolactone 0.66 MG/ML Oral Suspension,Drug,RxNorm Extension,S,970250
21057704,1 ML Spironolactone 0.8 MG/ML Oral Suspension,Drug,RxNorm Extension,S,970250
21059444,125 ML Spironolactone 10 MG/ML Oral Suspension by Rosemont,Drug,RxNorm Extension,S,970250
21062046,Chlorothiazide 10 MG / Spironolactone 1 MG Oral Capsule,Drug,RxNorm Extension,S,970250
21063394,Spironolactone 50 MG Oral Tablet Box of 28 by Almus,Drug,RxNorm Extension,S,970250
21063396,Spironolactone 2.7 MG/ML Oral Solution,Drug,RxNorm Extension,S,970250
21063398,Spironolactone 0.7 MG/ML Oral Solution,Drug,RxNorm Extension,S,970250
21063400,Spironolactone 40 MG/ML,Drug,RxNorm Extension,S,970250
21063402,Spironolactone 6 MG/ML Oral Suspension,Drug,RxNorm Extension,S,970250
21063404,Spironolactone 7 MG/ML Oral Solution,Drug,RxNorm Extension,S,970250
21063405,Spironolactone 25 MG Oral Tablet by DE,Drug,RxNorm Extension,S,970250
21063406,Spironolactone 25 MG Oral Tablet by Almus,Drug,RxNorm Extension,S,970250
21063407,Spironolactone 25 MG Oral Tablet Box of 30 by A A H,Drug,RxNorm Extension,S,970250
21063408,Spironolactone 25 MG Oral Tablet Box of 500 by Alliance,Drug,RxNorm Extension,S,970250
21063409,Furosemide 20 MG / Spironolactone 50 MG Oral Capsule [Lasilactone] by Waymade,Drug,RxNorm Extension,S,970250
