medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
7278014	Arthritis	N06z-1	N06z.11	3723001	7278014		32	master only (1)
16833013	Ankylosing spondylitis	N100	N100.00	9631008	16833013		32	master only (1)
113687010	Coxitis	N066-1	N066.11	68449006	113687010		32	master only (1)
150085018	Gout	C34	C34..00	90560007	150085018		32	master only (1)
277537012	Total prosthetic replacement of knee joint using cement NOS	7K30z	7K30z00	265170009	393818019		32	master only (1)
277643019	Other specified operations on knee joint	7K3y	7K3y.00	179342005	2642255015		32	master only (1)
277644013	Knee joint operations NOS	7K3z	7K3z.00	179342005	2642255015		32	master only (1)
293411019	Other specified gouty manifestation NOS	C34yz	C34yz00	90560007	150085018		32	master only (1)
309400018	Arthropathies and related disorders	N0	N0...00	399269003	1778721018		32	master only (1)
309673013	Gouty arthritis of unspecified site	N0230	N023000	48440001	80706015		32	master only (1)
309676017	Gouty arthritis of the forearm	N0233	N023300	48440001	80706015		32	master only (1)
309679012	Gouty arthritis of the lower leg	N0236	N023600	48440001	80706015		32	master only (1)
309682019	Gouty arthritis of other specified site	N023y	N023y00	48440001	80709010		32	master only (1)
309683012	Gouty arthritis NOS	N023z	N023z00	48440001	80709010		32	master only (1)
309841017	Other specified inflammatory polyarthropathy	N04y	N04y.00	3723001	7278014		32	master only (1)
309849015	Other specified inflammatory polyarthropathy NOS	N04yz	N04yz00	417373000	2548331017		32	master only (1)
309850015	Inflammatory polyarthropathy NOS	N04z	N04z.00	417373000	2548331017		32	master only (1)
309862016	Generalised osteoarthritis of unspecified site	N0500	N050000	201819000	309858010		32	master only (1)
309880013	Generalised osteoarthritis NOS	N050z	N050z00	201819000	309860012		32	master only (1)
309953017	Localised osteoarthritis, unspecified, of the hand	N0534	N053400	22193007	37256012		32	master only (1)
309975015	Oligoarticular osteoarthritis, unspecified, of upper arm	N0542	N054200	396275006	1776248011		32	master only (1)
309976019	Oligoarticular osteoarthritis, unspecified, of forearm	N0543	N054300	396275006	1776248011		32	master only (1)
309977011	Oligoarticular osteoarthritis, unspecified, of hand	N0544	N054400	22193007	37256012		32	master only (1)
309979014	Oligoarticular osteoarthritis, unspecified, of lower leg	N0546	N054600	396275006	1776248011		32	master only (1)
309987010	Osteoarthritis NOS, of unspecified site	N05z0	N05z000	396275006	1776248011		32	master only (1)
310010015	Osteoarthritis NOS, other specified site	N05z8	N05z800	396275006	1776248011		32	master only (1)
310029014	Osteoarthritis NOS, of other tarsal joint	N05zR	N05zR00	396275006	1776248011		32	master only (1)
310034013	Other and unspecified arthropathies	N06	N06..00	399269003	1778721018		32	master only (1)
310149019	Unspecified polyarthropathy of the shoulder region	N0651	N065100	399269003	1778721018		32	master only (1)
310150019	Unspecified polyarthropathy of the upper arm	N0652	N065200	399269003	1778721018		32	master only (1)
310151015	Unspecified polyarthropathy of the forearm	N0653	N065300	399269003	1778721018		32	master only (1)
310152010	Unspecified polyarthropathy of the hand	N0654	N065400	399269003	1778721018		32	master only (1)
310153017	Unspecified polyarthropathy of the pelvic region and thigh	N0655	N065500	399269003	1778721018		32	master only (1)
310154011	Unspecified polyarthropathy of the lower leg	N0656	N065600	399269003	1778721018		32	master only (1)
310155012	Unspecified polyarthropathy of the ankle and foot	N0657	N065700	399269003	1778721018		32	master only (1)
310156013	Unspecified polyarthropathy of other specified site	N0658	N065800	399269003	1778721018		32	master only (1)
310181011	Other specified arthropathy	N06y	N06y.00	399269003	1778721018		32	master only (1)
310182016	Other specified arthropathy of unspecified site	N06y0	N06y000	399269003	1778721018		32	master only (1)
310184015	Other specified arthropathy of the upper arm	N06y2	N06y200	399269003	1778721018		32	master only (1)
310185019	Other specified arthropathy of the forearm	N06y3	N06y300	399269003	1778721018		32	master only (1)
310186018	Other specified arthropathy of the hand	N06y4	N06y400	399269003	1778721018		32	master only (1)
310187010	Other specified arthropathy of the pelvic region and thigh	N06y5	N06y500	399269003	1778721018		32	master only (1)
310188017	Other specified arthropathy of the lower leg	N06y6	N06y600	399269003	1778721018		32	master only (1)
310189013	Other specified arthropathy of the ankle and foot	N06y7	N06y700	399269003	1778721018		32	master only (1)
310190016	Other specified arthropathy of other specified site	N06y8	N06y800	399269003	1778721018		32	master only (1)
310191017	Other specified arthropathy of multiple sites	N06y9	N06y900	399269003	1778721018		32	master only (1)
310192012	Other specified arthropathy NOS	N06yz	N06yz00	399269003	1778721018		32	master only (1)
310197018	Arthropathy NOS, of unspecified site	N06z0	N06z000	399269003	1778721018		32	master only (1)
310216015	Arthropathy NOS, of other specified site	N06z8	N06z800	399269003	1778721018		32	master only (1)
310607011	Other and unspecified joint disorders	N09	N09..00	399269003	1786779015		32	master only (1)
311012018	Other specified joint disorders of unspecified site	N09y0	N09y000	399269003	1778721018		32	master only (1)
311013011	Other specified joint disorders of the shoulder region	N09y1	N09y100	399269003	1778721018		32	master only (1)
311014017	Other specified joint disorders of the upper arm	N09y2	N09y200	399269003	1778721018		32	master only (1)
311015016	Other specified joint disorders of the forearm	N09y3	N09y300	399269003	1778721018		32	master only (1)
311016015	Other specified joint disorders of the hand	N09y4	N09y400	399269003	1778721018		32	master only (1)
311018019	Other specified joint disorders of the lower leg	N09y6	N09y600	399269003	1778721018		32	master only (1)
311019010	Other specified joint disorders of the ankle and foot	N09y7	N09y700	399269003	1778721018		32	master only (1)
311020016	Other specified joint disorders of other specified site	N09y8	N09y800	399269003	1778721018		32	master only (1)
311021017	Other specified joint disorders of multiple sites	N09y9	N09y900	399269003	1778721018		32	master only (1)
311022012	Other specified joint disorders NOS	N09yz	N09yz00	399269003	1778721018		32	master only (1)
311023019	Joint disorders NOS	N09zz	N09zz00	399269003	1778721018		32	master only (1)
311035015	Other specified arthropathies	N0y	N0y..00	399269003	1778721018		32	master only (1)
311036019	Arthropathies NOS	N0z	N0z..00	399269003	1778721018		32	master only (1)
311563012	Synovial, tendon or bursa disorder NOS	N22z	N22z.00	399269003	1778721018		32	master only (1)
312528016	[X]Other specific arthropathies, not elsewhere classified	Nyu1A	Nyu1A00	417373000	2548331017		32	master only (1)
