medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
14191011	Impaired vision	F49-1	F49..11	397540003	3011990016		32	master only (1)
147404016	Hysterical blindness	E2011	E201100	88902008	147404016		32	master only (1)
253775011	O/E - lens opacity	22E5-1	22E5.11	162811006	253775011		27	master only (1)
297753015	Other retinal disorders	F42y	F42y.00	29555009	49448017		32	master only (1)
297762018	Unspecified background retinopathy	F4210	F421000	29555009	49448017		32	master only (1)
297769010	Retinal vascular appearance change NOS	F4217	F421700	29555009	49448017		32	master only (1)
297778016	Other background retinopathy NOS	F421z	F421z00	29555009	49448017		32	master only (1)
297877017	Other retinal disorder NOS	F42yz	F42yz00	29555009	49448017		32	master only (1)
297878010	Retinal disorder NOS	F42z	F42z.00	29555009	49448017		32	master only (1)
298078011	Infantile, juvenile and presenile cataracts	F460	F460.00	193571008	298078011		32	master only (1)
298079015	Unspecified infantile cataract	F4600	F460000	193570009	298076010		32	master only (1)
298080017	Unspecified juvenile cataract	F4601	F460100	193570009	298076010		32	master only (1)
298087019	Other nonsenile cataract	F460y	F460y00	193571008	298078011		32	master only (1)
298104010	Unspecified traumatic cataract	F4620	F462000	34361001	57359011		32	master only (1)
298116016	Unspecified cataracta complicata	F4630	F463000	193600001	298113012		32	master only (1)
298128012	Cataract associated with other syndromes	F4643	F464300	193570009	298076010		32	master only (1)
298131013	Cataract due to other physical inflammation	F4647	F464700	193570009	298076010		32	master only (1)
298134017	Other after cataract with vision normal	F4652	F465200	47337003	78919019		32	master only (1)
298205017	Sector or arcuate visual defect NOS	F484B	F484B00	12184005	20984015		32	master only (1)
298214010	Other homonymous bilateral field defect	F484K	F484K00	12184005	20984015		32	master only (1)
298215011	Other heteronymous bilateral field defect	F484N	F484N00	12184005	20984015		32	master only (1)
298216012	Visual field defects NOS	F484z	F484z00	12184005	20984015		32	master only (1)
299464010	[X]Other senile cataract	FyuE0	FyuE000	10810001	18772014		32	master only (1)
299466012	[X]Other specified disorders of lens	FyuE2	FyuE200	10810001	18772014		32	master only (1)
299468013	[X]Cataract in other diseases classified elsewhere	FyuE4	FyuE400	10810001	18772014		32	master only (1)
299469017	[X]Other disorders of lens in diseases classified elsewhere	FyuE5	FyuE500	10810001	18772014		32	master only (1)
299479015	[X]Other specified retinal disorders	FyuF8	FyuF800	29555009	49448017		32	master only (1)
299480017	[X]Other retinal disorders in diseases classified elsewhere	FyuF9	FyuF900	29555009	49448017		32	master only (1)
313031016	Other specified congenital cataract or lens anomaly	P33y	P33y.00	268159001	400779012		32	master only (1)
313034012	Other congenital cataract or lens anomaly NOS	P33yz	P33yz00	268159001	400779012		32	master only (1)
313035013	Congenital cataract or lens anomaly NOS	P33z	P33z.00	268159001	400779012		32	master only (1)
323622018	Optic nerve and pathway injury	SJ0	SJ0..00	212141007	323622018		32	master only (1)
347639014	Macular hole	F4254-2	F425412	232006002	347639014		32	master only (1)
347653014	Retinitis proliferans	F421A-1	F421A11	232016005	347653014		32	master only (1)
347842017	Acquired blindness	F49z-1	F49z.11	105597003	169718011		32	master only (1)
399429017	Retinal detachments and defects	F41	F41..00	29555009	49448017		32	master only (1)
399430010	Other background retinopathy	F421	F421.00	29555009	49448017		32	master only (1)
399676018	Senile macular degeneration	F425-1	F425.11	267718000	399676018		32	master only (1)
460633016	[V]Problems with sight	ZV410	ZV41000	397540003	1777162017		32	master only (1)
481961010	Branch retinal vein occlusion	F4239-1	F423911	24596005	481961010		32	master only (1)
495988011	Needling of lens for cataract	72630-1	7263011	5130002	495988011		32	master only (1)
2164154014	Low vision	F49-2	F49..12	7973008	2164154014		32	master only (1)
2164155010	Sight impaired	F49-4	F49..14	397540003	3011990016		32	master only (1)
2164157019	Visual impairment	F49D	F49D.00	397540003	1777162017		32	master only (1)
2164158012	Partial sight	F49-3	F49..13	7973008	2164158012		32	master only (1)
2164671014	Maculopathy	F4259	F425900	312999006	2164671014		32	master only (1)
2472224012	Posterior capsule opacification	F4K34-1	F4K3411	47337003	78919019		32	master only (1)
