medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
19794011	Prostatism	K20-6	K20..16	11441004	19794011		32	master only (1)
272933013	Other endoscopic resection of prostate	7B392	7B39200	90199006	508888016		32	master only (1)
305153012	[X]Additional genitourinary disease classification terms	Kyu	Kyu..00	42030000	70150015		32	master only (1)
305273013	[X]Other disorders of genitourinary tract	KyuA	KyuA.00	42030000	70150015		32	master only (1)
317511010	[D]Dysuria	R081	R081.00	49650001	82701015		32	master only (1)
317512015	[D]Painful urination	R0810	R081000	49650001	82701015		32	master only (1)
317514019	[D]Dysuria NOS	R081z	R081z00	49650001	82701015		32	master only (1)
317522014	[D]Retention of urine unspecified	R0824	R082400	267064002	397937013		32	master only (1)
317533012	[D]Nocturia	R0842	R084200	139394000	221079019		32	master only (1)
318021013	[X]Painful micturition, unspecified	Ryu42	Ryu4200	49650001	1230749012		32	master only (1)
396742015	BPH - Benign prostatic hypertrophy	K20-5	K20..15	266569009	396738018		32	master only (1)
397940013	Cannot pass urine - retention	1A32	1A32.00	267064002	397940013		27	master only (1)
411393018	Blocked catheter	SP031-2	SP03112	275413005	411393018		32	master only (1)
450831019	Lower urinary tract symptoms	1AZ6	1AZ6.00	307541003	450831019		27	master only (1)
508888016	Endoscopic resection of prostate	7B39-3	7B39.13	90199006	508888016		32	master only (1)
508891016	Endoscopic prostatectomy	7B39-2	7B39.12	90199006	508891016		32	master only (1)
1490597011	Frequency of micturition	1A12	1A12.00	300471006	1490597011		27	master only (1)
2162416019	Unstable bladder	K16y4-2	K16y412	61033006	101427019		32	master only (1)
2164085015	Detrusor instability	K16y4-1	K16y411	61033006	2164085015		32	master only (1)
2579202017	Overactive bladder	K16V1	K16V100	236633002	2579202017		32	master only (1)
169481000006113	Retention - symptom	1A32-1	1A32.11	267064002	397937013		27	master only (1)
183141000006112	Recurrent urinary tract infection	K190-1	K190.11	197927001	304319014		32	master only (1)
183161000006111	Recurrent urinary tract infections	1AG	1AG..00	197927001	304319014		27	master only (1)
183171000006116	Recurrent UTI	K1903-1	K190311	197927001	304319014		32	master only (1)
645331000006112	Enlarged prostate - benign	K20-4	K20..14	266569009	396731012		32	master only (1)
779261000006116	Infestation of renal pelvis with ureter	K103-2	K103.12	42030000	70150015		32	master only (1)
794711000006117	Frequency of micturition	1A1-1	1A1..11	300471006	1490597011		27	master only (1)
3177411000006112	Urogenital disorder	^ESCTUR317741		42030000	70151016		32	master only (1)
3177421000006116	Disorder of genitourinary system	^ESCTDI317742		42030000	70157017		32	master only (1)
3177431000006118	Syndrome of the genitourinary system	^ESCTSY317743		42030000	70158010		32	master only (1)
3177441000006111	Urogenital disease	^ESCTUR317744		42030000	70159019		32	master only (1)
3303621000006113	Pain passing urine	^ESCTPA330362		49650001	1230748016		27	master only (1)
3303641000006118	Pain passing water	^ESCTPA330364		49650001	1230750012		27	master only (1)
3303651000006116	Urination painful	^ESCTUR330365		49650001	1230751011		27	master only (1)
3303661000006119	Pain on micturition	^ESCTPA330366		49650001	1230752016		27	master only (1)
3303671000006114	Pain on voiding	^ESCTPA330367		49650001	1230753014		27	master only (1)
3303681000006112	Passing water hurts	^ESCTPA330368		49650001	1230754015		27	master only (1)
3303691000006110	Pain emptying bladder	^ESCTPA330369		49650001	1230755019		27	master only (1)
3491651000006113	Detrusor dyssynergia	^ESCTDE349165		61033006	101428012		32	master only (1)
3491671000006115	DI - Detrusor instability	^ESCTDI349167		61033006	2164086019		32	master only (1)
3966171000006115	Loop prostatectomy	^ESCTLO396617		90199006	149516017		32	master only (1)
3966181000006117	TUR of prostate	^ESCTTU396618		90199006	149517014		32	master only (1)
