source_concept_id,concept_code,cohort_name,concept_id,cohort_name_1,icd_description,points
45558446,R00,Abnormalities of heart beat,315078,cohort_3,Abnormalities of heart beat,0.7
45558471,R47,"Speech disturbances, not elsewhere classified",4196636,cohort_89,"Speech disturbances, not elsewhere classified",1
45558482,R79,Other abnormal findings of blood chemistry,4166144,cohort_46,Other abnormal findings of blood chemistry,0.6
45558837,S32,Fracture of lumbar spine and pelvis,4053654,cohort_32,Fracture of lumbar spine and pelvis,1.4
45559880,S72,Fracture of femur,442560,cohort_31,Fracture of femur,1.4
45561584,Y84,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",442019,cohort_64,"Other medical procedures as the cause of
abnormal reaction of the patient",0.7
45561774,B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,4248801,cohort_90,"Streptococcus and staphylococcus as the
cause of diseases classified to other chapters",1.7
45562041,F32,Depressive episode,4195572,cohort_21,Depressive episode,0.5
45562082,G40,Epilepsy,374023,cohort_25,Epilepsy,1.5
45562083,G40,Epilepsy,380378,cohort_25,Epilepsy,1.5
45562424,I95,Hypotension,4112334,cohort_37,Hypotension,1.6
45562850,M80,Osteoporosis with pathological fracture,1245002,cohort_44,Osteoporosis with pathological fracture,0.8
45562859,M81,Osteoporosis without pathological fracture,4033089,cohort_45,Osteoporosis without pathological fracture,1.4
45563307,R44,Other symptoms and signs involving general sensations and perceptions,433031,cohort_71,"Other symptoms and signs involving general
sensations and perceptions",1.6
45563320,R63,Symptoms and signs concerning food and fluid intake,432454,cohort_93,"Symptoms and signs concerning food and
fluid intake",0.9
45563321,R63,Symptoms and signs concerning food and fluid intake,434750,cohort_93,"Symptoms and signs concerning food and
fluid intake",0.9
45563335,R94,Abnormal results of function studies,4194160,cohort_1,Abnormal results of function studies,1.4
45566408,Z22,Carrier of infectious disease,4015718,cohort_10,Carrier of infectious disease,1.7
45567152,H91,Other hearing loss,4150172,cohort_61,Other hearing loss,0.9
45567272,J69,Pneumonitis due to solids and liquids,253506,cohort_77,Pneumonitis due to solids and liquids,1
45567371,L89,Decubitus ulcer and pressure area,37160748,cohort_16,Decubitus ulcer,1.7
45567658,M79,"Other soft tissue disorders, not elsewhere classified",138845,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
45567669,M80,Osteoporosis with pathological fracture,4067765,cohort_44,Osteoporosis with pathological fracture,0.8
45567679,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
45567829,N17,Acute renal failure,197320,cohort_4,Acute renal failure,1.8
45567830,N20,Calculus of kidney and ureter,201620,cohort_8,Calculus of kidney and ureter,0.7
45568133,R44,Other symptoms and signs involving general sensations and perceptions,4164151,cohort_71,"Other symptoms and signs involving general
sensations and perceptions",1.6
45568134,R45,Symptoms and signs involving emotional state,4025215,cohort_94,"Symptoms and signs involving emotional
state",1.2
45568144,R63,Symptoms and signs concerning food and fluid intake,435928,cohort_93,"Symptoms and signs concerning food and
fluid intake",0.9
45568158,R94,Abnormal results of function studies,437992,cohort_1,Abnormal results of function studies,1.4
45568159,R94,Abnormal results of function studies,40484102,cohort_1,Abnormal results of function studies,1.4
45569475,S72,Fracture of femur,440825,cohort_31,Fracture of femur,1.4
45569513,S72,Fracture of femur,4135749,cohort_31,Fracture of femur,1.4
45571285,Y84,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",442019,cohort_64,"Other medical procedures as the cause of
abnormal reaction of the patient",0.7
45571285,Y84,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",1076111,cohort_64,"Other medical procedures as the cause of
abnormal reaction of the patient",0.7
45571330,Z22,Carrier of infectious disease,4016356,cohort_10,Carrier of infectious disease,1.7
45571331,Z22,Carrier of infectious disease,1243842,cohort_10,Carrier of infectious disease,1.7
45571666,E16,Other disorders of pancreatic internal secretion,4096804,cohort_56,"Other disorders of pancreatic internal
secretion",1.4
45571759,F32,Depressive episode,440383,cohort_21,Depressive episode,0.5
45571760,F32,Depressive episode,3656234,cohort_21,Depressive episode,0.5
45572153,I95,Hypotension,317002,cohort_37,Hypotension,1.6
45572239,K92,Other diseases of digestive system,4201745,cohort_53,Other diseases of digestive system,0.8
45572288,L89,Decubitus ulcer and pressure area,37160750,cohort_16,Decubitus ulcer,1.7
45572553,M80,Osteoporosis with pathological fracture,1245005,cohort_44,Osteoporosis with pathological fracture,0.8
45573026,R44,Other symptoms and signs involving general sensations and perceptions,4024707,cohort_71,"Other symptoms and signs involving general
sensations and perceptions",1.6
45573423,S32,Fracture of lumbar spine and pelvis,4013613,cohort_32,Fracture of lumbar spine and pelvis,1.4
45573714,S51,Open wound of forearm,4062394,cohort_42,Open wound of forearm,0.5
45574361,S72,Fracture of femur,4015503,cohort_31,Fracture of femur,1.4
45574482,S72,Fracture of femur,442560,cohort_31,Fracture of femur,1.4
45576101,Y84,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",442019,cohort_64,"Other medical procedures as the cause of
abnormal reaction of the patient",0.7
45576102,Y84,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",442019,cohort_64,"Other medical procedures as the cause of
abnormal reaction of the patient",0.7
45576142,Z22,Carrier of infectious disease,4280828,cohort_10,Carrier of infectious disease,1.7
45576177,Z73,Problems related to life-management difficulty,4238682,cohort_80,"Problems related to life-management
difficulty",0.6
45576178,Z73,Problems related to life-management difficulty,4137049,cohort_80,"Problems related to life-management
difficulty",0.6
45576496,F10,Mental and behavioural disorders due to use of alcohol,435243,cohort_39,"Mental and behavioural disorders due to use
of alcohol",0.7
45576852,H91,Other hearing loss,381306,cohort_61,Other hearing loss,0.9
45577066,L89,Decubitus ulcer and pressure area,37159532,cohort_16,Decubitus ulcer,1.7
45577357,M79,"Other soft tissue disorders, not elsewhere classified",432719,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
45577377,M81,Osteoporosis without pathological fracture,77365,cohort_45,Osteoporosis without pathological fracture,1.4
45577795,R45,Symptoms and signs involving emotional state,4085332,cohort_94,"Symptoms and signs involving emotional
state",1.2
45577802,R63,Symptoms and signs concerning food and fluid intake,42536911,cohort_93,"Symptoms and signs concerning food and
fluid intake",0.9
45577814,R79,Other abnormal findings of blood chemistry,436230,cohort_46,Other abnormal findings of blood chemistry,0.6
45577830,R94,Abnormal results of function studies,438878,cohort_1,Abnormal results of function studies,1.4
45577864,S01,Open wound of head,4243161,cohort_43,Open wound of head,1.1
45577926,S09,Other and unspecified injuries of head,195398,cohort_48,Other and unspecified injuries of head,1.2
45577931,S09,Other and unspecified injuries of head,375415,cohort_48,Other and unspecified injuries of head,1.2
45578449,S51,Open wound of forearm,4053600,cohort_42,Open wound of forearm,0.5
45581014,Z22,Carrier of infectious disease,4280828,cohort_10,Carrier of infectious disease,1.7
45581067,Z73,Problems related to life-management difficulty,43020481,cohort_80,"Problems related to life-management
difficulty",0.6
45581068,Z73,Problems related to life-management difficulty,43020479,cohort_80,"Problems related to life-management
difficulty",0.6
45581069,Z74,Problems related to care-provider dependency,42535090,cohort_79,Problems related to care-provider dependency,1.1
45581193,B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,437779,cohort_90,"Streptococcus and staphylococcus as the
cause of diseases classified to other chapters",1.7
45581407,F10,Mental and behavioural disorders due to use of alcohol,36714559,cohort_39,"Mental and behavioural disorders due to use
of alcohol",0.7
45581488,G40,Epilepsy,4179936,cohort_25,Epilepsy,1.5
45582252,M79,"Other soft tissue disorders, not elsewhere classified",376208,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
45582259,M80,Osteoporosis with pathological fracture,4004624,cohort_44,Osteoporosis with pathological fracture,0.8
45582392,N18,Chronic kidney disease,443614,cohort_13,Chronic renal failure,1.4
45582393,N18,Chronic kidney disease,443612,cohort_13,Chronic renal failure,1.4
45582394,N18,Chronic kidney disease,443611,cohort_13,Chronic renal failure,1.4
45582395,N20,Calculus of kidney and ureter,201916,cohort_8,Calculus of kidney and ureter,0.7
45582398,N28,"Other disorders of kidney and ureter, not elsewhere classified",42536547,cohort_55,"Other disorders of kidney and ureter, not
elsewhere classified",1.3
45582712,R45,Symptoms and signs involving emotional state,4168681,cohort_94,"Symptoms and signs involving emotional
state",1.2
45582733,R94,Abnormal results of function studies,434486,cohort_1,Abnormal results of function studies,1.4
45583057,S32,Fracture of lumbar spine and pelvis,4129394,cohort_32,Fracture of lumbar spine and pelvis,1.4
45585762,Y84,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",43022062,cohort_64,"Other medical procedures as the cause of
abnormal reaction of the patient",0.7
45585810,Z22,Carrier of infectious disease,4280828,cohort_10,Carrier of infectious disease,1.7
45585852,Z73,Problems related to life-management difficulty,43020485,cohort_80,"Problems related to life-management
difficulty",0.6
45585854,Z74,Problems related to care-provider dependency,43020485,cohort_79,Problems related to care-provider dependency,1.1
45585883,Z93,Artificial opening status,4201387,cohort_7,Artificial opening status,1
45585884,Z93,Artificial opening status,4201388,cohort_7,Artificial opening status,1
45586147,E16,Other disorders of pancreatic internal secretion,24609,cohort_56,"Other disorders of pancreatic internal
secretion",1.4
45586148,E16,Other disorders of pancreatic internal secretion,4099656,cohort_56,"Other disorders of pancreatic internal
secretion",1.4
45586149,E16,Other disorders of pancreatic internal secretion,193983,cohort_56,"Other disorders of pancreatic internal
secretion",1.4
45586161,E55,Vitamin D deficiency,436070,cohort_108,Vitamin D deficiency,1
45586191,F10,Mental and behavioural disorders due to use of alcohol,377830,cohort_39,"Mental and behavioural disorders due to use
of alcohol",0.7
45586284,G40,Epilepsy,4047897,cohort_25,Epilepsy,1.5
45586285,G40,Epilepsy,380378,cohort_25,Epilepsy,1.5
45586783,L89,Decubitus ulcer and pressure area,37160747,cohort_16,Decubitus ulcer,1.7
45587062,M79,"Other soft tissue disorders, not elsewhere classified",442752,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
45587063,M79,"Other soft tissue disorders, not elsewhere classified",138525,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
45587240,N28,"Other disorders of kidney and ureter, not elsewhere classified",40483287,cohort_55,"Other disorders of kidney and ureter, not
elsewhere classified",1.3
45587636,S09,Other and unspecified injuries of head,4145094,cohort_48,Other and unspecified injuries of head,1.2
45590667,Y84,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",437173,cohort_64,"Other medical procedures as the cause of
abnormal reaction of the patient",0.7
45590754,Z73,Problems related to life-management difficulty,43020485,cohort_80,"Problems related to life-management
difficulty",0.6
45590775,Z93,Artificial opening status,4201390,cohort_7,Artificial opening status,1
45590776,Z93,Artificial opening status,42537740,cohort_7,Artificial opening status,1
45590869,B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,433125,cohort_90,"Streptococcus and staphylococcus as the
cause of diseases classified to other chapters",1.7
45591038,E16,Other disorders of pancreatic internal secretion,24609,cohort_56,"Other disorders of pancreatic internal
secretion",1.4
45591170,G40,Epilepsy,374915,cohort_25,Epilepsy,1.5
45591172,G40,Epilepsy,374915,cohort_25,Epilepsy,1.5
45591444,H91,Other hearing loss,377574,cohort_61,Other hearing loss,0.9
45591562,J69,Pneumonitis due to solids and liquids,4112839,cohort_77,Pneumonitis due to solids and liquids,1
45591562,J69,Pneumonitis due to solids and liquids,4110180,cohort_77,Pneumonitis due to solids and liquids,1
45591937,M79,"Other soft tissue disorders, not elsewhere classified",376208,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
45591946,M80,Osteoporosis with pathological fracture,1245006,cohort_44,Osteoporosis with pathological fracture,0.8
45591963,M81,Osteoporosis without pathological fracture,80502,cohort_45,Osteoporosis without pathological fracture,1.4
45592421,R47,"Speech disturbances, not elsewhere classified",4024716,cohort_89,"Speech disturbances, not elsewhere classified",1
45592422,R47,"Speech disturbances, not elsewhere classified",435642,cohort_89,"Speech disturbances, not elsewhere classified",1
45592443,R94,Abnormal results of function studies,4064989,cohort_1,Abnormal results of function studies,1.4
45592468,S01,Open wound of head,4051004,cohort_43,Open wound of head,1.1
45592478,S01,Open wound of head,36716565,cohort_43,Open wound of head,1.1
45592764,S32,Fracture of lumbar spine and pelvis,4129420,cohort_32,Fracture of lumbar spine and pelvis,1.4
45592772,S32,Fracture of lumbar spine and pelvis,4296627,cohort_32,Fracture of lumbar spine and pelvis,1.4
45593656,S72,Fracture of femur,433856,cohort_31,Fracture of femur,1.4
45595448,Y84,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",4023568,cohort_64,"Other medical procedures as the cause of
abnormal reaction of the patient",0.7
45595448,Y84,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",442019,cohort_64,"Other medical procedures as the cause of
abnormal reaction of the patient",0.7
45595541,Z73,Problems related to life-management difficulty,42537791,cohort_80,"Problems related to life-management
difficulty",0.6
45595628,B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,440328,cohort_90,"Streptococcus and staphylococcus as the
cause of diseases classified to other chapters",1.7
45595629,B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,435459,cohort_90,"Streptococcus and staphylococcus as the
cause of diseases classified to other chapters",1.7
45595844,F10,Mental and behavioural disorders due to use of alcohol,433753,cohort_39,"Mental and behavioural disorders due to use
of alcohol",0.7
45596496,M19,Other arthrosis,73553,cohort_49,Other arthrosis,1.5
45597185,R45,Symptoms and signs involving emotional state,4168212,cohort_94,"Symptoms and signs involving emotional
state",1.2
45597558,S32,Fracture of lumbar spine and pelvis,4276036,cohort_32,Fracture of lumbar spine and pelvis,1.4
45600284,Y84,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",4176898,cohort_64,"Other medical procedures as the cause of
abnormal reaction of the patient",0.7
45600353,Z73,Problems related to life-management difficulty,43020485,cohort_80,"Problems related to life-management
difficulty",0.6
45600355,Z74,Problems related to care-provider dependency,42535090,cohort_79,Problems related to care-provider dependency,1.1
45600648,E16,Other disorders of pancreatic internal secretion,45757754,cohort_56,"Other disorders of pancreatic internal
secretion",1.4
45600739,F32,Depressive episode,438406,cohort_21,Depressive episode,0.5
45600777,G40,Epilepsy,4274575,cohort_25,Epilepsy,1.5
45601353,M19,Other arthrosis,73553,cohort_49,Other arthrosis,1.5
45601355,M19,Other arthrosis,80494,cohort_49,Other arthrosis,1.5
45601560,M80,Osteoporosis with pathological fracture,4003482,cohort_44,Osteoporosis with pathological fracture,0.8
45601561,M80,Osteoporosis with pathological fracture,40480160,cohort_44,Osteoporosis with pathological fracture,0.8
45601723,N28,"Other disorders of kidney and ureter, not elsewhere classified",40483287,cohort_55,"Other disorders of kidney and ureter, not
elsewhere classified",1.3
45602029,R44,Other symptoms and signs involving general sensations and perceptions,4275889,cohort_71,"Other symptoms and signs involving general
sensations and perceptions",1.6
45602030,R44,Other symptoms and signs involving general sensations and perceptions,433031,cohort_71,"Other symptoms and signs involving general
sensations and perceptions",1.6
45602036,R63,Symptoms and signs concerning food and fluid intake,436675,cohort_93,"Symptoms and signs concerning food and
fluid intake",0.9
45602056,S01,Open wound of head,441712,cohort_43,Open wound of head,1.1
45602132,S09,Other and unspecified injuries of head,4059253,cohort_48,Other and unspecified injuries of head,1.2
45602139,S09,Other and unspecified injuries of head,4057179,cohort_48,Other and unspecified injuries of head,1.2
45602140,S09,Other and unspecified injuries of head,375415,cohort_48,Other and unspecified injuries of head,1.2
45602408,S32,Fracture of lumbar spine and pelvis,4008356,cohort_32,Fracture of lumbar spine and pelvis,1.4
45605872,I95,Hypotension,319041,cohort_37,Hypotension,1.6
45605905,J96,"Respiratory failure, not elsewhere classified",319049,cohort_83,"Respiratory failure, not elsewhere classified",1.5
45605964,K92,Other diseases of digestive system,26727,cohort_53,Other diseases of digestive system,0.8
45605965,K92,Other diseases of digestive system,4201745,cohort_53,Other diseases of digestive system,0.8
45606790,R00,Abnormalities of heart beat,444070,cohort_3,Abnormalities of heart beat,0.7
45606813,R45,Symptoms and signs involving emotional state,4169106,cohort_94,"Symptoms and signs involving emotional
state",1.2
45606814,R45,Symptoms and signs involving emotional state,40483106,cohort_94,"Symptoms and signs involving emotional
state",1.2
45606863,S01,Open wound of head,4243161,cohort_43,Open wound of head,1.1
45607211,S32,Fracture of lumbar spine and pelvis,4263360,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755297,A09,Other gastroenteritis and colitis of infectious and unspecified origin,4043371,cohort_60,"Diarrhoea and gastroenteritis of presumed
infectious origin",1.1
45755298,A09,Other gastroenteritis and colitis of infectious and unspecified origin,4043371,cohort_60,"Diarrhoea and gastroenteritis of presumed
infectious origin",1.1
45755372,F10,Mental and behavioural disorders due to use of alcohol,607208,cohort_39,"Mental and behavioural disorders due to use
of alcohol",0.7
45755373,F10,Mental and behavioural disorders due to use of alcohol,37164773,cohort_39,"Mental and behavioural disorders due to use
of alcohol",0.7
45755675,S32,Fracture of lumbar spine and pelvis,4013604,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755676,S32,Fracture of lumbar spine and pelvis,4008222,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755677,S32,Fracture of lumbar spine and pelvis,4013160,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755678,S32,Fracture of lumbar spine and pelvis,4013161,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755679,S32,Fracture of lumbar spine and pelvis,35624169,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755680,S32,Fracture of lumbar spine and pelvis,35624484,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755681,S32,Fracture of lumbar spine and pelvis,81141,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755682,S32,Fracture of lumbar spine and pelvis,78276,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755683,S32,Fracture of lumbar spine and pelvis,81696,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755684,S32,Fracture of lumbar spine and pelvis,77405,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755685,S32,Fracture of lumbar spine and pelvis,4263360,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755686,S32,Fracture of lumbar spine and pelvis,75943,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755687,S32,Fracture of lumbar spine and pelvis,4008356,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755687,S32,Fracture of lumbar spine and pelvis,4307254,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755688,S32,Fracture of lumbar spine and pelvis,4008356,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755688,S32,Fracture of lumbar spine and pelvis,4264281,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755689,S32,Fracture of lumbar spine and pelvis,4013613,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755689,S32,Fracture of lumbar spine and pelvis,4307254,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755690,S32,Fracture of lumbar spine and pelvis,4013613,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755690,S32,Fracture of lumbar spine and pelvis,4264281,cohort_32,Fracture of lumbar spine and pelvis,1.4
45755821,S22,"Fracture of rib(s), sternum and thoracic spine",434770,cohort_33,"Fracture of rib(s), sternum and thoracic spine",1.8
45755957,S72,Fracture of femur,4027460,cohort_31,Fracture of femur,1.4
45755958,S72,Fracture of femur,4281541,cohort_31,Fracture of femur,1.4
45755959,S72,Fracture of femur,4009610,cohort_31,Fracture of femur,1.4
45755960,S72,Fracture of femur,4015981,cohort_31,Fracture of femur,1.4
45755961,S72,Fracture of femur,438887,cohort_31,Fracture of femur,1.4
45755962,S72,Fracture of femur,440856,cohort_31,Fracture of femur,1.4
45755963,S72,Fracture of femur,440548,cohort_31,Fracture of femur,1.4
45755964,S72,Fracture of femur,435094,cohort_31,Fracture of femur,1.4
45755965,S72,Fracture of femur,4289013,cohort_31,Fracture of femur,1.4
45755966,S72,Fracture of femur,4164752,cohort_31,Fracture of femur,1.4
45755967,S72,Fracture of femur,435093,cohort_31,Fracture of femur,1.4
45755968,S72,Fracture of femur,438583,cohort_31,Fracture of femur,1.4
45755969,S72,Fracture of femur,435093,cohort_31,Fracture of femur,1.4
45755970,S72,Fracture of femur,438583,cohort_31,Fracture of femur,1.4
42617674,M48,Other spondylopathies,77079,cohort_69,Spinal stenosis (secondary code only),0.5
42617675,M48,Other spondylopathies,436785,cohort_69,Spinal stenosis (secondary code only),0.5
42617676,M48,Other spondylopathies,37171158,cohort_69,Spinal stenosis (secondary code only),0.5
42617677,M48,Other spondylopathies,321661,cohort_69,Spinal stenosis (secondary code only),0.5
42617678,M48,Other spondylopathies,37171161,cohort_69,Spinal stenosis (secondary code only),0.5
42617679,M48,Other spondylopathies,136788,cohort_69,Spinal stenosis (secondary code only),0.5
42617680,M48,Other spondylopathies,4152592,cohort_69,Spinal stenosis (secondary code only),0.5
42617681,M48,Other spondylopathies,77079,cohort_69,Spinal stenosis (secondary code only),0.5
42617681,M48,Other spondylopathies,138841,cohort_69,Spinal stenosis (secondary code only),0.5
42617682,M48,Other spondylopathies,77079,cohort_69,Spinal stenosis (secondary code only),0.5
42617683,M48,Other spondylopathies,77961,cohort_69,Spinal stenosis (secondary code only),0.5
42617684,M48,Other spondylopathies,77961,cohort_69,Spinal stenosis (secondary code only),0.5
42617684,M48,Other spondylopathies,80497,cohort_69,Spinal stenosis (secondary code only),0.5
42617685,M48,Other spondylopathies,37207744,cohort_69,Spinal stenosis (secondary code only),0.5
42617686,M48,Other spondylopathies,37207745,cohort_69,Spinal stenosis (secondary code only),0.5
42617687,M48,Other spondylopathies,37207748,cohort_69,Spinal stenosis (secondary code only),0.5
42617688,M48,Other spondylopathies,37207749,cohort_69,Spinal stenosis (secondary code only),0.5
42617689,M48,Other spondylopathies,37207746,cohort_69,Spinal stenosis (secondary code only),0.5
42617690,M48,Other spondylopathies,37207747,cohort_69,Spinal stenosis (secondary code only),0.5
42617691,M48,Other spondylopathies,77961,cohort_69,Spinal stenosis (secondary code only),0.5
42617691,M48,Other spondylopathies,138841,cohort_69,Spinal stenosis (secondary code only),0.5
42617692,M48,Other spondylopathies,77961,cohort_69,Spinal stenosis (secondary code only),0.5
42617693,M48,Other spondylopathies,80497,cohort_69,Spinal stenosis (secondary code only),0.5
42617693,M48,Other spondylopathies,75908,cohort_69,Spinal stenosis (secondary code only),0.5
42617694,M48,Other spondylopathies,75908,cohort_69,Spinal stenosis (secondary code only),0.5
42617694,M48,Other spondylopathies,80497,cohort_69,Spinal stenosis (secondary code only),0.5
42617695,M48,Other spondylopathies,80497,cohort_69,Spinal stenosis (secondary code only),0.5
42617695,M48,Other spondylopathies,443795,cohort_69,Spinal stenosis (secondary code only),0.5
42617695,M48,Other spondylopathies,75908,cohort_69,Spinal stenosis (secondary code only),0.5
42617696,M48,Other spondylopathies,75908,cohort_69,Spinal stenosis (secondary code only),0.5
42617696,M48,Other spondylopathies,443795,cohort_69,Spinal stenosis (secondary code only),0.5
42617697,M48,Other spondylopathies,195906,cohort_69,Spinal stenosis (secondary code only),0.5
42617697,M48,Other spondylopathies,443795,cohort_69,Spinal stenosis (secondary code only),0.5
42617697,M48,Other spondylopathies,75908,cohort_69,Spinal stenosis (secondary code only),0.5
42617698,M48,Other spondylopathies,75908,cohort_69,Spinal stenosis (secondary code only),0.5
42617698,M48,Other spondylopathies,195906,cohort_69,Spinal stenosis (secondary code only),0.5
42617699,M48,Other spondylopathies,195906,cohort_69,Spinal stenosis (secondary code only),0.5
42617699,M48,Other spondylopathies,138841,cohort_69,Spinal stenosis (secondary code only),0.5
42617699,M48,Other spondylopathies,75908,cohort_69,Spinal stenosis (secondary code only),0.5
42617700,M48,Other spondylopathies,75908,cohort_69,Spinal stenosis (secondary code only),0.5
42617700,M48,Other spondylopathies,138841,cohort_69,Spinal stenosis (secondary code only),0.5
42617701,M48,Other spondylopathies,75908,cohort_69,Spinal stenosis (secondary code only),0.5
42617702,M48,Other spondylopathies,81665,cohort_69,Spinal stenosis (secondary code only),0.5
42617703,M48,Other spondylopathies,80497,cohort_69,Spinal stenosis (secondary code only),0.5
42617703,M48,Other spondylopathies,81665,cohort_69,Spinal stenosis (secondary code only),0.5
42617704,M48,Other spondylopathies,80497,cohort_69,Spinal stenosis (secondary code only),0.5
42617704,M48,Other spondylopathies,81665,cohort_69,Spinal stenosis (secondary code only),0.5
42617705,M48,Other spondylopathies,81665,cohort_69,Spinal stenosis (secondary code only),0.5
42617705,M48,Other spondylopathies,80497,cohort_69,Spinal stenosis (secondary code only),0.5
42617705,M48,Other spondylopathies,443795,cohort_69,Spinal stenosis (secondary code only),0.5
42617706,M48,Other spondylopathies,81665,cohort_69,Spinal stenosis (secondary code only),0.5
42617706,M48,Other spondylopathies,443795,cohort_69,Spinal stenosis (secondary code only),0.5
42617707,M48,Other spondylopathies,195906,cohort_69,Spinal stenosis (secondary code only),0.5
42617707,M48,Other spondylopathies,443795,cohort_69,Spinal stenosis (secondary code only),0.5
42617707,M48,Other spondylopathies,81665,cohort_69,Spinal stenosis (secondary code only),0.5
42617708,M48,Other spondylopathies,195906,cohort_69,Spinal stenosis (secondary code only),0.5
42617708,M48,Other spondylopathies,81665,cohort_69,Spinal stenosis (secondary code only),0.5
42617709,M48,Other spondylopathies,81665,cohort_69,Spinal stenosis (secondary code only),0.5
42617709,M48,Other spondylopathies,195906,cohort_69,Spinal stenosis (secondary code only),0.5
42617709,M48,Other spondylopathies,138841,cohort_69,Spinal stenosis (secondary code only),0.5
42617710,M48,Other spondylopathies,138841,cohort_69,Spinal stenosis (secondary code only),0.5
42617710,M48,Other spondylopathies,81665,cohort_69,Spinal stenosis (secondary code only),0.5
42617711,M48,Other spondylopathies,81665,cohort_69,Spinal stenosis (secondary code only),0.5
42617712,M48,Other spondylopathies,4001458,cohort_69,Spinal stenosis (secondary code only),0.5
42617713,M48,Other spondylopathies,45772068,cohort_69,Spinal stenosis (secondary code only),0.5
42617714,M48,Other spondylopathies,45770877,cohort_69,Spinal stenosis (secondary code only),0.5
42617715,M48,Other spondylopathies,45770877,cohort_69,Spinal stenosis (secondary code only),0.5
42617715,M48,Other spondylopathies,45757329,cohort_69,Spinal stenosis (secondary code only),0.5
42617716,M48,Other spondylopathies,45757329,cohort_69,Spinal stenosis (secondary code only),0.5
42617716,M48,Other spondylopathies,45757330,cohort_69,Spinal stenosis (secondary code only),0.5
42617717,M48,Other spondylopathies,45757330,cohort_69,Spinal stenosis (secondary code only),0.5
42617718,M48,Other spondylopathies,45757330,cohort_69,Spinal stenosis (secondary code only),0.5
42617718,M48,Other spondylopathies,138841,cohort_69,Spinal stenosis (secondary code only),0.5
42617719,M48,Other spondylopathies,138841,cohort_69,Spinal stenosis (secondary code only),0.5
42617719,M48,Other spondylopathies,4001458,cohort_69,Spinal stenosis (secondary code only),0.5
42617720,M48,Other spondylopathies,4001458,cohort_69,Spinal stenosis (secondary code only),0.5
42617721,M48,Other spondylopathies,4222001,cohort_69,Spinal stenosis (secondary code only),0.5
42617722,M48,Other spondylopathies,4222001,cohort_69,Spinal stenosis (secondary code only),0.5
42617723,M48,Other spondylopathies,4203556,cohort_69,Spinal stenosis (secondary code only),0.5
42617724,M48,Other spondylopathies,4203556,cohort_69,Spinal stenosis (secondary code only),0.5
42617724,M48,Other spondylopathies,4203555,cohort_69,Spinal stenosis (secondary code only),0.5
42617725,M48,Other spondylopathies,4203555,cohort_69,Spinal stenosis (secondary code only),0.5
42617726,M48,Other spondylopathies,4203555,cohort_69,Spinal stenosis (secondary code only),0.5
