source_concept_id,concept_code,cohort_name,concept_id,cohort_name_1,icd_description,points
42617266,M25,"Other joint disorders, not elsewhere classified",4305027,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617268,M25,"Other joint disorders, not elsewhere classified",72404,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617269,M25,"Other joint disorders, not elsewhere classified",45757591,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617270,M25,"Other joint disorders, not elsewhere classified",45757591,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617270,M25,"Other joint disorders, not elsewhere classified",77630,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617275,M25,"Other joint disorders, not elsewhere classified",45757591,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617275,M25,"Other joint disorders, not elsewhere classified",40482662,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617276,M25,"Other joint disorders, not elsewhere classified",45757591,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617277,M25,"Other joint disorders, not elsewhere classified",45757591,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617279,M25,"Other joint disorders, not elsewhere classified",40484571,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617280,M25,"Other joint disorders, not elsewhere classified",73553,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617280,M25,"Other joint disorders, not elsewhere classified",76191,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617282,M25,"Other joint disorders, not elsewhere classified",443582,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617286,M25,"Other joint disorders, not elsewhere classified",73553,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617287,M25,"Other joint disorders, not elsewhere classified",75897,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617288,M25,"Other joint disorders, not elsewhere classified",40484571,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617289,M25,"Other joint disorders, not elsewhere classified",73553,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617289,M25,"Other joint disorders, not elsewhere classified",76191,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617293,M25,"Other joint disorders, not elsewhere classified",40482662,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617294,M25,"Other joint disorders, not elsewhere classified",73553,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42617353,M41,Scoliosis,4069935,cohort_85,Scoliosis,0.9
42617354,M41,Scoliosis,4069935,cohort_85,Scoliosis,0.9
42617354,M41,Scoliosis,80497,cohort_85,Scoliosis,0.9
42617355,M41,Scoliosis,45757669,cohort_85,Scoliosis,0.9
42617356,M41,Scoliosis,4069935,cohort_85,Scoliosis,0.9
42617356,M41,Scoliosis,443795,cohort_85,Scoliosis,0.9
42617356,M41,Scoliosis,80497,cohort_85,Scoliosis,0.9
42617357,M41,Scoliosis,46273238,cohort_85,Scoliosis,0.9
42617358,M41,Scoliosis,4069935,cohort_85,Scoliosis,0.9
42617359,M41,Scoliosis,46273239,cohort_85,Scoliosis,0.9
42617360,M41,Scoliosis,195906,cohort_85,Scoliosis,0.9
42617360,M41,Scoliosis,4069935,cohort_85,Scoliosis,0.9
42617360,M41,Scoliosis,138841,cohort_85,Scoliosis,0.9
42617361,M41,Scoliosis,138841,cohort_85,Scoliosis,0.9
42617361,M41,Scoliosis,4069935,cohort_85,Scoliosis,0.9
42617362,M41,Scoliosis,4069935,cohort_85,Scoliosis,0.9
42617363,M41,Scoliosis,4067872,cohort_85,Scoliosis,0.9
42617364,M41,Scoliosis,4067872,cohort_85,Scoliosis,0.9
42617365,M41,Scoliosis,4067872,cohort_85,Scoliosis,0.9
42617366,M41,Scoliosis,4067872,cohort_85,Scoliosis,0.9
42617366,M41,Scoliosis,46273238,cohort_85,Scoliosis,0.9
42617367,M41,Scoliosis,4067872,cohort_85,Scoliosis,0.9
42617367,M41,Scoliosis,37017436,cohort_85,Scoliosis,0.9
42617368,M41,Scoliosis,4067872,cohort_85,Scoliosis,0.9
42617368,M41,Scoliosis,46273239,cohort_85,Scoliosis,0.9
42617369,M41,Scoliosis,4067872,cohort_85,Scoliosis,0.9
42617369,M41,Scoliosis,46273239,cohort_85,Scoliosis,0.9
42617370,M41,Scoliosis,4067872,cohort_85,Scoliosis,0.9
42617371,M41,Scoliosis,4067872,cohort_85,Scoliosis,0.9
42617372,M41,Scoliosis,4069935,cohort_85,Scoliosis,0.9
42617373,M41,Scoliosis,4069935,cohort_85,Scoliosis,0.9
42617373,M41,Scoliosis,80497,cohort_85,Scoliosis,0.9
42617374,M41,Scoliosis,80497,cohort_85,Scoliosis,0.9
42617374,M41,Scoliosis,4069935,cohort_85,Scoliosis,0.9
42617375,M41,Scoliosis,4069935,cohort_85,Scoliosis,0.9
42617376,M41,Scoliosis,46273238,cohort_85,Scoliosis,0.9
42617377,M41,Scoliosis,4069935,cohort_85,Scoliosis,0.9
42617378,M41,Scoliosis,46273239,cohort_85,Scoliosis,0.9
42617379,M41,Scoliosis,46273239,cohort_85,Scoliosis,0.9
42617379,M41,Scoliosis,138841,cohort_85,Scoliosis,0.9
42617380,M41,Scoliosis,4069935,cohort_85,Scoliosis,0.9
42617380,M41,Scoliosis,138841,cohort_85,Scoliosis,0.9
42617381,M41,Scoliosis,4069935,cohort_85,Scoliosis,0.9
42617382,M41,Scoliosis,253009,cohort_85,Scoliosis,0.9
42617383,M41,Scoliosis,253009,cohort_85,Scoliosis,0.9
42617383,M41,Scoliosis,80497,cohort_85,Scoliosis,0.9
42617384,M41,Scoliosis,80497,cohort_85,Scoliosis,0.9
42617384,M41,Scoliosis,253009,cohort_85,Scoliosis,0.9
42617385,M41,Scoliosis,253009,cohort_85,Scoliosis,0.9
42617385,M41,Scoliosis,4184403,cohort_85,Scoliosis,0.9
42617385,M41,Scoliosis,80497,cohort_85,Scoliosis,0.9
42617386,M41,Scoliosis,37171182,cohort_85,Scoliosis,0.9
42617387,M41,Scoliosis,37171183,cohort_85,Scoliosis,0.9
42617388,M41,Scoliosis,253009,cohort_85,Scoliosis,0.9
42617388,M41,Scoliosis,195906,cohort_85,Scoliosis,0.9
42617389,M41,Scoliosis,195906,cohort_85,Scoliosis,0.9
42617389,M41,Scoliosis,253009,cohort_85,Scoliosis,0.9
42617389,M41,Scoliosis,138841,cohort_85,Scoliosis,0.9
42617390,M41,Scoliosis,138841,cohort_85,Scoliosis,0.9
42617390,M41,Scoliosis,253009,cohort_85,Scoliosis,0.9
42617391,M41,Scoliosis,253009,cohort_85,Scoliosis,0.9
42617392,M41,Scoliosis,4069943,cohort_85,Scoliosis,0.9
42617393,M41,Scoliosis,37207796,cohort_85,Scoliosis,0.9
42617394,M41,Scoliosis,37207796,cohort_85,Scoliosis,0.9
42617395,M41,Scoliosis,37171057,cohort_85,Scoliosis,0.9
42617396,M41,Scoliosis,37171059,cohort_85,Scoliosis,0.9
42617397,M41,Scoliosis,37171060,cohort_85,Scoliosis,0.9
42617398,M41,Scoliosis,37171058,cohort_85,Scoliosis,0.9
42617399,M41,Scoliosis,138841,cohort_85,Scoliosis,0.9
42617399,M41,Scoliosis,4069943,cohort_85,Scoliosis,0.9
42617399,M41,Scoliosis,4184423,cohort_85,Scoliosis,0.9
42617400,M41,Scoliosis,138841,cohort_85,Scoliosis,0.9
42617400,M41,Scoliosis,4069943,cohort_85,Scoliosis,0.9
42617401,M41,Scoliosis,4069943,cohort_85,Scoliosis,0.9
42617402,M41,Scoliosis,4006163,cohort_85,Scoliosis,0.9
42617403,M41,Scoliosis,4006163,cohort_85,Scoliosis,0.9
42617403,M41,Scoliosis,4179319,cohort_85,Scoliosis,0.9
42617404,M41,Scoliosis,4006163,cohort_85,Scoliosis,0.9
42617404,M41,Scoliosis,4179319,cohort_85,Scoliosis,0.9
42617405,M41,Scoliosis,4006163,cohort_85,Scoliosis,0.9
42617405,M41,Scoliosis,4179319,cohort_85,Scoliosis,0.9
42617405,M41,Scoliosis,4184403,cohort_85,Scoliosis,0.9
42617406,M41,Scoliosis,4006163,cohort_85,Scoliosis,0.9
42617406,M41,Scoliosis,4184403,cohort_85,Scoliosis,0.9
42617407,M41,Scoliosis,4006163,cohort_85,Scoliosis,0.9
42617407,M41,Scoliosis,4184403,cohort_85,Scoliosis,0.9
42617407,M41,Scoliosis,4184423,cohort_85,Scoliosis,0.9
42617408,M41,Scoliosis,4006163,cohort_85,Scoliosis,0.9
42617408,M41,Scoliosis,4184423,cohort_85,Scoliosis,0.9
42617409,M41,Scoliosis,4006163,cohort_85,Scoliosis,0.9
42617409,M41,Scoliosis,4184423,cohort_85,Scoliosis,0.9
42617410,M41,Scoliosis,4006163,cohort_85,Scoliosis,0.9
42617411,M41,Scoliosis,72418,cohort_85,Scoliosis,0.9
42617412,M41,Scoliosis,4179319,cohort_85,Scoliosis,0.9
42617413,M41,Scoliosis,4179319,cohort_85,Scoliosis,0.9
42617414,M41,Scoliosis,4179319,cohort_85,Scoliosis,0.9
42617414,M41,Scoliosis,4184403,cohort_85,Scoliosis,0.9
42617415,M41,Scoliosis,4184403,cohort_85,Scoliosis,0.9
42617416,M41,Scoliosis,4184403,cohort_85,Scoliosis,0.9
42617416,M41,Scoliosis,4184423,cohort_85,Scoliosis,0.9
42617417,M41,Scoliosis,4184423,cohort_85,Scoliosis,0.9
42617418,M41,Scoliosis,138841,cohort_85,Scoliosis,0.9
42617418,M41,Scoliosis,4184423,cohort_85,Scoliosis,0.9
42617419,M41,Scoliosis,138841,cohort_85,Scoliosis,0.9
42617419,M41,Scoliosis,72418,cohort_85,Scoliosis,0.9
42617420,M41,Scoliosis,72418,cohort_85,Scoliosis,0.9
42617421,M41,Scoliosis,72418,cohort_85,Scoliosis,0.9
42617422,M41,Scoliosis,4179319,cohort_85,Scoliosis,0.9
42617423,M41,Scoliosis,4179319,cohort_85,Scoliosis,0.9
42617424,M41,Scoliosis,4179319,cohort_85,Scoliosis,0.9
42617424,M41,Scoliosis,4184403,cohort_85,Scoliosis,0.9
42617425,M41,Scoliosis,4184403,cohort_85,Scoliosis,0.9
42617426,M41,Scoliosis,4184403,cohort_85,Scoliosis,0.9
42617426,M41,Scoliosis,4184423,cohort_85,Scoliosis,0.9
42617427,M41,Scoliosis,4184423,cohort_85,Scoliosis,0.9
42617428,M41,Scoliosis,138841,cohort_85,Scoliosis,0.9
42617428,M41,Scoliosis,4184423,cohort_85,Scoliosis,0.9
42617429,M41,Scoliosis,72418,cohort_85,Scoliosis,0.9
42617429,M41,Scoliosis,138841,cohort_85,Scoliosis,0.9
42617430,M41,Scoliosis,72418,cohort_85,Scoliosis,0.9
42618434,M79,"Other soft tissue disorders, not elsewhere classified",136779,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618434,M79,"Other soft tissue disorders, not elsewhere classified",138845,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618445,M79,"Other soft tissue disorders, not elsewhere classified",37167226,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618451,M79,"Other soft tissue disorders, not elsewhere classified",4117779,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618455,M79,"Other soft tissue disorders, not elsewhere classified",77635,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618455,M79,"Other soft tissue disorders, not elsewhere classified",4117779,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618456,M79,"Other soft tissue disorders, not elsewhere classified",4117779,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618461,M79,"Other soft tissue disorders, not elsewhere classified",432719,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618464,M79,"Other soft tissue disorders, not elsewhere classified",432719,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618464,M79,"Other soft tissue disorders, not elsewhere classified",136779,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618473,M79,"Other soft tissue disorders, not elsewhere classified",76191,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618473,M79,"Other soft tissue disorders, not elsewhere classified",378523,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618474,M79,"Other soft tissue disorders, not elsewhere classified",378523,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618474,M79,"Other soft tissue disorders, not elsewhere classified",136779,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618477,M79,"Other soft tissue disorders, not elsewhere classified",378523,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618477,M79,"Other soft tissue disorders, not elsewhere classified",72986,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618478,M79,"Other soft tissue disorders, not elsewhere classified",40488823,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618478,M79,"Other soft tissue disorders, not elsewhere classified",378523,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618480,M79,"Other soft tissue disorders, not elsewhere classified",378523,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618489,M79,"Other soft tissue disorders, not elsewhere classified",138525,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618492,M79,"Other soft tissue disorders, not elsewhere classified",77630,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618492,M79,"Other soft tissue disorders, not elsewhere classified",40405599,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618495,M79,"Other soft tissue disorders, not elsewhere classified",40405599,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618495,M79,"Other soft tissue disorders, not elsewhere classified",77635,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618496,M79,"Other soft tissue disorders, not elsewhere classified",40405599,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618500,M79,"Other soft tissue disorders, not elsewhere classified",40405599,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618501,M79,"Other soft tissue disorders, not elsewhere classified",376208,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42618518,M79,"Other soft tissue disorders, not elsewhere classified",4093228,cohort_67,"Other soft tissue disorders, not elsewhere
classified",1.1
42619337,Z91,"Personal history of risk-factors, not elsewhere classified",1340204,cohort_75,"Personal history of risk-factors, not elsewhere
classified",0.5
42619346,M25,"Other joint disorders, not elsewhere classified",4343913,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42619346,M25,"Other joint disorders, not elsewhere classified",72986,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42619348,M25,"Other joint disorders, not elsewhere classified",77074,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42619349,M25,"Other joint disorders, not elsewhere classified",76191,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42619349,M25,"Other joint disorders, not elsewhere classified",45757591,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42619355,M25,"Other joint disorders, not elsewhere classified",40482662,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42619356,M25,"Other joint disorders, not elsewhere classified",73553,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42619356,M25,"Other joint disorders, not elsewhere classified",76191,cohort_62,"Other joint disorders, not elsewhere classified",2.3
42619363,M41,Scoliosis,4067872,cohort_85,Scoliosis,0.9
42619368,M41,Scoliosis,4006163,cohort_85,Scoliosis,0.9
45532810,A04,Other bacterial intestinal infections,4345206,cohort_50,Other bacterial intestinal infections,1.1
45532811,A04,Other bacterial intestinal infections,4345355,cohort_50,Other bacterial intestinal infections,1.1
45532832,A41,Other sepsis,40489907,cohort_66,Other septicaemia,1.6
45533035,E53,Deficiency of other B group vitamins,437246,cohort_17,Deficiency of other B group vitamins,1.9
45533058,F01,Vascular dementia,443605,cohort_106,Vascular dementia,2
45533583,K26,Duodenal ulcer,4232181,cohort_23,Duodenal ulcer,1.6
45537650,Z50,Care involving use of rehabilitation procedures,4300520,cohort_9,"Care involving use of rehabilitation
procedures",2.1
45537651,Z50,Care involving use of rehabilitation procedures,4309371,cohort_9,"Care involving use of rehabilitation
procedures",2.1
45537660,Z60,Problems related to social environment,4028922,cohort_82,Problems related to social environment,1.8
45537673,Z75,Problems related to medical facilities and other health care,4082086,cohort_81,"Problems related to medical facilities and
other health care",2
45537710,A04,Other bacterial intestinal infections,192815,cohort_50,Other bacterial intestinal infections,1.1
45537950,E05,Thyrotoxicosis [hyperthyroidism],138387,cohort_96,Thyrotoxicosis [hyperthyroidism],0.9
45537996,F01,Vascular dementia,4046090,cohort_106,Vascular dementia,2
45538120,G45,Transient cerebral ischaemic attacks and related syndromes,374055,cohort_97,"Transient cerebral ischaemic attacks and
related syndromes",1.2
45538120,G45,Transient cerebral ischaemic attacks and related syndromes,376714,cohort_97,"Transient cerebral ischaemic attacks and
related syndromes",1.2
45538321,H54,Visual impairment including blindness (binocular or monocular),44806788,cohort_107,Blindness and low vision,1.9
45538393,I63,Cerebral infarction,4110189,cohort_12,Cerebral Infarction,0.8
45542444,Z60,Problems related to social environment,4217086,cohort_82,Problems related to social environment,1.8
45542491,Z91,"Personal history of risk-factors, not elsewhere classified",1340204,cohort_75,"Personal history of risk-factors, not elsewhere
classified",0.5
45542879,G31,"Other degenerative diseases of nervous system, not elsewhere classified",4213310,cohort_52,"Other degenerative diseases of nervous
system, not elsewhere classified",1.2
45542892,G45,Transient cerebral ischaemic attacks and related syndromes,373503,cohort_97,"Transient cerebral ischaemic attacks and
related syndromes",1.2
45543087,H54,Visual impairment including blindness (binocular or monocular),372906,cohort_107,Blindness and low vision,1.9
45543327,K59,Other functional intestinal disorders,80141,cohort_59,Other functional intestinal disorders,1.8
45543361,L03,Cellulitis,4065997,cohort_11,Cellulitis,2
45543362,L03,Cellulitis,435613,cohort_11,Cellulitis,2
45543562,M25,"Other joint disorders, not elsewhere classified",73553,cohort_62,"Other joint disorders, not elsewhere classified",2.3
45545631,S80,Superficial injury of lower leg,4106355,cohort_92,Superficial injury of lower leg,2
45547321,Z50,Care involving use of rehabilitation procedures,4201412,cohort_9,"Care involving use of rehabilitation
procedures",2.1
45547322,Z50,Care involving use of rehabilitation procedures,4225863,cohort_9,"Care involving use of rehabilitation
procedures",2.1
45547342,Z75,Problems related to medical facilities and other health care,4019827,cohort_81,"Problems related to medical facilities and
other health care",2
45548031,I63,Cerebral infarction,4111714,cohort_12,Cerebral Infarction,0.8
45548151,K26,Duodenal ulcer,4265479,cohort_23,Duodenal ulcer,1.6
45548408,M41,Scoliosis,4069935,cohort_85,Scoliosis,0.9
45548411,M41,Scoliosis,4069943,cohort_85,Scoliosis,0.9
45550389,S80,Superficial injury of lower leg,77734,cohort_92,Superficial injury of lower leg,2
45552106,Z75,Problems related to medical facilities and other health care,4145781,cohort_81,"Problems related to medical facilities and
other health care",2
45552153,A04,Other bacterial intestinal infections,193688,cohort_50,Other bacterial intestinal infections,1.1
45552178,A41,Other sepsis,40486631,cohort_66,Other septicaemia,1.6
45552425,F01,Vascular dementia,4046089,cohort_106,Vascular dementia,2
45552920,K26,Duodenal ulcer,4173408,cohort_23,Duodenal ulcer,1.6
45552921,K26,Duodenal ulcer,4222896,cohort_23,Duodenal ulcer,1.6
45552942,K59,Other functional intestinal disorders,198465,cohort_59,Other functional intestinal disorders,1.8
45552943,K59,Other functional intestinal disorders,196151,cohort_59,Other functional intestinal disorders,1.8
45556842,Z50,Care involving use of rehabilitation procedures,4180248,cohort_9,"Care involving use of rehabilitation
procedures",2.1
45556902,A41,Other sepsis,40493038,cohort_66,Other septicaemia,1.6
45557104,E05,Thyrotoxicosis [hyperthyroidism],140976,cohort_96,Thyrotoxicosis [hyperthyroidism],0.9
45557226,G31,"Other degenerative diseases of nervous system, not elsewhere classified",373179,cohort_52,"Other degenerative diseases of nervous
system, not elsewhere classified",1.2
45557239,G45,Transient cerebral ischaemic attacks and related syndromes,381036,cohort_97,"Transient cerebral ischaemic attacks and
related syndromes",1.2
45557476,H54,Visual impairment including blindness (binocular or monocular),44806985,cohort_107,Blindness and low vision,1.9
45557550,I63,Cerebral infarction,4110190,cohort_12,Cerebral Infarction,0.8
45557663,K59,Other functional intestinal disorders,75860,cohort_59,Other functional intestinal disorders,1.8
45557691,L03,Cellulitis,76492,cohort_11,Cellulitis,2
45561641,Z60,Problems related to social environment,4022639,cohort_82,Problems related to social environment,1.8
45561651,Z75,Problems related to medical facilities and other health care,4145781,cohort_81,"Problems related to medical facilities and
other health care",2
45561679,A04,Other bacterial intestinal infections,193402,cohort_50,Other bacterial intestinal infections,1.1
45561702,A41,Other sepsis,40487059,cohort_66,Other septicaemia,1.6
45561703,A41,Other sepsis,40486059,cohort_66,Other septicaemia,1.6
45562285,H54,Visual impairment including blindness (binocular or monocular),44806791,cohort_107,Blindness and low vision,1.9
45562366,I63,Cerebral infarction,4110192,cohort_12,Cerebral Infarction,0.8
45562442,J18,"Pneumonia, organism unspecified",4133224,cohort_76,"Pneumonia, organism unspecified",1.1
45562443,J18,"Pneumonia, organism unspecified",4310964,cohort_76,"Pneumonia, organism unspecified",1.1
45564799,S80,Superficial injury of lower leg,4106355,cohort_92,Superficial injury of lower leg,2
45566475,Z91,"Personal history of risk-factors, not elsewhere classified",1340204,cohort_75,"Personal history of risk-factors, not elsewhere
classified",0.5
45566719,E05,Thyrotoxicosis [hyperthyroidism],4337834,cohort_96,Thyrotoxicosis [hyperthyroidism],0.9
45566720,E05,Thyrotoxicosis [hyperthyroidism],133436,cohort_96,Thyrotoxicosis [hyperthyroidism],0.9
45566883,G45,Transient cerebral ischaemic attacks and related syndromes,437306,cohort_97,"Transient cerebral ischaemic attacks and
related syndromes",1.2
45567102,H54,Visual impairment including blindness (binocular or monocular),44806790,cohort_107,Blindness and low vision,1.9
45567527,M25,"Other joint disorders, not elsewhere classified",4343913,cohort_62,"Other joint disorders, not elsewhere classified",2.3
45569633,S80,Superficial injury of lower leg,78619,cohort_92,Superficial injury of lower leg,2
45571372,Z60,Problems related to social environment,4154624,cohort_82,Problems related to social environment,1.8
45571387,Z75,Problems related to medical facilities and other health care,4148887,cohort_81,"Problems related to medical facilities and
other health care",2
45572164,J18,"Pneumonia, organism unspecified",256722,cohort_76,"Pneumonia, organism unspecified",1.1
45576166,Z60,Problems related to social environment,4023168,cohort_82,Problems related to social environment,1.8
45576215,Z91,"Personal history of risk-factors, not elsewhere classified",1340204,cohort_75,"Personal history of risk-factors, not elsewhere
classified",0.5
45576429,E05,Thyrotoxicosis [hyperthyroidism],4177975,cohort_96,Thyrotoxicosis [hyperthyroidism],0.9
45576458,E53,Deficiency of other B group vitamins,437246,cohort_17,Deficiency of other B group vitamins,1.9
45576485,F01,Vascular dementia,443605,cohort_106,Vascular dementia,2
45576586,G45,Transient cerebral ischaemic attacks and related syndromes,4112020,cohort_97,"Transient cerebral ischaemic attacks and
related syndromes",1.2
45576587,G45,Transient cerebral ischaemic attacks and related syndromes,373503,cohort_97,"Transient cerebral ischaemic attacks and
related syndromes",1.2
45576983,K26,Duodenal ulcer,4209746,cohort_23,Duodenal ulcer,1.6
45577023,L03,Cellulitis,4263898,cohort_11,Cellulitis,2
45577220,M25,"Other joint disorders, not elsewhere classified",4239337,cohort_62,"Other joint disorders, not elsewhere classified",2.3
45577253,M41,Scoliosis,253009,cohort_85,Scoliosis,0.9
45581039,Z50,Care involving use of rehabilitation procedures,4209116,cohort_9,"Care involving use of rehabilitation
procedures",2.1
45581040,Z50,Care involving use of rehabilitation procedures,4327941,cohort_9,"Care involving use of rehabilitation
procedures",2.1
45581051,Z60,Problems related to social environment,4309238,cohort_82,Problems related to social environment,1.8
45581070,Z75,Problems related to medical facilities and other health care,4145781,cohort_81,"Problems related to medical facilities and
other health care",2
45581393,F01,Vascular dementia,4047747,cohort_106,Vascular dementia,2
45581905,K59,Other functional intestinal disorders,134404,cohort_59,Other functional intestinal disorders,1.8
45581931,L03,Cellulitis,435613,cohort_11,Cellulitis,2
45585836,Z50,Care involving use of rehabilitation procedures,4261832,cohort_9,"Care involving use of rehabilitation
procedures",2.1
45585842,Z60,Problems related to social environment,4028922,cohort_82,Problems related to social environment,1.8
45585876,Z91,"Personal history of risk-factors, not elsewhere classified",43530807,cohort_75,"Personal history of risk-factors, not elsewhere
classified",0.5
45585893,A04,Other bacterial intestinal infections,4345354,cohort_50,Other bacterial intestinal infections,1.1
45585894,A04,Other bacterial intestinal infections,4345207,cohort_50,Other bacterial intestinal infections,1.1
45585911,A41,Other sepsis,132797,cohort_66,Other septicaemia,1.6
45586131,E05,Thyrotoxicosis [hyperthyroidism],138387,cohort_96,Thyrotoxicosis [hyperthyroidism],0.9
45586592,I63,Cerebral infarction,4043731,cohort_12,Cerebral Infarction,0.8
45586760,L03,Cellulitis,435613,cohort_11,Cellulitis,2
45586760,L03,Cellulitis,4181064,cohort_11,Cellulitis,2
45586941,M25,"Other joint disorders, not elsewhere classified",77074,cohort_62,"Other joint disorders, not elsewhere classified",2.3
45586964,M41,Scoliosis,4006163,cohort_85,Scoliosis,0.9
45586965,M41,Scoliosis,72418,cohort_85,Scoliosis,0.9
45590770,Z91,"Personal history of risk-factors, not elsewhere classified",1340204,cohort_75,"Personal history of risk-factors, not elsewhere
classified",0.5
45590771,Z91,"Personal history of risk-factors, not elsewhere classified",1340204,cohort_75,"Personal history of risk-factors, not elsewhere
classified",0.5
45590792,A04,Other bacterial intestinal infections,198334,cohort_50,Other bacterial intestinal infections,1.1
45591048,E53,Deficiency of other B group vitamins,432580,cohort_17,Deficiency of other B group vitamins,1.9
45591166,G31,"Other degenerative diseases of nervous system, not elsewhere classified",4007951,cohort_52,"Other degenerative diseases of nervous
system, not elsewhere classified",1.2
45591167,G31,"Other degenerative diseases of nervous system, not elsewhere classified",37164783,cohort_52,"Other degenerative diseases of nervous
system, not elsewhere classified",1.2
45591475,I63,Cerebral infarction,4108356,cohort_12,Cerebral Infarction,0.8
45591600,K59,Other functional intestinal disorders,196151,cohort_59,Other functional intestinal disorders,1.8
45591832,M41,Scoliosis,72418,cohort_85,Scoliosis,0.9
45593874,S80,Superficial injury of lower leg,4052655,cohort_92,Superficial injury of lower leg,2
45595525,Z50,Care involving use of rehabilitation procedures,4180248,cohort_9,"Care involving use of rehabilitation
procedures",2.1
45595532,Z60,Problems related to social environment,4235702,cohort_82,Problems related to social environment,1.8
45595542,Z75,Problems related to medical facilities and other health care,4148887,cohort_81,"Problems related to medical facilities and
other health care",2
45595561,Z91,"Personal history of risk-factors, not elsewhere classified",37158897,cohort_75,"Personal history of risk-factors, not elsewhere
classified",0.5
45595587,A41,Other sepsis,132797,cohort_66,Other septicaemia,1.6
45595819,E53,Deficiency of other B group vitamins,435787,cohort_17,Deficiency of other B group vitamins,1.9
45596138,H54,Visual impairment including blindness (binocular or monocular),44806789,cohort_107,Blindness and low vision,1.9
45596216,I63,Cerebral infarction,443454,cohort_12,Cerebral Infarction,0.8
45596310,K26,Duodenal ulcer,4336230,cohort_23,Duodenal ulcer,1.6
45596337,K59,Other functional intestinal disorders,201900,cohort_59,Other functional intestinal disorders,1.8
45596571,M41,Scoliosis,4069935,cohort_85,Scoliosis,0.9
45600331,Z50,Care involving use of rehabilitation procedures,4238738,cohort_9,"Care involving use of rehabilitation
procedures",2.1
45600396,A04,Other bacterial intestinal infections,46273592,cohort_50,Other bacterial intestinal infections,1.1
45600628,E05,Thyrotoxicosis [hyperthyroidism],138717,cohort_96,Thyrotoxicosis [hyperthyroidism],0.9
45600629,E05,Thyrotoxicosis [hyperthyroidism],135778,cohort_96,Thyrotoxicosis [hyperthyroidism],0.9
45600776,G31,"Other degenerative diseases of nervous system, not elsewhere classified",376337,cohort_52,"Other degenerative diseases of nervous
system, not elsewhere classified",1.2
45600776,G31,"Other degenerative diseases of nervous system, not elsewhere classified",4179873,cohort_52,"Other degenerative diseases of nervous
system, not elsewhere classified",1.2
