medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release	emiscodecategoryid	_merge
178784013	Benign paroxysmal positional vertigo	F5615	F561500	111541001	178784013		32	master only (1)
187840011	Aural vertigo	F5614-1	F561411	13445001	187840011		32	master only (1)
299159019	Unspecified Meniere's disease	F5600	F560000	13445001	2920410013		32	master only (1)
299164015	Meniere's disease NOS	F560z	F560z00	13445001	178783019		32	master only (1)
299172018	Central positional nystagmus	F5620	F562000	194360001	299172018		32	master only (1)
299196011	Other labyrinth disorders	F56y	F56y.00	20425006	34357011		32	master only (1)
299197019	Vestibular disorders and vertiginous syndromes NOS	F56z	F56z.00	20425006	34357011		32	master only (1)
299542015	[X]Diseases of inner ear	FyuQ	FyuQ.00	232297009	348040014		32	master only (1)
299545018	[X]Other disorders of vestibular function	FyuQ2	FyuQ200	20425006	34357011		32	master only (1)
299546017	[X]Other specified diseases of inner ear	FyuQ3	FyuQ300	232297009	348040014		32	master only (1)
313171011	Inner ear anomalies NOS	P405z	P405z00	232297009	348040014		32	master only (1)
317030019	[D]Dizziness and giddiness NOS	R004z	R004z00	271789005	406731010		32	master only (1)
411537018	H/O: vertigo	1491-2	1491.12	275543009	411537018		32	master only (1)
1778609014	Vertigo	1B56	1B56.00	399153001	1778609014		27	master only (1)
627241000006116	Dizziness symptom	1B5-1	1B5..11	404640003	2156535017		27	master only (1)
710871000006110	Meniere's disease	F560	F560.00	13445001	475303017		32	master only (1)
883801000006113	Central nystagmus/vertigo	F562-99	F562.99	20425006	883801000006113		32	master only (1)
2713081000006113	MÃÂ©niÃÂ¨re's disease	^ESCTMÃâ°271308		13445001	2713081000006113		32	master only (1)
2713101000006117	Auditory vertigo	^ESCTAU271310		13445001	189639015		32	master only (1)
2713111000006119	MÃÂ©niÃÂ¨re's syndrome	^ESCTMÃâ°271311		13445001	189640018		32	master only (1)
2713121000006110	MÃÂ©niÃÂ¨re's vertigo	^ESCTMÃâ°271312		13445001	189641019		32	master only (1)
2713141000006115	Meniere syndrome	^ESCTME271314		13445001	475302010		32	master only (1)
2713161000006116	Meniere disorder	^ESCTME271316		13445001	475304011		32	master only (1)
2824581000006111	Labyrinthine vertigo	^ESCTLA282458		20425006	34359014		32	master only (1)
2824591000006114	Vestibular disorder	^ESCTVE282459		20425006	34361017		32	master only (1)
2824601000006118	Central vestibular vertigo	^ESCTCE282460		20425006	480692017		32	master only (1)
3316731000006112	Vestibular vertigo	^ESCTVE331673		50438001	84028015		32	master only (1)
3316741000006119	Peripheral vestibular vertigo	^ESCTPE331674		50438001	1230865019		32	master only (1)
4197121000006116	Benign paroxysmal positional nystagmus	^ESCTBE419712		111541001	187843013		32	master only (1)
4197131000006118	BPPV - Benign paroxysmal positional vertigo	^ESCTBP419713		111541001	363702010		32	master only (1)
5496921000006113	History of - vertigo/MÃÂ©niÃÂ¨re's disease	^ESCTHI549692		266994001	5496921000006113		32	master only (1)
5496941000006118	History of - vertigo/Meniere's disease	^ESCTHI549694		266994001	2817009013		32	master only (1)
5496951000006116	History of - vertigo/MÃÂ©niÃÂ¨re disease	^ESCTHI549695		266994001	2838949011		32	master only (1)
5496961000006119	History of vertigo or Meniere's disease	^ESCTHI549696		266994001	2986520017		32	master only (1)
5529421000006111	Dizziness - giddy	^ESCTDI552942		271789005	1495308011		32	master only (1)
5529431000006114	Dizzy	^ESCTDI552943		271789005	1495309015		32	master only (1)
5574311000006110	History of vertigo	^ESCTHI557431		275543009	2986637016		32	master only (1)
6618211000006114	Vertigo - giddiness	^ESCTVE661821		399153001	1786717010		27	master only (1)
6618221000006118	Rotary vertigo	^ESCTRO661822		399153001	1786718017		27	master only (1)
6618231000006115	Rotatory vertigo	^ESCTRO661823		399153001	1786719013		27	master only (1)
6618241000006113	Vertigo (spinning sensation)	^ESCTVE661824		399153001	2966660016		27	master only (1)
11925131000006110	Unspecified Meniere's disease	^ESCT1192513		13445001	710891000006111		32	master only (1)
12489121000006115	H/O: vertigo/Meniere's disease	^ESCT1248912		266994001	397828012		32	master only (1)
